recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,8,21,4,23,12,22,13,2,1,18,9,14,0,17,6,7,3,20,5,16,11,19,15,10,0,12
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,4,18,13,21,1,0,8,3,9,12,14,15,5,19,2,20,17,11,23,7,6,22,16,10,1,5
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,23,11,15,7,20,6,10,17,19,3,22,5,2,9,14,4,12,16,18,8,0,1,21,13,1,20
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,1,3,15,7,9,11,23,6,17,8,18,19,10,20,4,22,12,21,2,5,14,13,0,0,23
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,17,19,20,9,10,22,7,2,15,5,1,23,3,12,21,14,8,18,0,4,16,13,0,20
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,21,9,2,13,20,16,0,15,22,10,1,6,11,3,12,19,8,7,18,17,4,5,23,11,7
133001416,3,1,14.88,1031.25,15.6213,2812.5,tp,5,19,6,23,17,9,22,20,10,15,3,11,8,12,2,0,7,1,18,4,16,14,21,13,10,15
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,10,5,23,3,19,20,11,6,22,15,17,7,12,2,0,18,9,8,1,4,13,16,14,21,0,14
141675c80,1,1,54.6933,3843.75,55.5893,5625.0,tp,3,1,22,21,16,8,9,23,12,15,14,7,13,6,10,5,2,11,4,19,17,18,20,0,1,23
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,12,0,1,9,2,23,3,19,22,18,10,6,5,11,7,4,13,20,17,8,21,14,15,16,2,1
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5,tp,18,4,13,21,8,0,3,9,2,1,15,14,12,20,7,5,11,6,19,17,22,23,16,10,0,5
160add406,23,4,18.6805,6459.96,26.6043,11627.9,tp,23,3,10,5,6,19,20,22,11,15,7,12,17,9,18,1,4,0,2,8,16,14,21,13,0,17
160b70831,2,1,1.9413,468.75,3.7173,3000.0,tp,2,12,3,19,5,18,6,22,23,13,21,9,11,16,20,10,15,0,8,17,4,14,1,7,0,17
16fc37168,1,1,29.36,3843.75,30.256,5625.0,tp,0,12,22,8,18,1,21,3,2,9,19,4,13,7,20,6,23,11,16,17,10,15,14,5,5,0
16ffcf223,14,1,16.9973,2812.5,17.92,4406.25,tp,14,21,18,1,0,4,9,3,13,15,12,2,5,16,19,20,10,8,22,6,17,11,7,23,0,4
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5,tp,22,6,20,9,10,11,17,19,8,2,0,5,12,23,14,15,4,3,21,1,16,18,7,13,0,10
17ca62c97,4,1,32.9173,2343.75,34.7733,4218.75,tp,4,21,13,18,8,12,1,0,3,9,11,2,20,17,7,14,5,6,23,22,19,15,10,16,0,7
184322f0e,22,1,54.8,10687.5,56.4053,13687.5,tp,1,22,19,2,11,0,3,23,5,12,6,8,10,18,4,14,13,21,9,7,20,16,17,15,1,5
18e249f36,7,1,28.8747,4687.5,32.016,11437.5,tp,20,7,15,23,17,11,10,6,5,3,22,14,16,19,9,8,12,21,1,2,0,18,4,13,1,20
1a3993962,16,4,48.144,3093.75,49.9787,4593.75,tp,16,23,1,4,18,7,11,0,8,13,19,10,2,9,20,14,3,15,12,5,17,6,21,22,0,7
1ef3e2282,16,4,24.4587,3093.75,26.2933,4593.75,tp,16,7,1,18,0,10,4,23,14,11,19,8,17,15,12,3,2,20,9,5,13,22,21,6,0,4
