data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
re,,,582d6efec,,8,22.96875,20.75,8,19,21,2,9,0,18,11,4,17,1,3,15,14,7,10,22,13,16,12,23,6,20,5,0,5
re,,,4fae9a4ea,,13,56.71875,53.0,13,21,4,18,3,12,1,8,10,16,23,0,6,2,19,11,20,7,5,22,15,9,17,14,0,11
re,,,415cf2484,,7,3.724609375,0.0,7,21,19,23,10,11,17,3,14,20,5,15,22,6,4,2,16,12,13,8,1,9,0,18,0,22
re,,,415cf2484,,7,57.46875,50.0,7,21,19,23,10,11,17,3,14,20,5,15,22,6,4,2,16,12,13,8,1,9,0,18,0,22
re,,,e6de52902,,16,27.46875,20.0,16,1,21,19,9,22,3,7,12,15,0,13,17,2,23,10,14,20,18,6,11,4,8,5,0,10
re,,,e6de52902,,16,47.46875,40.0,16,1,21,19,9,22,3,7,12,15,0,13,17,2,23,10,14,20,18,6,11,4,8,5,0,10
re,,,5723a520c,,12,18.21875,11.5,12,21,22,3,19,8,18,1,23,4,10,7,5,13,6,20,17,16,11,9,14,2,0,15,0,22
re,,,7859fda05,,23,3.724609375,0.0,23,1,19,10,13,3,6,12,22,11,17,0,9,14,15,16,2,7,20,5,4,18,21,8,0,11
re,,,bf9f90405,,2,16.71875,10.0,2,3,12,5,11,7,17,23,6,20,10,22,9,18,8,0,15,14,16,4,19,1,13,21,0,15
re,,,eb0cd97da,,6,47.46875,41.5,6,23,10,12,5,11,0,9,17,22,15,1,7,20,14,3,4,2,18,13,16,19,8,21,0,6
re,,,eb0cd97da,,6,57.46875,51.5,6,23,10,12,5,11,0,9,17,22,15,1,7,20,14,3,4,2,18,13,16,19,8,21,0,6
re,,,6e82ee19a,,10,28.21875,20.0,10,23,5,11,6,21,22,19,20,13,1,7,12,17,14,3,15,4,9,0,18,2,16,8,0,19
