recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-5.7685866355896,-5.097236633300781,-5.650115489959717,0.016638081520795822,-5.217846393585205,-3.271418333053589,-2.777618885040283,-5.068873405456543,-7.300443172454834,-5.070272445678711,-5.168356895446777,-7.191166877746582,-2.4217748641967773,-6.0808892250061035,-3.996349334716797,0.45690658688545227,-7.123880386352539,-6.876018524169922,-1.6988625526428223,-6.904211044311523,-3.442145586013794,-3.8794190883636475,-7.2862229347229,-2.346592426300049
003bc2cb2,-10.09489917755127,-5.6904706954956055,-8.297593116760254,-0.4532807469367981,-6.97365665435791,-3.8914284706115723,-5.939662456512451,-5.338026523590088,-7.553760051727295,-3.9670207500457764,-4.218165397644043,-6.731297492980957,-5.863770961761475,-4.264919281005859,-7.0960822105407715,-2.0810234546661377,16.54079818725586,-6.5688557624816895,-6.734691619873047,-6.189963340759277,-3.9130282402038574,-3.630537509918213,-8.761022567749023,-6.420442581176758
0061c037e,-8.6097412109375,-11.47089958190918,-7.668858051300049,-8.850873947143555,-9.415420532226562,-5.315009117126465,-8.033025741577148,-4.305952072143555,-9.410167694091797,-8.044692993164062,-3.961827278137207,-4.909244537353516,-5.57570743560791,-7.285539627075195,-10.933717727661133,-4.566539764404297,-5.324827194213867,-9.491521835327148,-9.312613487243652,-0.5779445171356201,1.5117261409759521,-10.009895324707031,-8.246017456054688,-9.824102401733398
010eb14d3,3.741271495819092,-8.947490692138672,-8.87612247467041,5.319108009338379,-3.4393253326416016,-0.6792181730270386,-7.490119457244873,-6.834647178649902,12.28939151763916,-5.23520565032959,-2.3785533905029297,-5.402228355407715,-0.2151544690132141,-3.5925791263580322,-5.502412796020508,-6.478073596954346,-8.585861206054688,-9.08997917175293,6.815329074859619,-7.53926944732666,-7.286802291870117,-3.0880985260009766,-4.235124111175537,-4.582815170288086
011318064,-7.535370826721191,-0.6251273155212402,-8.344033241271973,0.7485294938087463,-4.566611289978027,-0.9176193475723267,-6.35358190536499,-4.157016754150391,-8.145593643188477,-5.053201675415039,-4.604238510131836,-6.718971252441406,-8.238866806030273,-7.162670135498047,6.624532699584961,0.3576180040836334,-7.91042423248291,-5.258518218994141,-2.002678394317627,-7.770896911621094,-2.813236713409424,-1.117663860321045,-7.57637882232666,-3.206216335296631
01307e693,-7.884990692138672,-6.3544464111328125,-5.715957164764404,1.4363106489181519,-7.338995933532715,-3.45110821723938,-1.8252620697021484,-0.39835530519485474,-7.5473151206970215,-3.0881659984588623,-6.0623297691345215,-4.277589797973633,-5.026449203491211,-8.371776580810547,-5.798336982727051,6.7648820877075195,-6.471270561218262,-4.352026462554932,-4.767158508300781,-7.140964508056641,-2.9257044792175293,-6.0423078536987305,-7.263323783874512,-5.25222635269165
013bd8b85,-1.8115109205245972,-5.4198713302612305,-5.849422931671143,3.6423370838165283,-0.7065624594688416,-1.5077598094940186,-4.063934326171875,-3.9567782878875732,4.164567470550537,-4.004768371582031,-2.4755403995513916,-4.034560203552246,3.139781951904297,-0.9189673662185669,-0.8200969696044922,-1.8030219078063965,-5.159816741943359,-5.497640609741211,3.609220266342163,-3.915867328643799,-2.821178913116455,0.5760065317153931,-3.6542327404022217,-2.135427474975586
01812f522,-2.2682900428771973,-3.9068572521209717,-3.4454243183135986,-0.8741432428359985,-3.158209800720215,-1.4304275512695312,-1.9819899797439575,-2.30999755859375,-1.505521535873413,-2.092325210571289,0.18971629440784454,-2.027475357055664,-0.19517050683498383,-1.6301085948944092,-3.2496726512908936,-1.986130714416504,0.9975634813308716,1.6971994638442993,-2.2676572799682617,-1.8421642780303955,2.0361900329589844,-2.0672779083251953,-2.7082128524780273,-3.0980348587036133
019db5220,-3.575117588043213,-3.9453351497650146,-4.425290107727051,0.5045088529586792,-1.7565128803253174,3.316923141479492,-2.4452614784240723,-3.304119348526001,-0.6639758348464966,-2.5740647315979004,-2.427778720855713,-3.758122682571411,-2.685950517654419,-2.998096227645874,-2.4991321563720703,-1.426642656326294,-3.8512325286865234,-3.7617907524108887,-1.0965156555175781,-2.718564510345459,-2.4509987831115723,-2.3123433589935303,4.634868621826172,4.287258625030518
01bd97dd6,-6.3588457107543945,-7.285618305206299,-4.851445198059082,0.08769026398658752,-3.122382164001465,-2.0825841426849365,-3.3953857421875,-5.226567268371582,-5.245512008666992,-6.891308784484863,-3.1031107902526855,-6.311457633972168,0.1104939728975296,-4.785995006561279,-2.464986562728882,-1.6710150241851807,-6.5424957275390625,-7.776364326477051,-0.6622774600982666,-4.520969390869141,0.5399167537689209,-1.441454529762268,-5.547845363616943,-2.5388126373291016
