data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,0,3,5,10,6,11,7,12,20,15,9,18,22,19,14,1,17,2,16,13,8,21,4,0,1
tp,10852.7,947.461,009b760e6,1.0,10,52.5293,50.0854,10,23,0,6,3,5,7,22,1,11,14,15,20,9,19,18,17,12,2,16,21,13,8,4,0,2
tp,5531.25,3750.0,00b404881,1.0,8,4.1973,0.0747,8,21,4,1,3,0,22,14,12,16,11,13,9,2,5,23,19,15,20,6,10,17,18,7,0,5
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,7,11,20,0,23,3,22,17,10,15,19,5,6,16,2,1,9,13,8,4,21,12,18,14,0,3
tp,4593.75,3093.75,03b96f209,4.0,16,51.4667,49.632,16,3,19,0,15,23,1,7,20,17,11,9,10,6,12,5,22,18,21,13,2,8,14,4,0,3
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,18,0,12,4,3,8,1,16,11,9,2,23,21,17,7,14,6,19,20,5,22,15,10,13,1,1
tp,11627.9,6459.96,053aeb7bd,4.0,23,17.7807,9.8569,23,0,12,3,18,5,22,9,4,7,15,8,20,14,1,21,11,13,19,2,17,6,10,16,0,1
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,21,14,1,0,4,8,18,3,22,9,15,16,11,13,20,23,6,10,7,17,2,19,12,5,1,3
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,3,0,15,7,1,23,12,9,2,14,18,13,5,17,21,20,22,6,11,10,16,19,8,4,2,1
tp,5531.25,3750.0,07d1687e0,1.0,8,4.1867,0.064,8,18,0,4,21,12,1,11,16,2,10,20,13,6,14,17,5,9,15,22,23,7,19,3,0,2
tp,10852.7,947.461,07dcf40f7,1.0,10,29.6809,27.237,10,3,23,0,7,6,20,11,5,17,22,9,15,1,14,18,16,19,12,2,13,8,21,4,0,3
tp,11437.5,4687.5,090ae427d,1.0,7,29.28,26.1387,18,0,3,5,1,7,10,2,14,23,19,15,12,6,22,20,11,8,17,13,16,9,21,4,5,1
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,3,0,18,4,5,8,23,14,15,22,17,1,20,11,9,19,7,16,2,6,10,21,13,0,2
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,18,12,0,3,4,1,9,8,14,23,17,21,2,22,16,11,15,5,20,6,7,19,13,10,0,2
tp,11283.4,7235.16,11bafff5d,1.0,23,28.7115,22.6278,23,0,10,3,7,20,11,14,5,22,6,18,1,9,15,17,19,12,2,16,13,8,21,4,0,1
tp,3937.5,1312.5,1263c23c8,1.0,17,45.3547,38.9013,17,3,15,23,0,9,7,20,6,11,10,22,5,16,19,14,1,18,2,12,13,21,8,4,0,4
tp,5625.0,3843.75,13511f7bd,1.0,1,9.152000000000001,8.256,1,3,0,15,9,23,14,6,12,18,22,17,10,2,7,16,13,20,21,11,8,5,4,19,0,2
tp,11437.5,4687.5,147b41b13,1.0,7,38.5547,35.4133,3,7,0,16,1,23,20,17,15,11,14,9,19,12,10,5,22,21,6,2,18,8,13,4,1,2
tp,5062.5,3187.5,1504619b7,1.0,18,45.2053,44.512,12,3,18,0,4,2,9,21,22,5,1,23,8,15,13,17,20,7,19,16,11,6,14,10,2,3
