recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
006ab765f,23,1,39.9615,7235.16,46.0452,11283.4,tp,23,11,10,9,3,6,5,14,22,8,16,7,4,1,2,20,12,13,15,0,21,19,17,18,0,19
0201197ec,10,1,43.3575,947.461,45.8014,10852.7,tp,10,16,20,11,6,17,3,23,7,1,15,5,14,22,13,8,12,9,2,0,4,18,19,21,0,19
0268057eb,0,1,25.4987,5906.25,26.2933,8250.0,tp,0,3,18,12,23,1,9,21,14,8,2,6,10,5,20,13,16,17,15,19,22,4,11,7,0,0
0297d886e,13,1,57.808,93.75,58.431999999999995,843.75,tp,13,1,15,20,2,14,12,7,3,19,0,9,23,11,16,21,6,17,22,10,4,5,18,8,0,10
03b96f209,16,4,30.9333,3093.75,32.768,4593.75,tp,16,19,1,3,17,12,6,15,14,21,8,5,11,13,4,23,7,0,2,18,9,20,22,10,0,17
03d77fede,0,1,44.4107,5906.25,45.2053,8250.0,tp,0,18,12,3,23,14,5,8,9,20,10,2,1,21,16,15,19,13,4,22,17,6,11,7,0,0
043356ff8,18,1,0.1227,3187.5,0.816,5062.5,tp,18,13,0,4,21,8,3,12,1,11,17,14,16,19,9,15,6,5,10,23,20,22,2,7,0,2
04d6b1fc1,17,4,4.7307,1406.25,7.3387,3937.5,tp,17,11,6,14,3,15,9,20,18,10,19,5,7,1,12,22,21,2,23,16,0,8,4,13,0,20
05f8c0f2f,4,1,26.5867,2343.75,28.4427,4218.75,tp,18,4,3,12,21,0,1,8,9,13,23,14,17,2,6,15,16,5,19,10,20,22,11,7,1,5
06c44d203,3,1,1.28,1031.25,2.0213,2812.5,tp,22,6,7,10,20,11,23,5,15,4,9,16,17,14,0,19,8,2,3,21,13,18,12,1,18,14
078788674,15,1,41.36,93.75,44.70399999999999,1125.0,tp,15,3,1,14,9,7,16,13,12,17,5,20,23,2,22,18,21,19,6,11,10,0,8,4,0,21
07d1687e0,8,1,0.064,3750.0,4.1867,5531.25,tp,8,0,18,3,5,12,14,21,1,13,23,16,9,2,10,6,20,15,17,19,4,22,11,7,0,1
07dcf40f7,10,1,27.237,947.461,29.6809,10852.7,tp,10,6,17,23,20,11,22,4,5,14,9,3,7,1,15,16,21,8,13,18,19,2,0,12,0,22
08db743d0,16,4,38.3787,3093.75,40.2133,4593.75,tp,16,1,3,11,14,17,12,5,6,10,8,20,15,21,13,23,7,2,0,18,4,9,19,22,0,18
090ae427d,7,1,26.1387,4687.5,29.28,11437.5,tp,0,7,3,14,5,12,18,2,20,17,10,16,15,9,1,8,6,23,22,19,21,13,11,4,1,0
09315d9bf,22,1,49.696000000000005,10687.5,51.3013,13687.5,tp,22,10,23,11,6,9,5,20,14,4,17,7,16,1,15,2,19,0,3,8,12,18,21,13,0,17
0b3ef9c4e,6,1,44.3733,562.5,46.5173,4406.25,tp,6,11,10,22,7,2,9,20,23,3,5,0,8,17,19,14,16,15,1,18,21,13,4,12,0,11
0c2124550,21,1,18.2293,3281.25,19.3227,4125.0,tp,21,4,8,18,14,3,1,0,13,9,12,5,19,16,10,2,11,6,23,22,17,15,20,7,0,7
0c48ed342,17,1,50.032,1312.5,56.4853,3937.5,tp,11,17,7,20,23,10,19,3,9,22,6,15,16,5,8,2,18,14,21,0,12,4,1,13,1,19
0c936a1d4,17,4,48.2453,1406.25,50.8533,3937.5,tp,17,15,3,10,23,9,0,6,11,20,14,12,22,13,19,5,1,21,7,2,18,16,8,4,0,6
0cb4632d6,13,1,47.1467,93.75,47.7707,843.75,tp,13,4,18,21,12,9,0,3,8,1,11,14,23,19,16,22,15,6,10,5,17,20,2,7,0,6
0e799da44,18,1,24.6027,3187.5,25.296,5062.5,tp,4,18,21,3,1,11,8,6,16,0,17,13,14,22,19,15,12,5,10,9,23,20,2,7,1,9
103db6411,20,1,22.3573,1312.5,27.7387,6093.75,tp,20,5,11,17,10,9,14,3,6,7,16,2,18,22,23,15,12,1,4,0,19,21,8,13,0,19
11bafff5d,23,1,22.6278,7235.16,28.7115,11283.4,tp,10,23,9,3,7,0,11,20,16,22,19,5,17,14,6,8,12,2,1,18,15,13,21,4,1,5
11c2c02e5,15,1,17.6587,93.75,21.0027,1125.0,tp,15,7,17,3,10,20,14,11,9,22,23,5,6,1,19,16,13,12,2,21,0,8,18,4,0,20
11c2c02e5,15,1,14.8427,93.75,18.1867,1125.0,tp,15,7,17,3,10,20,14,11,9,22,23,5,6,1,19,16,13,12,2,21,0,8,18,4,0,20
1263c23c8,17,1,38.9013,1312.5,45.3547,3937.5,tp,15,17,3,14,20,9,19,6,13,22,23,5,12,11,7,16,18,4,8,0,10,21,1,2,1,19
13511f7bd,1,1,8.256,3843.75,9.152000000000001,5625.0,tp,15,23,1,9,14,3,0,13,10,6,18,11,17,22,19,7,20,2,5,21,12,16,8,4,2,6
13f64f898,1,1,35.4613,3843.75,36.3573,5625.0,tp,1,14,2,3,0,13,12,21,16,20,11,10,19,18,9,6,22,15,7,4,23,17,8,5,0,4
14dc5a39e,13,1,50.5067,93.75,51.1307,843.75,tp,13,14,1,21,3,4,8,15,20,16,9,7,0,12,2,23,10,19,18,11,22,5,6,17,0,12
1504619b7,18,1,44.512,3187.5,45.2053,5062.5,tp,2,18,12,3,0,1,9,23,6,21,11,14,15,22,10,19,5,13,16,20,4,7,8,17,1,4
16553d5cd,23,4,41.7088,6459.96,49.6327,11627.9,tp,23,18,3,12,5,20,16,0,8,15,7,10,14,13,9,22,11,1,4,2,19,17,6,21,0,7
