recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
015113cad,15,1,50.0533,93.75,53.3973,1125.0,tp,6,15,23,17,3,10,11,7,20,5,0,14,9,22,16,1,2,18,4,12,21,13,8,19,1,10
0268057eb,0,1,25.4987,5906.25,26.2933,8250.0,tp,0,1,18,9,12,21,3,8,14,13,23,10,5,2,4,7,16,15,6,22,20,11,17,19,0,0
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,23,15,11,7,3,16,10,14,17,20,5,4,6,22,9,8,13,0,2,12,18,1,19,21,2,17
0297d886e,13,1,57.808,93.75,58.431999999999995,843.75,tp,13,1,15,20,19,10,17,16,11,22,6,7,2,9,14,3,12,5,23,18,4,21,8,0,0,23
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,3,17,9,1,7,11,12,15,20,8,5,10,18,2,14,13,23,0,6,22,4,21,19,0,18
04975ecd8,19,1,54.38399999999999,281.25,55.93600000000001,2812.5,tp,19,7,11,10,16,3,20,17,5,23,1,15,9,6,14,22,2,13,18,4,0,12,21,8,0,20
06a0c48c9,0,1,57.2213,5906.25,58.016000000000005,8250.0,tp,0,18,12,3,2,9,23,1,8,17,14,5,4,13,15,10,7,11,16,20,22,6,21,19,0,0
073e4d908,12,1,12.495999999999999,562.5,15.632,3281.25,tp,23,12,18,3,9,7,2,5,11,0,15,17,10,20,22,4,8,1,13,6,16,14,21,19,1,9
0a9cdd8a5,7,1,22.2827,4687.5,25.424,11437.5,tp,7,3,23,10,16,20,17,11,9,5,15,1,14,12,6,0,22,2,8,19,13,18,4,21,0,15
1263c23c8,17,1,38.9013,1312.5,45.3547,3937.5,tp,15,17,23,9,3,16,7,5,18,14,22,20,11,13,10,12,4,8,6,2,1,19,21,0,1,23
13511f7bd,1,1,8.256,3843.75,9.152000000000001,5625.0,tp,15,1,3,9,23,0,13,12,14,5,10,7,18,6,22,2,16,17,8,20,11,4,21,19,1,5
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,23,10,5,9,4,22,11,3,7,20,17,19,1,8,12,2,13,18,15,6,16,0,14,21,1,21
1414bbe17,14,1,14.6453,3750.0,14.9173,6468.75,tp,14,21,1,8,11,7,6,10,3,9,23,18,0,4,12,17,20,5,16,22,2,13,15,19,0,12
1504619b7,18,1,44.512,3187.5,45.2053,5062.5,tp,12,3,18,9,4,2,17,0,8,23,11,15,5,7,13,10,22,1,20,14,6,16,21,19,2,7
160b70831,2,1,1.9413,468.75,3.7173,3000.0,tp,12,2,3,18,23,17,5,9,11,0,15,7,10,6,22,20,4,1,14,13,16,8,21,19,1,9
16553d5cd,23,4,28.7405,6459.96,36.6643,11627.9,tp,23,12,18,3,9,5,2,0,7,4,1,17,11,22,20,13,15,10,8,6,16,19,21,14,0,7
16553d5cd,23,4,41.7088,6459.96,49.6327,11627.9,tp,23,12,18,3,9,5,2,0,7,4,1,17,11,22,20,13,15,10,8,6,16,19,21,14,0,7
1679e323d,14,1,8.6773,2531.25,9.264,5531.25,tp,14,7,3,11,10,6,23,5,20,1,17,12,9,2,15,0,22,16,21,18,19,8,4,13,0,15
18df43462,5,1,46.8373,4781.25,49.1893,10406.2,tp,14,5,11,10,3,15,17,20,7,6,0,2,22,23,16,19,9,8,4,12,18,1,13,21,1,10
1ba9ee79a,1,1,5.9467,3843.75,6.8427,5625.0,tp,1,16,10,14,11,13,3,21,7,9,17,8,20,18,2,23,4,6,0,12,15,22,5,19,0,18
1d6371ff5,6,1,40.5493,562.5,42.6933,4406.25,tp,6,3,10,14,7,11,17,20,23,5,9,0,1,22,15,2,12,16,4,21,18,8,19,13,0,11
1e469c124,15,1,28.1493,93.75,31.4933,1125.0,tp,15,2,14,3,20,17,6,7,11,0,13,10,22,1,16,18,5,8,9,19,23,4,12,21,0,9
1fb41e1c4,18,1,13.872,3187.5,14.5653,5062.5,tp,12,18,3,0,2,23,1,9,5,15,22,11,13,4,14,17,8,7,10,6,21,16,20,19,1,3
1fd650183,4,1,35.135999999999996,2343.75,36.992,4218.75,tp,4,18,21,13,3,1,8,0,14,12,10,11,22,23,2,17,5,15,9,7,16,6,20,19,0,7
2026bced7,12,1,49.8987,562.5,53.0347,3281.25,tp,12,4,18,3,0,9,8,23,21,13,2,7,17,15,5,1,11,14,22,10,16,20,6,19,0,4
