recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,8,21,1,22,4,18,14,12,13,2,16,5,23,0,7,6,9,10,11,19,15,3,17,20,0,13
0201197ec,10,1,43.3575,947.461,45.8014,10852.7,tp,10,7,22,3,23,17,5,16,11,15,9,20,14,6,19,1,13,4,0,2,12,18,8,21,0,18
04e70a8e3,7,1,23.5947,4687.5,26.736,11437.5,tp,11,7,15,20,3,17,6,10,23,16,9,19,22,14,12,1,13,0,4,5,2,18,8,21,1,17
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,7,10,20,22,17,23,3,21,9,13,15,16,19,4,2,14,8,18,0,12,1,5,0,20
055088446,14,1,58.992,3750.0,59.263999999999996,6468.75,tp,14,21,8,1,22,18,16,7,13,4,15,2,10,6,11,9,23,5,19,3,12,0,17,20,0,21
05f8c0f2f,4,1,26.5867,2343.75,28.4427,4218.75,tp,4,21,18,12,3,13,1,8,9,14,0,22,16,11,23,6,7,17,2,19,15,5,10,20,0,10
067f49f8b,0,1,53.29600000000001,5906.25,54.0907,8250.0,tp,0,1,18,3,4,12,9,8,13,16,21,22,2,23,19,5,10,17,7,14,6,15,11,20,0,0
07dcf40f7,10,1,27.237,947.461,29.6809,10852.7,tp,10,7,3,17,23,11,6,9,15,22,5,1,19,16,20,2,14,0,12,4,8,13,18,21,0,17
08db743d0,16,4,38.3787,3093.75,40.2133,4593.75,tp,16,1,3,9,6,19,7,0,17,23,12,22,10,11,15,4,2,14,18,21,5,13,8,20,0,7
09315d9bf,22,1,49.696000000000005,10687.5,51.3013,13687.5,tp,22,5,6,1,23,19,10,3,9,17,16,20,7,0,11,15,12,14,2,4,18,13,8,21,0,13
0968aea09,12,1,5.7707,562.5,8.9067,3281.25,tp,12,3,18,5,0,23,9,17,22,7,4,8,1,15,2,14,16,6,10,11,13,19,20,21,0,4
0b2fa3f80,12,1,3.0133,562.5,6.1493,3281.25,tp,8,15,12,18,0,13,3,22,23,5,2,4,19,1,9,14,17,7,16,21,10,6,11,20,2,4
0c48ed342,17,1,50.032,1312.5,56.4853,3937.5,tp,17,11,7,20,9,3,23,10,6,15,19,22,14,0,16,4,2,8,13,1,5,18,12,21,0,13
0c936a1d4,17,4,48.2453,1406.25,50.8533,3937.5,tp,17,15,6,9,23,3,20,11,7,10,16,22,1,12,13,4,0,2,5,19,14,21,8,18,0,16
0ea8ea68a,0,1,3.8027,5906.25,4.5973,8250.0,tp,0,18,3,12,5,22,7,23,8,9,4,1,17,14,10,2,15,19,6,16,11,20,13,21,0,0
0eb2079ea,3,1,5.5893,1031.25,6.3307,2812.5,tp,3,23,7,0,18,5,2,22,9,17,12,6,15,1,16,14,10,11,19,20,8,4,13,21,0,3
0f8cadb4a,13,1,34.4907,93.75,35.1147,843.75,tp,13,1,19,15,16,10,3,22,7,20,2,23,17,6,14,9,5,11,0,12,8,18,4,21,0,18
0fc62dd3c,18,1,9.6427,3187.5,10.335999999999999,5062.5,tp,12,0,18,3,1,9,14,4,8,23,5,22,17,2,13,16,6,15,21,10,19,7,11,20,2,1
11bafff5d,23,1,22.6278,7235.16,28.7115,11283.4,tp,10,23,7,0,9,16,3,17,22,15,5,11,18,20,1,19,6,14,12,2,8,13,4,21,1,3
1375a05d1,21,1,28.1493,3281.25,29.2427,4125.0,tp,18,14,4,21,1,3,8,13,0,12,9,7,22,5,11,15,2,23,16,17,19,10,6,20,3,8
13de5cabb,11,1,57.3359,1808.79,58.4737,5684.77,tp,11,6,5,7,1,10,16,3,20,22,23,17,18,9,0,19,12,4,8,15,2,14,13,21,0,14
14f6cbe5c,3,1,53.6,1031.25,54.3413,2812.5,tp,7,15,20,16,3,11,14,17,5,23,22,10,9,19,0,6,1,12,13,4,2,18,8,21,4,14
157a50231,0,1,35.7867,5906.25,36.5813,8250.0,tp,0,18,12,8,3,9,1,23,4,5,22,10,19,15,2,13,14,17,6,16,11,7,21,20,0,0
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5,tp,4,18,21,9,12,3,13,0,8,1,14,22,23,2,17,6,11,16,7,19,5,15,10,20,1,7
160add406,23,4,18.6805,6459.96,26.6043,11627.9,tp,23,3,7,17,9,16,10,6,14,15,5,22,12,11,0,1,4,20,18,2,19,13,8,21,0,14
160add406,23,4,3.0534,6459.96,10.9772,11627.9,tp,23,3,7,17,9,16,10,6,14,15,5,22,12,11,0,1,4,20,18,2,19,13,8,21,0,14
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5,tp,22,15,17,3,23,10,16,6,7,9,5,11,14,1,13,12,20,4,0,18,2,19,8,21,0,18
1bd29a4bb,10,1,42.7886,947.461,45.2325,10852.7,tp,10,11,7,17,20,6,23,1,3,9,22,15,19,16,5,14,4,13,2,0,8,12,18,21,0,19
1c46aa776,6,1,30.7307,562.5,32.8747,4406.25,tp,23,6,7,16,11,17,3,10,9,14,20,22,15,1,5,21,4,12,2,13,0,19,18,8,1,20
1d949c49d,15,1,33.6427,93.75,36.9867,1125.0,tp,7,23,15,3,5,2,1,12,9,14,0,10,17,11,13,16,22,6,19,4,18,20,8,21,2,10
