recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-0.8812044262886047,0.8327390551567078,-0.6812765002250671,1.4992568492889404,-3.2270259857177734,-3.502321481704712,-2.623579740524292,-2.9810616970062256,-0.7428988218307495,-1.783050537109375,-4.404118537902832,-3.9008612632751465,-1.0491644144058228,-1.195816159248352,-0.4618576467037201,-1.5390969514846802,-1.726584553718567,-1.801637887954712,-1.601893663406372,-0.8569936752319336,-5.018457889556885,-1.7677546739578247,-10.062952995300293,-4.1698455810546875
003bc2cb2,-2.5903356075286865,-1.438725471496582,-1.7366068363189697,0.14743834733963013,-3.223445415496826,-2.7241299152374268,-2.715127468109131,-1.8817344903945923,-1.876393437385559,-2.862755537033081,-2.87971568107605,-1.730303406715393,-2.236719846725464,-2.4890694618225098,-2.9303207397460938,-2.793720006942749,4.9314727783203125,-1.0582642555236816,-2.981398820877075,-2.468426465988159,-1.9015244245529175,-3.248185873031616,-1.4337146282196045,-2.2358481884002686
0061c037e,1.0344812870025635,1.8312538862228394,0.6190511584281921,0.7359716892242432,-3.3044183254241943,-0.6897599101066589,-2.0606768131256104,0.7840673327445984,-0.915508508682251,-2.6220548152923584,0.3259560167789459,-1.4866305589675903,-1.125179409980774,-0.617091715335846,-0.8499243855476379,-2.301790237426758,-0.33069613575935364,-2.58823299407959,-1.7040866613388062,-0.4173494875431061,-2.744896173477173,-1.9838529825210571,-5.807793140411377,-1.6568957567214966
010eb14d3,4.174130916595459,-1.289182186126709,-0.7348666191101074,0.350079745054245,-3.2783639430999756,-3.0944533348083496,-4.2017011642456055,-4.198469638824463,2.6947569847106934,-4.502999782562256,-4.371487617492676,-4.850290298461914,0.8786975741386414,-4.046008586883545,-4.822673797607422,-3.5195536613464355,-3.930988311767578,-4.094945907592773,0.7831721901893616,-4.231227874755859,-5.839484214782715,-2.2247369289398193,-5.237602233886719,-2.9954710006713867
011318064,-2.454690456390381,-2.0832905769348145,-1.9056646823883057,1.1097759008407593,-4.389904022216797,-3.3181889057159424,0.1713329702615738,-2.1111462116241455,-2.8440229892730713,-1.6002970933914185,-3.506411075592041,-1.159905195236206,-2.3977808952331543,-1.502582311630249,-0.1033940240740776,3.3124425411224365,-2.6748006343841553,-0.6635013222694397,-2.3839993476867676,-0.7586394548416138,-1.7163165807724,-4.3586297035217285,-6.497836112976074,-4.535069942474365
01307e693,-5.521004676818848,-2.9288296699523926,-5.143444538116455,0.5100839138031006,-5.72733736038208,-2.83640193939209,-2.688793659210205,2.4427618980407715,-5.134754180908203,-4.0034685134887695,-0.38294827938079834,-1.3742420673370361,-3.47359299659729,-2.3625972270965576,-1.6423885822296143,3.170581340789795,-0.9241127371788025,-0.9669354557991028,-4.840320587158203,-3.4012722969055176,-2.4820897579193115,-5.743350982666016,-6.805605888366699,-0.9925156235694885
013bd8b85,0.39779576659202576,-0.4931214451789856,-2.600297689437866,0.8023719191551208,-1.3782474994659424,-2.388184070587158,-3.1430752277374268,-3.873039484024048,0.023725733160972595,-2.3457088470458984,-4.173029899597168,-4.42633581161499,2.301363706588745,-1.802367091178894,-2.317068099975586,-2.549600124359131,-3.9211530685424805,-4.003117084503174,1.9835163354873657,-3.080167770385742,-6.089580535888672,-1.4778863191604614,-7.122772216796875,-2.0979349613189697
01812f522,-3.4732284545898438,-3.48116397857666,-3.1484251022338867,0.3261413872241974,-3.6119883060455322,-3.803668260574341,-0.8313826322555542,-1.0111560821533203,-4.016292095184326,0.4001864194869995,-2.725931167602539,-1.5053478479385376,-3.4139654636383057,-3.5333433151245117,-1.3949716091156006,-1.1843047142028809,-1.1945135593414307,4.667865753173828,-3.756417751312256,-2.7836222648620605,1.3950716257095337,-3.7561864852905273,-2.8465044498443604,-2.0531954765319824
019db5220,-1.2135906219482422,-1.9378403425216675,-2.3375344276428223,-1.245996356010437,-1.7751435041427612,4.058534622192383,-2.9468228816986084,-1.7546638250350952,-2.237410545349121,-1.9529392719268799,-1.3362667560577393,-2.3256430625915527,-0.24757128953933716,-1.912872552871704,-2.4135584831237793,-3.0286974906921387,-2.729862689971924,-2.5904626846313477,-2.1405818462371826,-2.342154026031494,-2.660203218460083,-2.3882837295532227,-2.102309465408325,4.969300746917725
01bd97dd6,-0.20901641249656677,-0.4370098114013672,-2.849724531173706,0.9633943438529968,0.007956570014357567,-2.3601789474487305,-2.5324461460113525,-1.2935465574264526,-0.24549031257629395,-1.7768663167953491,-2.780207872390747,-3.5278983116149902,2.601423740386963,-2.109032154083252,-1.8730450868606567,-3.4941916465759277,-3.929680109024048,-3.329779624938965,2.4683449268341064,-3.8426592350006104,-5.484519004821777,-0.8199105858802795,-7.253274440765381,-1.8788048028945923
