data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,2531.25,003bec244,1.0,14,45.1307,44.544,3,6,1,7,14,11,23,17,9,20,16,10,12,22,19,2,5,13,15,0,21,8,4,18,4,19
tp,10852.7,947.461,009b760e6,1.0,10,52.5293,50.0854,10,9,6,23,19,5,3,8,1,11,14,20,22,2,4,13,0,18,12,21,7,16,15,17,0,16
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,0,18,8,12,4,10,23,9,14,3,16,15,2,21,1,17,19,6,11,5,22,13,20,7,0,0
tp,1125.0,93.75,015113cad,1.0,15,53.3973,50.0533,6,17,3,5,11,16,15,23,22,1,7,9,10,19,14,12,20,2,13,4,21,0,8,18,6,21
tp,4406.25,562.5,01b41f92b,1.0,6,46.38399999999999,44.24,6,17,7,23,22,14,20,9,8,13,10,0,4,3,18,21,12,5,11,1,16,19,2,15,0,11
tp,4593.75,3093.75,03b96f209,4.0,16,51.4667,49.632,16,19,3,17,10,23,1,5,7,12,9,2,8,13,21,22,6,18,20,11,0,15,14,4,0,20
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,15,11,17,7,20,23,3,16,10,6,14,9,19,1,13,22,12,2,21,5,0,4,8,18,3,20
tp,3000.0,468.75,05b9c974c,1.0,2,33.76,31.984,9,6,2,23,22,3,10,8,5,17,0,13,21,11,19,16,4,12,7,1,18,14,20,15,2,10
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,18,3,23,0,22,16,14,21,4,17,10,9,5,19,2,6,8,1,11,13,15,7,20,0,4
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,3,12,18,9,5,21,1,23,0,2,11,4,13,15,16,7,17,10,14,8,6,22,19,20,1,8
tp,5718.75,843.75,0ab6aa734,1.0,9,53.04,49.4773,1,9,3,21,17,14,7,13,0,23,12,16,5,18,15,10,4,6,2,11,22,8,19,20,1,8
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,5,9,11,23,10,14,3,6,20,22,17,2,19,16,12,7,1,13,15,21,0,8,18,4,10,20
tp,3000.0,468.75,0e034f968,1.0,2,3.6693,1.8933,2,1,10,0,8,9,13,6,18,14,22,17,5,3,21,4,19,7,16,15,11,20,12,23,0,3
tp,3000.0,468.75,0e2e4ac19,1.0,2,46.336000000000006,44.56,2,10,8,18,22,6,13,14,21,9,4,0,5,16,15,17,11,19,12,1,3,7,23,20,0,11
tp,8250.0,5906.25,0ea8ea68a,1.0,0,4.5973,3.8027,0,18,3,12,5,9,10,23,8,1,4,21,2,7,11,6,14,15,13,17,22,16,19,20,0,0
tp,5684.77,1808.79,0f99800b7,1.0,11,28.5547,27.416999999999998,7,15,3,14,11,23,20,6,13,22,17,5,10,9,2,21,16,12,0,1,19,18,4,8,4,18
tp,5062.5,3187.5,10dae79ed,1.0,18,30.8853,30.191999999999997,18,12,3,4,0,21,8,9,5,1,14,2,23,16,11,10,13,15,22,17,6,19,7,20,0,4
tp,5062.5,3187.5,11a52d37a,1.0,18,46.7627,46.0693,18,4,12,21,8,3,0,1,9,16,13,5,2,14,11,23,10,22,6,15,17,19,7,20,0,6
tp,5250.0,1125.0,12ec1d4cb,1.0,9,26.9173,24.112,9,17,3,8,14,23,21,11,6,1,20,2,12,13,10,0,22,7,18,16,15,19,4,5,0,15
tp,6468.75,3750.0,1414bbe17,1.0,14,14.9173,14.6453,14,7,21,10,4,1,15,13,16,19,11,3,0,23,8,6,2,17,22,18,20,9,12,5,0,12
tp,843.75,93.75,14948ff80,1.0,13,45.1253,44.5013,13,1,16,2,4,10,19,5,17,23,3,20,21,12,8,6,15,22,9,14,18,7,11,0,0,23
tp,843.75,93.75,1520a52ef,1.0,13,7.12,6.496,13,18,4,0,21,8,3,12,10,9,1,5,19,23,6,17,16,20,2,15,14,22,11,7,0,3
tp,2812.5,281.25,1545e29b3,1.0,19,1.6907,0.1387,3,19,20,7,14,5,15,6,10,13,1,11,17,23,12,2,22,9,16,18,0,4,21,8,1,20
tp,4593.75,3093.75,158c5acb6,4.0,16,20.6773,18.8427,16,1,3,10,7,2,12,22,21,18,0,13,4,8,14,11,15,6,9,20,5,23,19,17,0,10
