data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,5,3,10,6,14,1,7,9,13,12,22,0,11,19,17,21,18,2,8,15,16,20,4,0,12
tp,10852.7,947.461,0201197ec,1.0,10,45.8014,43.3575,10,11,23,3,16,5,9,7,6,17,22,14,12,19,18,0,1,2,15,8,20,21,13,4,0,15
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,1,18,3,16,9,12,8,21,7,6,2,11,5,23,15,14,19,13,17,22,20,4,10,0,0
tp,843.75,93.75,0297d886e,1.0,13,58.431999999999995,57.808,13,15,1,22,10,20,12,7,14,6,0,5,19,17,23,3,11,4,2,8,18,9,16,21,0,10
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,23,19,22,7,1,3,13,14,9,11,10,0,6,5,12,15,4,8,17,2,20,21,18,0,12
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,12,3,8,1,21,14,16,7,23,9,5,11,15,19,2,22,6,17,13,4,20,10,0,0
tp,5062.5,3187.5,043356ff8,1.0,18,0.816,0.1227,13,18,4,12,0,21,3,8,1,11,16,19,14,2,15,23,22,9,17,6,5,20,7,10,1,4
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,11,10,6,9,3,7,14,15,23,19,22,5,1,16,12,21,2,18,13,20,0,8,4,0,21
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,4,18,12,3,0,21,8,1,13,16,2,11,22,19,9,17,5,6,14,23,20,15,7,10,0,4
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,6,22,23,10,7,5,15,16,14,9,11,1,8,21,17,4,0,19,3,20,18,13,2,12,18,16
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,15,3,12,1,9,21,18,2,7,14,19,23,13,11,17,5,0,22,6,8,16,20,10,4,0,16
tp,5531.25,3750.0,07d1687e0,1.0,8,4.1867,0.064,0,8,18,21,14,1,9,12,3,16,5,2,22,4,7,11,6,15,23,19,13,17,20,10,1,0
tp,10852.7,947.461,07dcf40f7,1.0,10,29.6809,27.237,10,23,9,17,3,7,11,5,14,19,8,22,6,1,12,0,20,4,2,15,16,21,18,13,0,15
