data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,9,17,6,1,14,23,3,11,20,5,15,10,4,19,13,22,16,8,0,2,7,21,18,12,1,18
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,11,7,20,22,23,8,21,10,15,19,2,17,14,18,6,3,0,16,12,4,5,13,9,1,1,16
tp,5684.77,1808.79,0275e127d,1.0,11,13.1367,11.9989,11,7,3,17,20,15,16,12,10,23,9,19,18,4,14,0,22,8,6,13,5,21,2,1,0,15
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,23,1,15,3,9,12,5,13,11,10,14,20,19,7,16,4,22,0,6,21,17,18,2,8,3,17
tp,11627.9,6459.96,053aeb7bd,4.0,23,17.7807,9.8569,23,5,19,3,7,9,18,14,4,17,21,10,22,0,12,20,2,8,11,13,16,1,15,6,0,13
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,11,23,10,17,16,9,5,1,19,3,22,20,14,6,0,8,18,15,7,2,13,12,21,4,0,14
tp,8250.0,5906.25,067f49f8b,1.0,0,54.0907,53.29600000000001,0,4,18,1,8,21,12,13,3,16,17,10,14,5,20,7,19,23,11,15,9,22,6,2,0,0
tp,8250.0,5906.25,06a0c48c9,1.0,0,58.016000000000005,57.2213,18,0,12,14,5,8,19,17,3,4,7,20,9,23,15,16,10,13,11,22,21,6,1,2,1,1
tp,3281.25,562.5,073e4d908,1.0,12,15.632,12.495999999999999,12,23,3,17,0,7,15,5,20,1,4,19,9,18,16,10,13,8,14,22,21,11,6,2,0,4
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,3,12,23,5,9,20,14,11,10,1,2,16,22,4,17,6,21,0,8,13,7,15,18,0,18
tp,1125.0,93.75,0e29d05ed,1.0,15,35.28,31.936,15,7,3,10,23,16,11,20,17,5,19,22,13,2,9,14,4,12,6,0,18,1,21,8,0,19
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,3,23,14,20,9,17,19,5,10,22,7,11,16,18,15,0,6,12,13,1,2,21,4,8,0,15
tp,843.75,93.75,0f8cadb4a,1.0,13,35.1147,34.4907,13,16,10,1,19,15,8,7,2,17,11,5,20,4,23,9,18,22,6,3,0,12,21,14,0,20
tp,5531.25,3750.0,12a12f0fa,1.0,8,35.6267,31.504,4,8,18,21,12,0,13,5,3,1,22,9,17,14,11,15,10,16,20,2,19,7,23,6,1,5
tp,4125.0,3281.25,1375a05d1,1.0,21,29.2427,28.1493,14,1,21,8,18,4,0,5,15,11,20,19,13,17,3,2,7,16,22,10,9,6,23,12,2,6
