data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,3281.25,562.5,007f87ba2,1.0,12,42.272,39.135999999999996,4,12,3,18,1,21,8,0,6,13,5,19,23,20,22,15,9,7,16,10,14,2,17,11,1,7
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,1,3,13,0,5,12,11,18,2,7,20,16,4,6,22,10,17,14,23,9,15,19,8,21,0,3
tp,3281.25,562.5,02b9a8ab9,1.0,12,37.0453,33.9093,12,3,18,4,0,1,21,13,8,22,23,5,9,20,16,15,19,2,10,6,17,14,7,11,0,4
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,19,7,3,23,9,11,2,17,5,16,1,6,14,22,20,12,15,18,0,10,13,8,21,4,0,18
tp,11627.9,6459.96,053aeb7bd,4.0,23,8.8758,0.9520000000000001,23,5,12,18,19,7,20,0,22,3,10,13,21,9,2,4,1,17,15,14,6,8,16,11,0,7
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,21,14,1,8,16,13,10,7,18,20,19,4,2,6,15,17,5,22,0,9,12,23,3,11,1,18
tp,10852.7,947.461,055d22517,1.0,10,50.0274,47.5835,3,6,10,9,23,5,16,20,17,19,12,14,11,1,22,7,2,15,18,0,13,8,4,21,2,19
tp,11283.4,7235.16,09a946316,1.0,23,56.558,50.4744,23,5,10,6,9,0,3,22,7,1,20,14,12,16,11,15,19,17,13,18,2,4,8,21,0,5
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,23,3,14,20,5,22,11,10,9,19,6,1,17,15,12,2,16,0,18,8,13,4,21,0,18
tp,3281.25,562.5,0b2fa3f80,1.0,12,6.1493,3.0133,15,12,8,3,18,13,19,14,7,20,10,5,0,17,22,2,1,9,23,4,6,16,21,11,1,12
tp,5625.0,3843.75,0d25045a9,1.0,1,48.1653,47.2693,1,11,13,20,0,7,6,16,3,14,22,18,23,4,10,19,15,5,12,17,2,8,9,21,0,4
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,0,12,1,3,18,9,4,23,8,13,5,6,15,10,22,19,16,20,14,17,2,21,7,11,4,0
tp,3000.0,468.75,100e4ddc9,1.0,2,3.0613,1.2853,2,3,1,5,22,18,13,4,17,6,0,8,21,19,14,16,23,9,15,7,10,12,20,11,0,10
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,17,7,3,15,14,23,11,9,20,5,19,10,12,1,22,2,16,6,0,13,18,8,4,21,3,18
tp,11437.5,4687.5,147b41b13,1.0,7,38.5547,35.4133,7,3,23,5,9,16,14,2,12,19,1,11,17,22,18,15,0,10,20,6,4,8,13,21,0,16
