data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,1125.0,93.75,015113cad,1.0,15,53.3973,50.0533,0,3,23,15,7,6,5,10,17,22,16,11,18,20,9,2,19,14,1,8,13,12,21,4,3,0
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,1,0,3,13,21,14,4,18,16,2,22,12,23,9,6,10,7,5,8,15,19,17,11,20,0,1
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,7,11,0,20,5,23,10,22,15,16,17,3,2,8,21,6,9,18,1,19,12,13,14,4,0,2
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,1,18,4,8,3,21,12,13,9,16,2,22,17,23,14,10,15,19,7,6,11,20,5,0,0
tp,4593.75,3093.75,03b96f209,4.0,16,51.4667,49.632,19,16,23,0,15,3,1,7,18,22,17,5,11,14,10,12,6,8,13,20,9,4,21,2,1,3
tp,11627.9,6459.96,053aeb7bd,4.0,23,8.8758,0.9520000000000001,23,3,12,5,18,0,10,22,4,13,7,16,8,11,21,6,15,19,1,9,14,17,20,2,0,5
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,3,0,15,1,7,14,23,2,12,5,13,9,17,18,16,10,20,21,22,6,19,8,11,4,2,1
tp,11283.4,7235.16,09a946316,1.0,23,56.558,50.4744,23,10,5,0,3,7,22,6,11,21,8,16,20,13,1,15,4,19,2,9,18,12,17,14,0,3
tp,5718.75,843.75,0ab6aa734,1.0,9,53.04,49.4773,9,3,1,0,18,14,21,17,12,4,15,23,13,16,22,10,6,2,8,11,7,20,5,19,0,3
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,11,7,6,10,5,0,22,23,20,17,3,2,9,15,1,16,19,8,18,14,21,13,12,4,2,5
tp,3937.5,1312.5,0c48ed342,1.0,17,56.4853,50.032,11,7,17,0,23,20,10,15,9,3,22,16,5,6,2,19,18,12,8,21,14,1,13,4,2,3
tp,1125.0,93.75,0e29d05ed,1.0,15,35.28,31.936,7,0,15,16,3,11,23,20,17,22,5,19,6,10,9,2,8,14,1,18,13,12,21,4,2,1
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,3,23,5,0,18,10,12,22,7,14,11,6,20,17,9,8,13,15,4,19,16,21,1,2,0,3
