data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,5,23,6,0,3,10,9,15,7,11,17,12,18,22,2,1,4,20,19,14,21,16,13,8,1,3
tp,10852.7,947.461,009b760e6,1.0,10,52.5293,50.0854,10,23,6,0,3,9,5,7,17,11,15,4,21,20,18,12,1,14,22,16,19,13,2,8,0,3
tp,5684.77,1808.79,0275e127d,1.0,11,13.1367,11.9989,11,7,17,0,3,6,20,9,10,15,23,22,5,21,14,18,16,4,19,12,13,2,1,8,0,3
tp,4593.75,3093.75,0313e82cf,4.0,16,23.3067,21.471999999999998,16,1,3,0,7,21,13,9,14,10,4,20,12,5,19,2,11,8,18,23,15,22,17,6,0,3
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,19,3,0,7,2,23,5,17,22,9,15,12,10,11,14,1,20,18,16,6,4,13,21,8,0,2
tp,11627.9,6459.96,053aeb7bd,4.0,23,17.7807,9.8569,23,5,3,12,0,18,7,4,9,21,15,1,14,22,2,10,8,17,19,20,11,13,16,6,0,4
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,21,14,1,0,4,8,18,13,16,3,15,7,12,22,23,2,5,10,19,20,11,9,6,17,1,3
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,11,23,0,6,9,3,10,17,7,5,20,15,22,1,12,18,19,21,14,2,4,16,13,8,0,2
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,18,4,0,12,3,21,1,8,13,9,19,23,15,2,22,14,11,5,7,20,16,6,17,10,1,2
tp,13687.5,10687.5,09315d9bf,1.0,22,51.3013,49.696000000000005,22,23,6,0,5,10,3,9,20,7,17,19,21,11,12,15,14,18,4,8,1,16,2,13,0,3
tp,5062.5,3187.5,0e799da44,1.0,18,25.296,24.6027,18,4,12,0,21,3,8,9,1,13,14,19,23,5,2,22,15,16,17,6,11,10,7,20,0,3
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,18,0,12,3,4,1,21,8,9,23,13,11,14,5,15,22,19,10,17,16,6,7,20,2,0,1
tp,3000.0,468.75,100e4ddc9,1.0,2,3.0613,1.2853,2,3,0,22,7,5,23,9,15,17,12,1,14,10,11,18,20,6,16,21,4,19,8,13,0,2
tp,5062.5,3187.5,11a52d37a,1.0,18,46.7627,46.0693,18,4,12,0,3,21,8,9,13,1,19,2,15,23,5,11,22,14,17,16,7,6,20,10,0,3
tp,1125.0,93.75,11c2c02e5,1.0,15,21.0027,17.6587,7,15,0,13,23,11,3,10,17,9,22,5,14,2,20,18,19,4,21,16,12,1,6,8,1,2
tp,3937.5,1312.5,1263c23c8,1.0,17,45.3547,38.9013,17,3,15,23,0,9,7,6,5,10,22,16,11,12,14,18,20,1,19,2,4,13,21,8,0,4
tp,5531.25,3750.0,12a12f0fa,1.0,8,35.6267,31.504,18,4,8,0,12,21,3,13,22,9,1,23,19,14,5,15,10,2,17,11,7,16,20,6,2,3
tp,2812.5,1031.25,133001416,1.0,3,15.6213,14.88,3,0,5,20,23,14,9,6,17,7,12,22,10,11,15,18,1,2,16,21,4,19,13,8,0,1
tp,5625.0,3843.75,13c678c1d,1.0,1,1.76,0.8640000000000001,1,21,14,0,4,3,13,18,8,16,12,22,2,15,7,10,11,9,5,20,23,19,6,17,0,3
tp,5684.77,1808.79,13de5cabb,1.0,11,58.4737,57.3359,11,0,9,3,6,20,5,7,17,10,23,22,19,12,15,1,18,21,4,14,16,2,13,8,0,1
tp,2812.5,1031.25,14f6cbe5c,1.0,3,54.3413,53.6,20,7,3,0,15,16,23,10,11,22,17,5,14,1,9,2,19,12,18,6,4,21,13,8,2,3
tp,5625.0,3843.75,156b77dfe,1.0,1,38.256,37.36,0,3,12,1,18,2,9,6,15,5,21,23,4,8,10,16,22,13,7,11,19,20,14,17,3,0
tp,11627.9,6459.96,160add406,4.0,23,10.9772,3.0534,23,3,0,5,12,9,6,17,14,7,18,10,15,22,20,1,4,11,21,2,16,19,13,8,0,2
tp,11627.9,6459.96,16553d5cd,4.0,23,36.6643,28.7405,23,3,12,0,5,18,7,14,9,4,15,22,1,17,10,21,20,2,11,16,6,19,8,13,0,3
tp,5718.75,2343.75,178b835e3,1.0,20,40.0853,36.6453,20,16,7,15,3,0,1,11,10,14,17,23,5,22,12,13,21,19,18,9,4,2,8,6,0,5
tp,4593.75,3093.75,178b835e3,4.0,16,6.0907,4.256,20,16,7,15,3,0,1,11,10,14,17,23,5,22,12,13,21,19,18,9,4,2,8,6,1,5
tp,4406.25,562.5,180ba3012,1.0,6,50.496,48.352,11,6,7,0,23,17,3,22,9,20,10,5,15,14,18,21,2,19,4,12,16,13,1,8,1,3
tp,13687.5,10687.5,184322f0e,1.0,22,56.4053,54.8,22,1,3,0,2,12,14,7,21,18,8,5,15,23,4,9,10,6,16,20,13,11,17,19,0,3
tp,11437.5,4687.5,1a5fb3223,1.0,7,59.9307,56.7893,14,7,0,15,23,3,1,13,22,5,2,11,18,21,10,16,12,4,19,9,20,17,6,8,1,2
tp,1125.0,93.75,1e469c124,1.0,15,31.4933,28.1493,2,3,15,0,5,20,12,22,7,18,9,23,17,14,16,11,1,10,8,19,6,4,21,13,2,3
tp,5531.25,3750.0,1f5dd26db,1.0,8,10.2133,6.0907,21,4,8,18,0,12,3,13,5,19,1,9,23,10,16,7,14,15,2,11,20,22,17,6,2,4
tp,5531.25,3750.0,21c9f1ba3,1.0,8,15.9573,11.8347,18,8,4,0,12,21,3,1,13,22,9,5,23,14,19,10,11,15,2,17,20,7,16,6,1,3
tp,11283.4,7235.16,226ce47d9,1.0,23,43.0208,36.9371,17,23,7,9,0,3,20,11,10,22,5,16,15,19,18,12,6,2,14,1,21,4,13,8,1,4
tp,13687.5,10687.5,22eaad9ca,1.0,22,54.0053,52.4,22,0,23,3,9,10,7,5,14,12,18,6,20,21,17,15,4,11,8,1,2,13,16,19,0,1
tp,4218.75,2343.75,251569711,1.0,4,20.0693,18.2133,18,4,0,12,21,3,8,13,9,1,19,2,14,11,22,17,16,23,15,20,5,7,10,6,1,2
tp,4406.25,562.5,25c229018,1.0,6,8.6453,6.5013,6,3,17,0,9,23,5,15,10,11,18,12,14,7,20,22,1,4,19,2,21,16,13,8,0,3
tp,4406.25,562.5,266e8b635,1.0,6,44.9867,42.8427,11,6,3,17,0,9,7,15,20,10,23,5,14,21,18,19,22,2,13,12,16,4,1,8,1,4
tp,3000.0,468.75,287bf77ec,1.0,2,13.9573,12.1813,2,3,9,6,0,15,17,5,12,22,23,11,18,10,7,14,20,8,1,19,4,16,21,13,0,4
tp,5684.77,1808.79,28fd95f7f,1.0,11,26.018,24.8802,11,7,3,0,20,6,10,23,9,17,22,5,15,14,21,18,16,2,4,13,1,19,12,8,0,3
tp,6468.75,3750.0,2a1bb0557,1.0,14,3.968,3.696,21,14,0,1,8,4,18,3,13,23,15,5,12,7,10,16,9,2,22,19,20,11,17,6,1,2
tp,2812.5,1031.25,2bcddf9a5,1.0,3,21.7173,20.976,5,3,19,23,0,2,6,9,10,12,7,22,20,17,18,15,11,14,1,4,21,16,13,8,1,4
tp,4125.0,3281.25,2c6ba715f,1.0,21,44.7893,43.696000000000005,21,4,3,1,18,0,14,8,12,13,9,16,2,15,22,5,7,23,19,10,11,20,17,6,0,5
tp,3937.5,1312.5,2c97a8020,1.0,17,51.408,44.9547,17,0,20,11,7,9,23,10,3,15,12,22,16,19,18,21,6,5,4,13,1,14,8,2,0,1
tp,1125.0,93.75,2d09eb065,1.0,15,10.352,7.007999999999999,19,17,11,15,3,7,0,16,23,9,14,20,10,22,12,5,18,1,13,6,2,4,21,8,3,6
tp,3000.0,468.75,2dc763e67,1.0,2,27.9253,26.1493,2,15,5,3,0,22,9,12,17,11,7,18,10,20,23,14,1,13,4,16,6,19,8,21,0,4
tp,5250.0,1125.0,2e6758f3e,1.0,9,54.256,51.4507,0,12,18,9,3,1,23,8,4,21,17,5,15,7,13,22,10,2,11,14,19,20,16,6,3,0
tp,3000.0,468.75,2eb098e76,1.0,2,26.7413,24.9653,2,3,15,0,5,7,9,23,12,22,17,1,10,11,20,18,6,14,16,4,19,21,8,13,0,3
tp,5625.0,3843.75,304141997,1.0,1,40.9653,40.0693,13,1,21,3,0,4,14,8,18,12,22,15,16,5,10,9,23,2,11,7,19,20,6,17,1,4
