recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,8,21,4,12,18,14,13,22,16,0,3,1,23,5,7,2,10,6,20,9,11,17,15,19,0,9
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,4,18,21,13,8,14,3,0,22,1,9,23,12,7,20,2,6,10,5,16,17,15,11,19,1,7
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,23,11,15,10,16,7,17,14,3,0,6,22,19,13,1,20,5,2,8,9,12,4,18,21,1,9
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,1,3,14,23,11,4,17,0,21,19,18,6,22,9,8,15,13,7,12,2,10,5,20,0,8
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,19,10,0,14,7,4,16,12,3,17,23,9,21,18,22,15,2,20,1,13,8,5,0,4
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,13,1,3,4,18,0,9,21,23,7,15,22,17,6,11,8,10,12,2,16,19,20,5,2,6
133001416,3,1,14.88,1031.25,15.6213,2812.5,tp,20,3,10,23,11,7,5,12,9,14,17,0,15,2,18,1,22,21,6,13,16,8,19,4,1,11
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,10,23,5,3,19,11,7,6,9,4,0,14,22,17,16,1,20,8,12,2,21,13,18,15,0,10
141675c80,1,1,54.6933,3843.75,55.5893,5625.0,tp,1,21,16,3,14,18,4,0,9,8,23,22,13,12,11,17,5,7,10,20,2,15,19,6,0,7
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,9,0,2,12,3,18,1,17,22,14,19,10,21,23,16,8,20,4,6,5,13,11,7,15,6,1
