data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,10852.7,947.461,0201197ec,1.0,10,45.8014,43.3575,10,5,3,7,20,11,23,22,16,6,12,17,15,9,19,8,14,4,0,1,13,18,2,21,0,18
tp,843.75,93.75,0297d886e,1.0,13,58.431999999999995,57.808,13,1,16,4,21,14,15,19,11,3,10,22,7,18,12,0,6,8,20,2,17,9,5,23,0,15
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,17,19,1,8,10,12,9,13,3,6,23,21,20,7,15,22,5,11,0,14,2,4,18,0,19
tp,11627.9,6459.96,053aeb7bd,4.0,23,17.7807,9.8569,23,5,3,12,18,7,13,10,0,11,9,19,22,21,8,14,4,2,15,16,1,20,6,17,0,8
tp,10852.7,947.461,055d22517,1.0,10,50.0274,47.5835,5,6,3,10,19,23,20,11,12,9,17,16,15,2,22,7,0,18,14,1,8,4,13,21,3,16
tp,8250.0,5906.25,067f49f8b,1.0,0,54.0907,53.29600000000001,0,1,18,4,8,9,21,14,12,15,13,16,3,23,7,11,20,19,17,6,22,2,10,5,0,0
tp,3281.25,562.5,073e4d908,1.0,12,15.632,12.495999999999999,12,23,3,18,13,16,9,1,5,15,4,11,0,6,7,8,14,17,10,19,20,2,21,22,0,12
tp,5531.25,3750.0,07d1687e0,1.0,8,4.1867,0.064,8,0,18,21,4,1,10,15,19,7,12,14,20,23,22,17,9,13,6,11,3,16,2,5,0,1
tp,4593.75,3093.75,08db743d0,4.0,16,40.2133,38.3787,1,16,3,13,11,12,8,14,4,21,17,7,19,15,10,6,5,20,22,18,0,9,23,2,1,20
tp,3281.25,562.5,0b2fa3f80,1.0,12,6.1493,3.0133,12,15,3,0,8,18,23,13,9,1,5,19,2,22,16,4,6,21,17,10,7,14,20,11,0,3
tp,5684.77,1808.79,0f99800b7,1.0,11,28.5547,27.416999999999998,7,11,12,15,23,10,14,3,13,20,22,17,16,5,19,2,4,6,1,9,21,18,8,0,1,23
tp,3000.0,468.75,100e4ddc9,1.0,2,3.0613,1.2853,2,3,5,0,15,22,12,1,23,14,18,7,8,9,16,10,17,21,13,4,6,19,20,11,0,3
tp,5062.5,3187.5,11a52d37a,1.0,18,46.7627,46.0693,18,12,4,3,0,13,21,2,14,23,8,1,9,16,5,22,10,19,11,6,7,15,17,20,0,4
tp,11283.4,7235.16,11bafff5d,1.0,23,28.7115,22.6278,10,23,7,3,20,5,17,11,19,0,6,9,12,14,18,22,16,15,1,4,13,2,8,21,1,9
tp,1125.0,93.75,11c2c02e5,1.0,15,21.0027,17.6587,15,7,3,10,22,5,6,19,11,23,17,20,2,9,16,1,13,14,12,21,0,8,18,4,0,20
tp,5625.0,3843.75,13511f7bd,1.0,1,9.152000000000001,8.256,15,1,3,23,13,0,9,14,7,17,6,2,12,22,5,16,18,8,19,10,21,20,11,4,1,5
tp,5684.77,1808.79,13de5cabb,1.0,11,58.4737,57.3359,11,6,10,19,23,5,17,20,22,3,9,16,18,7,14,4,12,0,8,2,15,13,1,21,0,17
tp,5718.75,843.75,1535d0c9b,1.0,9,8.2133,4.6507,5,6,17,20,9,15,10,3,19,11,7,23,2,22,16,14,0,18,8,13,1,12,4,21,4,16
tp,2812.5,281.25,1545e29b3,1.0,19,1.6907,0.1387,19,3,5,20,18,23,12,7,10,0,13,17,11,15,14,9,1,2,16,22,4,8,6,21,0,9
tp,8250.0,5906.25,157a50231,1.0,0,36.5813,35.7867,18,0,4,8,12,9,23,10,19,11,7,13,14,1,15,21,17,3,20,22,16,6,2,5,1,1
tp,3000.0,468.75,160b70831,1.0,2,3.7173,1.9413,12,2,3,22,23,7,16,13,18,5,14,15,17,9,8,6,10,1,19,21,0,4,11,20,1,20
tp,5625.0,3843.75,16fc37168,1.0,1,30.256,29.36,1,12,16,6,3,18,8,0,4,13,21,19,14,23,2,5,11,7,9,10,15,22,17,20,0,7
tp,4406.25,562.5,19dfeda02,1.0,6,18.2133,16.0693,2,6,3,10,5,7,19,23,11,16,12,9,20,17,15,22,18,0,14,13,1,4,21,8,1,17
tp,4406.25,562.5,1d6371ff5,1.0,6,42.6933,40.5493,6,5,10,19,2,20,3,11,9,21,15,17,22,12,16,1,23,14,13,8,0,7,18,4,0,20
