data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,2531.25,003bec244,1.0,14,45.1307,44.544,12,14,7,11,23,3,0,17,10,20,15,1,5,18,6,8,13,9,22,21,16,4,2,19,1,6
tp,5684.77,1808.79,0275e127d,1.0,11,13.1367,11.9989,11,20,17,7,3,6,16,9,23,12,1,0,10,14,5,8,15,2,22,19,4,18,21,13,0,11
tp,3281.25,562.5,02b9a8ab9,1.0,12,37.0453,33.9093,12,18,3,2,4,1,0,22,21,13,8,23,9,6,14,10,15,16,7,20,5,17,19,11,0,6
tp,4593.75,3093.75,03b96f209,4.0,16,51.4667,49.632,16,19,3,1,17,13,10,9,7,14,23,20,11,22,6,12,0,5,15,4,2,8,18,21,0,16
tp,5062.5,3187.5,043356ff8,1.0,18,0.816,0.1227,13,18,3,12,4,21,1,14,0,8,16,15,23,22,2,6,7,10,9,17,5,11,20,19,1,8
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,14,21,8,18,1,2,4,17,23,16,13,19,5,3,12,7,15,6,10,20,22,9,11,0,0,23
tp,3000.0,468.75,05b9c974c,1.0,2,33.76,31.984,2,23,6,19,22,7,3,9,5,10,1,16,0,15,4,17,14,11,12,18,20,8,13,21,0,12
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,21,4,18,14,1,3,12,8,13,0,2,9,17,6,22,16,7,23,10,15,20,11,5,19,1,9
tp,10852.7,947.461,07dcf40f7,1.0,10,29.6809,27.237,10,3,6,23,5,9,22,11,17,14,16,19,1,20,2,7,0,4,13,8,12,15,18,21,0,16
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,10,5,3,6,1,11,14,17,9,16,20,22,18,2,4,13,0,12,7,8,21,15,0,18
tp,5718.75,843.75,0ab6aa734,1.0,9,53.04,49.4773,1,3,16,18,12,9,13,7,17,11,14,20,0,23,4,15,21,8,10,6,19,5,2,22,5,12
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,10,23,5,11,22,6,7,17,20,16,9,3,14,0,19,4,2,15,12,18,1,21,13,8,7,13
tp,3937.5,1312.5,0c48ed342,1.0,17,56.4853,50.032,11,17,6,7,23,9,10,20,19,3,0,16,5,15,2,22,4,1,13,14,8,12,18,21,1,10
tp,3937.5,1406.25,0c936a1d4,4.0,17,50.8533,48.2453,15,17,11,6,7,9,10,23,20,3,14,5,0,22,13,19,18,4,12,2,16,21,1,8,1,12
tp,5625.0,3843.75,0d25045a9,1.0,1,48.1653,47.2693,1,6,16,0,8,14,3,7,13,10,2,11,21,17,5,15,20,19,18,9,22,23,12,4,0,3
tp,3937.5,1312.5,1263c23c8,1.0,17,45.3547,38.9013,17,15,3,9,22,23,7,10,14,11,20,5,6,4,13,16,19,18,2,21,12,8,0,1,0,22
tp,2812.5,1031.25,133001416,1.0,3,15.6213,14.88,3,23,5,20,10,9,14,11,1,6,0,12,22,2,7,16,17,18,19,15,13,8,4,21,0,10
tp,6468.75,3750.0,1414bbe17,1.0,14,14.9173,14.6453,14,21,8,18,1,3,2,17,4,23,13,7,19,16,6,15,12,5,20,10,9,22,11,0,0,23
tp,5531.25,3750.0,14d467153,1.0,8,4.496,0.3733,8,0,18,12,4,3,1,21,15,16,2,9,5,14,17,20,7,13,11,23,22,10,6,19,0,1
tp,11627.9,6459.96,16553d5cd,4.0,23,36.6643,28.7405,23,3,12,18,5,20,14,10,0,7,9,6,16,15,4,17,1,22,13,21,8,11,2,19,0,8
tp,4406.25,2812.5,16ccddf71,1.0,14,52.8,51.8773,14,1,21,15,3,7,18,4,6,13,23,8,0,10,11,12,9,17,2,22,20,16,5,19,0,12
tp,13687.5,10687.5,1702d35a0,1.0,22,29.8507,28.2453,22,3,15,23,10,6,17,5,9,14,20,12,1,11,0,7,16,18,4,8,21,2,19,13,0,14
tp,5718.75,2343.75,178b835e3,1.0,20,40.0853,36.6453,20,16,15,7,3,17,1,11,8,12,10,22,13,4,19,23,14,0,5,9,21,6,2,18,0,17
tp,10406.2,4781.25,1795728ba,1.0,5,41.92,39.568000000000005,5,3,12,0,7,23,18,14,13,9,6,10,8,21,2,15,4,1,20,16,17,19,11,22,0,3
tp,10406.2,4781.25,18df43462,1.0,5,49.1893,46.8373,14,20,3,22,2,5,9,23,10,11,6,18,17,7,16,0,21,15,8,19,1,4,12,13,5,15
tp,4593.75,3093.75,1a3993962,4.0,16,49.9787,48.144,16,1,10,3,4,13,8,14,19,11,7,20,12,5,17,2,18,0,6,22,9,21,15,23,0,17
tp,13687.5,10687.5,1bc8c196e,1.0,22,6.2027,4.5973,22,3,12,21,2,8,14,1,18,23,0,4,20,6,16,13,7,5,10,9,15,17,19,11,0,10
tp,4125.0,3281.25,1d76cb226,1.0,21,50.8053,49.711999999999996,21,8,4,13,1,18,0,12,14,6,2,19,20,10,22,16,3,15,7,17,23,5,9,11,0,6
tp,3281.25,562.5,2026bced7,1.0,12,53.0347,49.8987,18,12,0,3,4,9,2,8,20,13,23,15,21,17,22,7,1,5,10,11,6,16,14,19,1,2
tp,3187.5,562.5,20be88a43,1.0,6,14.9867,12.9653,11,6,10,20,7,3,23,1,14,2,17,16,5,22,9,4,0,19,13,21,18,12,15,8,1,16
tp,5684.77,1808.79,215bb7a8d,1.0,11,42.1384,41.0006,11,20,7,23,17,6,16,1,3,10,0,4,22,5,19,8,14,13,2,21,12,15,9,18,0,10
tp,1125.0,93.75,21e2f2977,1.0,15,29.6747,26.3307,15,7,16,3,23,20,17,10,22,9,1,11,5,4,13,2,19,6,21,14,0,18,12,8,0,20
tp,5531.25,3750.0,22b46c334,1.0,8,16.9013,12.7787,8,21,12,4,3,1,18,14,13,0,22,5,16,10,2,17,6,23,15,7,20,19,9,11,0,9
tp,5062.5,3187.5,2319eb4b4,1.0,18,26.3253,25.631999999999998,12,4,3,18,21,14,2,8,1,13,22,23,0,6,10,15,16,5,9,7,17,20,11,19,3,12
tp,5625.0,3843.75,25de8315e,1.0,1,53.4347,52.5387,1,16,3,14,13,12,18,7,8,21,4,2,15,5,10,19,6,17,0,20,22,11,23,9,0,18
tp,10406.2,4781.25,2a69408f6,1.0,5,43.728,41.376000000000005,5,10,23,3,11,9,14,6,22,20,4,16,7,13,0,19,1,2,17,12,15,18,21,8,0,14
tp,4125.0,3281.25,2c6ba715f,1.0,21,44.7893,43.696000000000005,1,3,21,14,4,16,8,12,18,13,15,6,7,17,2,0,20,5,10,23,9,22,11,19,2,15
tp,5684.77,1808.79,2d50db2b1,1.0,11,2.0085,0.8707,11,10,23,6,5,7,22,3,17,20,14,9,13,16,4,19,1,18,12,0,2,15,21,8,0,19
