patch,recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
0,003bec244,0.22478540241718292,0.9382549524307251,0.453481525182724,0.8863881230354309,0.023673413321375847,0.2702500820159912,0.22998568415641785,0.9615958333015442,0.00985684897750616,0.14747744798660278,0.043183669447898865,0.4197014570236206,0.0660950317978859,0.13254116475582123,0.8779038786888123,0.32514098286628723,0.10165497660636902,0.006542381830513477,0.27290892601013184,0.02591068483889103,0.055869828909635544,0.24152356386184692,0.025973735377192497,0.03594904765486717
1,003bec244,0.09394039213657379,0.7053150534629822,0.47754907608032227,0.8639663457870483,0.04357803612947464,0.02617897279560566,0.6750468015670776,0.8923029899597168,0.025882543995976448,0.1916690617799759,0.10403870791196823,0.46123600006103516,0.09942413121461868,0.054963577538728714,0.8170909881591797,0.17074085772037506,0.19104760885238647,0.02360067330300808,0.23407362401485443,0.021187670528888702,0.16078650951385498,0.2607305943965912,0.01171038020402193,0.03293102979660034
2,003bec244,0.07248569279909134,0.49825629591941833,0.12188425660133362,0.9252428412437439,0.017588216811418533,0.007010215427726507,0.14319811761379242,0.9859866499900818,0.00978759117424488,0.04811123386025429,0.037780843675136566,0.36650773882865906,0.024240650236606598,0.057072963565588,0.9156088829040527,0.1122480183839798,0.03082975558936596,0.005296334624290466,0.24923351407051086,0.0075960964895784855,0.09629914909601212,0.12937374413013458,0.007183391600847244,0.009199950844049454
3,003bec244,0.04606381431221962,0.5612059831619263,0.3837853670120239,0.8330686688423157,0.05612942948937416,0.010810134932398796,0.09383195638656616,0.9535519480705261,0.023195607587695122,0.03554210811853409,0.03691546618938446,0.9321011304855347,0.12661203742027283,0.05212980508804321,0.5769840478897095,0.22766278684139252,0.015548333525657654,0.003901562187820673,0.28785911202430725,0.02222519926726818,0.02760474383831024,0.13997359573841095,0.009427637793123722,0.014190438203513622
4,003bec244,0.07003184407949448,0.5827887058258057,0.22204338014125824,0.8877015113830566,0.025063075125217438,0.0214751698076725,0.1392461359500885,0.9469788074493408,0.01749265007674694,0.04838048666715622,0.09342459589242935,0.3947339355945587,0.043513234704732895,0.08362552523612976,0.924342930316925,0.10111696273088455,0.060072943568229675,0.007168345153331757,0.22170308232307434,0.023083683103322983,0.09491453319787979,0.1622474193572998,0.012268380261957645,0.024260448291897774
5,003bec244,0.07165848463773727,0.7091128826141357,0.2551228106021881,0.9181213974952698,0.03162043169140816,0.015399784781038761,0.12825210392475128,0.9576371312141418,0.019770054146647453,0.10683684051036835,0.06034664064645767,0.4058443605899811,0.09299741685390472,0.06301164627075195,0.839514434337616,0.07067158073186874,0.036815810948610306,0.011714552529156208,0.3285664916038513,0.01515964139252901,0.10414621978998184,0.26439258456230164,0.006081377621740103,0.01340382918715477
6,003bec244,0.02465290017426014,0.795993983745575,0.1623178869485855,0.9498928189277649,0.025792397558689117,0.005337799899280071,0.039755940437316895,0.9803161025047302,0.007192268967628479,0.03750551491975784,0.025511661544442177,0.35781654715538025,0.04101770743727684,0.069459930062294,0.8668581247329712,0.08159919083118439,0.05516859516501427,0.0031557816546410322,0.2643466591835022,0.004586963448673487,0.017278414219617844,0.227848619222641,0.004637168720364571,0.010732044465839863
7,003bec244,0.05551247298717499,0.7613040208816528,0.3397976756095886,0.8728938698768616,0.05032221972942352,0.02858581952750683,0.31163138151168823,0.8428381681442261,0.03224987909197807,0.09412473440170288,0.14594495296478271,0.36815565824508667,0.11702640354633331,0.0803532749414444,0.8561756610870361,0.09211764484643936,0.12927769124507904,0.011203569360077381,0.2860562205314636,0.02130674384534359,0.1066146120429039,0.28674545884132385,0.012742002494633198,0.040306951850652695
0,00d442df7,0.9993300437927246,0.5063657760620117,0.148184135556221,0.9502784013748169,0.01759975589811802,0.002263049129396677,0.12399584800004959,0.3585214614868164,0.755856990814209,0.026859091594815254,0.05219697207212448,0.10441461205482483,0.3209419846534729,0.02523217909038067,0.29280391335487366,0.10878115147352219,0.01503228209912777,0.0008286198135465384,0.9929469227790833,0.004532739520072937,0.002281330991536379,0.10242267698049545,0.01177056971937418,0.0499698631465435
1,00d442df7,0.999404788017273,0.13517825305461884,0.08863715827465057,0.9474728107452393,0.005964593030512333,0.0024548103101551533,0.06672067940235138,0.22542887926101685,0.9966009259223938,0.026300890371203423,0.09732014685869217,0.14358825981616974,0.46208256483078003,0.030130157247185707,0.49886032938957214,0.10152074694633484,0.0229441337287426,0.0007796279387548566,0.9930378794670105,0.0023225846234709024,0.0033494301605969667,0.23917484283447266,0.0659705176949501,0.0605529323220253
