recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,21,12,8,4,1,23,16,18,13,9,20,14,0,7,17,22,6,11,5,3,19,2,10,15,2,12
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,18,4,13,1,21,11,15,8,3,0,10,12,5,16,17,9,2,20,23,19,6,22,14,7,0,9
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,15,11,23,7,20,17,22,5,9,3,18,10,2,19,16,8,6,13,4,0,21,14,1,12,1,19
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,3,18,15,11,4,12,10,2,17,20,9,5,1,23,0,8,13,21,6,19,7,14,22,0,15
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,10,7,2,22,17,23,9,18,19,20,15,14,13,5,4,16,3,0,21,1,8,12,0,19
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,18,8,21,9,3,7,5,19,1,0,11,2,22,4,16,20,15,6,13,23,17,12,10,9,10
133001416,3,1,14.88,1031.25,15.6213,2812.5,tp,3,23,11,17,10,5,20,1,2,9,15,22,18,6,19,16,0,8,7,14,13,4,12,21,0,16
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,10,23,11,5,15,3,2,4,22,6,13,17,18,12,16,9,19,0,21,1,20,7,8,14,0,17
141675c80,1,1,54.6933,3843.75,55.5893,5625.0,tp,1,3,16,13,14,9,21,5,0,18,23,8,4,2,10,15,6,11,17,22,12,7,19,20,0,8
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,0,2,9,17,3,11,22,10,18,23,1,12,20,21,15,19,5,16,4,8,6,14,7,13,10,0
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5,tp,18,4,3,21,0,13,2,11,5,15,12,8,10,23,1,9,16,14,17,20,22,6,19,7,0,4
160add406,23,4,18.6805,6459.96,26.6043,11627.9,tp,23,3,10,11,17,2,15,6,9,5,12,18,4,16,22,0,14,19,20,21,7,1,8,13,0,15
160b70831,2,1,1.9413,468.75,3.7173,3000.0,tp,2,12,3,11,23,22,9,6,20,10,13,16,18,15,4,1,5,0,17,8,19,21,7,14,0,17
