recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-1.7211658954620361,-1.8524129390716553,-2.7142388820648193,2.7961907386779785,-3.0805282592773438,-2.303475856781006,-3.4192824363708496,-3.9119949340820312,-3.2584941387176514,-0.6936912536621094,-2.819362163543701,-3.144348621368408,1.7439610958099365,-3.8483290672302246,-0.7036043405532837,-0.44033002853393555,-2.8706045150756836,-2.1408753395080566,-2.305971145629883,-3.1846845149993896,-2.5447897911071777,-2.59946870803833,-2.254185199737549,-1.323941946029663
003bc2cb2,-2.8383021354675293,-0.8580703139305115,-5.824743747711182,0.7952359318733215,-3.1578946113586426,-5.805937767028809,-4.60969877243042,-3.233377456665039,-4.591305255889893,-3.175441265106201,-3.3163986206054688,-2.9332447052001953,-3.237393379211426,-5.405607223510742,-2.0239834785461426,-3.2271013259887695,15.637264251708984,-3.811534881591797,-5.248884201049805,-4.035979270935059,-3.48057222366333,-5.337247371673584,-3.2071986198425293,-3.6422266960144043
0061c037e,-1.8661181926727295,-2.050663709640503,-1.767549753189087,-0.9763681888580322,-1.892822027206421,-1.2423357963562012,-1.8393893241882324,0.9798171520233154,-2.681658983230591,-2.1307854652404785,-0.5803654193878174,-0.6733535528182983,-1.8325762748718262,-3.2361645698547363,-2.6731929779052734,-1.9173600673675537,-1.9808433055877686,-1.3388365507125854,-2.6990795135498047,-1.361680269241333,-0.10207933932542801,-1.3787970542907715,-1.345010757446289,0.168121799826622
010eb14d3,3.3922841548919678,-4.142945766448975,-4.002445220947266,-2.809103488922119,-1.9023349285125732,-3.4867682456970215,-3.158090114593506,-4.236216068267822,-0.2487989366054535,-4.219106197357178,-3.535755157470703,-3.0614824295043945,-2.422745704650879,-2.962934970855713,-3.8313541412353516,-4.161655426025391,-3.796265125274658,-3.615124464035034,-1.5921361446380615,-4.229373455047607,-3.5265793800354004,-3.2001142501831055,-3.998612403869629,-3.4619030952453613
011318064,-3.612400531768799,-2.7187435626983643,-3.2200570106506348,-1.1697951555252075,-3.537001609802246,-2.3004283905029297,-3.0194969177246094,-3.58383846282959,-3.100074291229248,-0.42041394114494324,-2.408639907836914,-2.8948025703430176,-1.2798913717269897,-2.814199447631836,2.5729103088378906,2.1779839992523193,-3.0194993019104004,-3.090949296951294,-1.6803247928619385,-3.948945999145508,-2.965038776397705,-1.75575852394104,-2.0467591285705566,-1.7344143390655518
01307e693,-2.8350751399993896,-2.6619937419891357,-2.652992010116577,-1.3695948123931885,-2.1699094772338867,-3.1144189834594727,-2.4494130611419678,2.601083517074585,-3.784168243408203,-3.4036855697631836,-2.97224760055542,-0.9494919776916504,-1.4835538864135742,-4.386117458343506,-1.8288264274597168,0.2243991494178772,-1.9664616584777832,-2.3343591690063477,-2.8061304092407227,-2.74358868598938,-1.9550197124481201,-2.6359810829162598,-2.5193209648132324,-1.5836083889007568
013bd8b85,-2.191965103149414,-3.7193522453308105,-2.697166919708252,0.12488570809364319,-3.6555123329162598,-0.8413223028182983,-3.1181018352508545,-1.8933911323547363,-2.6319007873535156,-2.796308994293213,-2.3287200927734375,-2.0908401012420654,2.9744858741760254,-4.258917331695557,-0.737856388092041,-3.347334861755371,-3.6024770736694336,-3.446349620819092,-2.57887601852417,-2.533487319946289,-2.8986892700195312,-3.172982692718506,-1.4625365734100342,1.249389886856079
01812f522,-2.549447536468506,-0.3379957377910614,-1.9083197116851807,-0.7513731122016907,-3.0520691871643066,-3.6548233032226562,-3.8635334968566895,-1.6898565292358398,-2.1428139209747314,-2.5390615463256836,-3.5438733100891113,-1.777700424194336,-0.5874990820884705,-3.700601100921631,-2.2147960662841797,-2.2303671836853027,-1.3691400289535522,-0.3387625217437744,-2.8278093338012695,-3.4879865646362305,0.7653082609176636,-2.48154354095459,-3.588452100753784,-3.0973730087280273
019db5220,-3.5398261547088623,-5.693275451660156,-5.89405632019043,-2.3242104053497314,-3.493889331817627,7.44681453704834,-5.20443058013916,-2.623652458190918,-4.378856182098389,-5.017621994018555,-4.35520076751709,-5.001151084899902,-3.1904168128967285,-5.659677028656006,-4.966803550720215,-4.636958122253418,-5.346988201141357,-4.853697776794434,-6.120055198669434,-4.229187965393066,-3.8256847858428955,-4.231138706207275,0.768778920173645,4.7143354415893555
01bd97dd6,-3.0869760513305664,-4.431146621704102,-3.1892952919006348,0.18295340240001678,-2.9076290130615234,-2.0054068565368652,-3.5582053661346436,-1.1573514938354492,-3.6076459884643555,-3.260054111480713,-2.932450771331787,-1.9731435775756836,1.6602709293365479,-4.76194953918457,-1.7643300294876099,-1.969394326210022,-2.431363344192505,-3.4091248512268066,-2.5457956790924072,-2.245016098022461,-1.8945399522781372,-1.9305882453918457,-2.0542032718658447,-0.23830434679985046
