recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-3.0126426219940186,-5.021807670593262,-3.94159197807312,6.251404285430908,-6.830564498901367,-3.2905850410461426,-6.2436203956604,-4.25479793548584,-5.428854942321777,-6.272164344787598,-5.282190799713135,-10.176264762878418,4.081802845001221,-7.3259992599487305,-4.576865196228027,-1.668935775756836,-6.175351142883301,-8.556994438171387,0.9177404642105103,-8.468901634216309,-6.277597904205322,-9.398595809936523,-7.217178821563721,-4.0301032066345215
003bc2cb2,-5.592355728149414,-3.4578607082366943,-4.9518585205078125,-0.327350914478302,-8.69637680053711,-3.9272921085357666,-7.614724636077881,-4.466575622558594,-7.5918288230896,-4.53815221786499,-4.055078983306885,-6.6928629875183105,-5.70888614654541,-4.341704368591309,-7.681922912597656,-4.518331050872803,8.405028343200684,-6.648866653442383,-9.213037490844727,-4.485673904418945,-3.314601421356201,-7.329927444458008,-3.7643420696258545,-6.348624229431152
0061c037e,-4.819087982177734,-0.039232462644577026,-4.42061710357666,-4.064901351928711,-6.149659633636475,-3.7674567699432373,-3.8741202354431152,-3.7716736793518066,-8.674314498901367,-2.5666208267211914,-3.4666051864624023,-3.091705560684204,-7.077383995056152,-6.542199611663818,-4.236502170562744,-3.8744912147521973,-1.61856210231781,-0.8220983743667603,-6.088014602661133,-3.489997386932373,-3.266406774520874,-7.713352680206299,-4.765844345092773,-4.039102554321289
010eb14d3,5.612495422363281,-4.334759712219238,-7.876276969909668,1.1691539287567139,-1.232131004333496,-4.148631572723389,-5.200813293457031,-4.899601936340332,7.489840507507324,-2.478005886077881,-5.005634784698486,-7.220428466796875,0.36007851362228394,-7.012108325958252,-5.836464881896973,-6.505573272705078,-4.036690711975098,-7.787301540374756,1.1608954668045044,-8.669488906860352,-4.287117004394531,-1.3637675046920776,-4.3930816650390625,-0.3170616626739502
011318064,-5.951272010803223,0.9641518592834473,-5.181782245635986,4.938442707061768,-5.532280921936035,-4.154770374298096,-8.04281997680664,-3.378732919692993,-4.885876178741455,-7.814101219177246,-6.375048637390137,-12.226177215576172,-5.992161273956299,-7.691714286804199,8.30262565612793,-1.510389804840088,-6.8964524269104,-9.415090560913086,0.5582784414291382,-11.075204849243164,-7.4798102378845215,-3.8372695446014404,-7.399791240692139,-6.400821685791016
01307e693,-9.322628021240234,-6.913381099700928,-7.823558330535889,3.852062702178955,-9.006438255310059,-4.685880184173584,-2.919196128845215,6.45060920715332,-5.280282974243164,-5.142831802368164,-3.5538382530212402,-3.4837963581085205,-5.272822856903076,-7.514682769775391,-4.143326759338379,5.525206089019775,-3.2211546897888184,-2.0134475231170654,-6.5271453857421875,-6.737846374511719,-4.140146732330322,-7.603353977203369,-1.3948497772216797,-4.989987373352051
013bd8b85,-7.294797897338867,-6.782418251037598,-3.972506046295166,4.614784240722656,-4.926399230957031,-3.7193424701690674,-6.209935188293457,-5.48602294921875,-6.154198169708252,-6.650360107421875,-5.309671401977539,-9.622432708740234,6.236254692077637,-3.8202438354492188,-4.0474042892456055,-3.811387300491333,-6.169884204864502,-9.070514678955078,0.7139905691146851,-8.416815757751465,-9.021377563476562,-8.254165649414062,-7.271149635314941,-3.9727907180786133
01812f522,-5.406088829040527,-3.0067789554595947,-5.626879692077637,2.709934949874878,-5.739877700805664,-3.956753730773926,-4.589286804199219,-3.029590368270874,-7.269156455993652,-0.24346375465393066,-2.3011505603790283,-4.346768856048584,-4.3898468017578125,-4.048048496246338,-4.389274597167969,-3.9822444915771484,-0.1794208288192749,2.8666579723358154,-5.6677117347717285,-6.571227073669434,-0.36606723070144653,-5.957033157348633,-5.465914726257324,-4.600298881530762
019db5220,-3.7199387550354004,-3.820868730545044,-3.707604169845581,4.286792278289795,0.2044992595911026,2.3439722061157227,-3.708629846572876,-3.0311384201049805,0.8852174878120422,-2.5384132862091064,-2.0602872371673584,-5.018547058105469,-0.460396945476532,-1.7933018207550049,-3.222320079803467,-2.7035160064697266,-3.0455880165100098,-2.006352424621582,1.7998929023742676,-3.9350547790527344,-4.714096546173096,-3.201106548309326,2.1713173389434814,3.899949789047241
01bd97dd6,-4.110935688018799,-4.1953229904174805,-4.284757137298584,5.746992111206055,-4.0008320808410645,-3.5296850204467773,-5.490262985229492,-4.321228981018066,-5.04644250869751,-4.666179180145264,-4.986186981201172,-8.3773193359375,2.4884555339813232,-4.599094390869141,-2.3502471446990967,-4.576363563537598,-3.6552376747131348,-6.037594795227051,1.9423521757125854,-7.901689529418945,-6.124065399169922,-5.850866317749023,-7.157454967498779,-1.9968687295913696
