data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,2531.25,003bec244,1.0,14,45.1307,44.544,14,7,22,23,3,11,1,20,15,0,16,9,5,6,12,13,2,10,8,18,17,19,4,21,0,9
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,11,7,6,5,3,10,9,13,20,14,15,17,22,18,1,2,19,12,16,0,8,4,21,0,20
tp,3281.25,562.5,007f87ba2,1.0,12,42.272,39.135999999999996,4,3,12,18,8,13,21,2,1,16,0,17,22,9,23,5,6,7,11,19,15,10,14,20,2,10
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,8,0,18,12,4,21,3,9,2,6,5,10,16,22,7,13,15,19,23,1,11,17,14,20,1,1
tp,4406.25,562.5,01b41f92b,1.0,6,46.38399999999999,44.24,6,15,23,9,22,1,7,5,17,13,11,20,16,3,21,4,14,10,2,8,19,12,0,18,0,22
tp,10852.7,947.461,0201197ec,1.0,10,45.8014,43.3575,10,7,11,23,3,20,14,16,5,12,18,6,13,4,2,9,1,22,17,15,19,0,8,21,0,21
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,6,9,11,3,10,23,14,7,20,15,16,5,1,13,12,2,19,21,22,18,8,4,0,0,23
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,23,1,15,6,3,12,5,20,11,13,9,10,17,0,7,22,16,8,19,4,2,18,14,21,4,13
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,12,3,17,6,14,1,5,9,16,2,20,18,11,13,4,7,22,21,10,15,0,8,0,22
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,3,23,11,20,9,16,17,5,14,22,15,12,10,6,8,0,1,19,13,2,21,18,4,0,16
tp,5718.75,843.75,0ab6aa734,1.0,9,53.04,49.4773,1,9,3,0,14,21,13,18,11,17,23,16,7,8,6,5,4,15,2,12,20,10,22,19,1,3
tp,3281.25,562.5,0b2fa3f80,1.0,12,6.1493,3.0133,8,15,3,12,18,4,0,21,13,2,1,16,22,9,19,7,14,17,5,23,6,11,20,10,3,6
tp,4125.0,3281.25,0c2124550,1.0,21,19.3227,18.2293,8,4,21,1,16,13,2,6,10,5,18,22,11,0,12,7,23,20,17,15,3,9,19,14,2,13
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,23,6,11,10,5,14,7,9,17,16,22,20,15,3,8,1,19,2,0,21,12,13,4,18,8,18
tp,1125.0,93.75,0e29d05ed,1.0,15,35.28,31.936,15,3,16,17,7,11,9,20,23,22,14,12,6,21,19,1,8,5,13,0,18,2,10,4,0,19
tp,3000.0,468.75,0e2e4ac19,1.0,2,46.336000000000006,44.56,2,23,4,18,19,22,21,15,12,13,6,5,8,20,0,9,17,16,10,11,3,7,14,1,0,14
tp,5062.5,3187.5,0e799da44,1.0,18,25.296,24.6027,18,21,4,8,3,14,1,7,0,2,5,13,12,9,19,6,17,15,10,22,11,16,23,20,0,8
tp,5684.77,1808.79,0f99800b7,1.0,11,28.5547,27.416999999999998,7,15,3,14,11,20,23,9,17,13,12,5,16,0,6,10,1,22,18,19,8,2,21,4,4,13
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,1,12,0,18,9,3,8,4,14,13,21,6,23,2,22,15,17,10,16,5,11,19,7,20,3,2
tp,1125.0,93.75,11c2c02e5,1.0,15,21.0027,17.6587,15,7,22,11,23,16,3,5,20,14,9,19,17,10,6,13,8,21,1,12,2,4,18,0,0,23
tp,4406.25,562.5,19dfeda02,1.0,6,18.2133,16.0693,2,6,7,16,23,11,5,3,19,22,15,12,18,1,4,8,9,13,10,21,20,0,17,14,1,21
tp,11437.5,4687.5,1a5fb3223,1.0,7,59.9307,56.7893,15,7,14,23,3,11,13,22,20,16,6,1,21,19,12,4,9,5,17,18,2,8,10,0,1,23
tp,3281.25,562.5,1aa00dc63,1.0,12,22.9227,19.7867,23,12,3,9,0,13,7,18,14,4,1,5,17,6,21,15,11,16,20,2,8,22,19,10,1,4
tp,5062.5,3187.5,1fb41e1c4,1.0,18,14.5653,13.872,12,18,0,2,3,4,8,21,13,6,17,9,16,1,23,19,11,5,22,14,15,10,7,20,1,2
tp,4218.75,2343.75,20801bb7d,1.0,4,3.7653,1.9093,4,18,0,12,8,13,21,10,2,3,5,23,22,7,6,15,14,1,11,20,16,19,9,17,0,2
tp,5684.77,1808.79,2105bda77,1.0,11,50.218999999999994,49.0812,11,7,20,6,22,23,17,9,14,16,15,10,3,1,5,13,12,0,21,8,2,4,19,18,0,17
tp,10406.2,4781.25,22bfc5978,1.0,5,48.9707,46.6187,5,23,3,6,20,9,11,14,10,4,7,12,1,2,22,13,15,17,0,16,19,8,18,21,0,18
tp,11283.4,7235.16,23363116f,1.0,23,14.4834,8.3998,22,23,15,1,3,20,5,9,6,7,11,14,13,0,17,21,18,8,2,12,10,4,16,19,1,13
tp,11283.4,7235.16,2393b59e0,1.0,23,37.5525,31.4688,15,3,23,13,20,9,7,11,6,5,14,2,12,22,1,19,17,16,0,10,21,18,8,4,2,18
tp,5718.75,843.75,247aeccaf,1.0,9,23.2853,19.7227,9,6,3,23,20,5,17,10,14,12,11,0,7,22,1,19,2,15,13,8,16,18,21,4,0,11
tp,4218.75,2343.75,251569711,1.0,4,20.0693,18.2133,4,18,3,8,1,21,13,9,0,16,14,2,7,12,23,10,5,22,17,6,15,11,19,20,0,8
tp,5531.25,3750.0,25218b040,1.0,8,10.4053,6.2827,21,8,4,13,23,17,14,18,6,11,10,12,19,7,2,9,0,15,5,1,22,20,16,3,1,16
tp,5531.25,3750.0,2717a930e,1.0,8,18.2987,14.175999999999998,21,8,4,3,18,12,1,13,6,0,14,16,10,9,2,23,5,22,11,17,19,7,15,20,1,9
tp,1125.0,93.75,275a0fc0c,1.0,15,38.8107,35.4667,15,7,16,17,3,11,23,19,14,20,5,9,6,22,13,8,10,21,1,12,2,4,18,0,0,23
tp,7406.25,1312.5,27c146a88,4.0,17,29.3067,26.7733,17,15,3,7,16,11,9,19,23,20,5,22,14,12,13,6,1,8,10,2,0,18,21,4,0,20
tp,13687.5,10687.5,28d37d1de,1.0,22,37.44,35.8347,22,14,3,11,18,5,8,23,7,0,20,6,12,15,1,2,13,17,16,9,4,19,21,10,0,9
tp,5684.77,1808.79,28fd95f7f,1.0,11,26.018,24.8802,11,3,7,14,12,17,23,20,18,4,15,13,9,16,21,2,0,1,22,6,5,10,8,19,0,16
tp,8250.0,5906.25,2a3c1f921,1.0,0,47.6533,46.8587,0,18,12,4,8,2,3,22,6,10,9,23,1,5,11,7,21,19,13,17,20,16,15,14,0,0
