data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,10852.7,947.461,009b760e6,1.0,10,52.5293,50.0854,10,6,23,11,9,1,5,22,13,4,3,8,12,18,0,14,19,7,21,20,2,17,15,16,0,14
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,1,3,18,12,9,23,15,4,16,13,5,7,11,2,8,10,21,17,22,14,6,19,20,0,0
tp,3281.25,562.5,02b9a8ab9,1.0,12,37.0453,33.9093,12,3,18,4,21,13,0,1,8,6,11,9,22,7,15,2,14,23,5,16,19,17,10,20,0,6
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,19,3,12,17,1,7,10,6,13,21,4,9,5,2,22,11,0,8,23,15,20,18,14,0,17
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,3,7,12,15,2,10,9,11,4,22,5,20,14,23,17,16,21,6,13,19,1,8,0,0
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,19,7,17,1,11,3,15,12,16,13,10,23,5,22,4,20,21,6,9,2,8,14,0,18,0,22
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,7,11,15,17,23,6,3,14,10,16,19,1,9,12,20,5,18,21,22,13,2,4,0,8,0,22
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,14,21,8,3,1,16,13,18,10,11,7,2,4,0,5,6,9,15,20,12,23,17,22,19,0,13
tp,10852.7,947.461,055d22517,1.0,10,50.0274,47.5835,10,3,11,5,23,6,16,9,22,7,1,20,17,12,0,14,15,21,4,18,19,13,2,8,0,14
tp,3000.0,468.75,05b9c974c,1.0,2,33.76,31.984,2,9,6,23,7,10,17,3,11,22,15,1,20,5,19,14,12,0,4,13,16,21,8,18,0,17
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,4,18,21,12,13,3,14,0,8,2,9,6,7,1,15,22,16,5,17,11,23,10,19,20,0,7
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,6,22,7,10,11,5,23,20,15,16,9,0,1,17,12,19,8,2,4,3,13,21,14,18,19,11
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,6,11,7,15,10,22,17,20,3,2,9,5,23,1,16,12,13,19,21,14,4,18,0,8,0,22
tp,3000.0,468.75,0e034f968,1.0,2,3.6693,1.8933,2,3,1,4,17,8,21,11,13,22,7,12,9,14,5,20,15,16,6,10,18,19,23,0,0,23
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,15,7,17,10,11,3,9,6,5,23,13,19,20,12,14,4,22,1,18,16,21,0,2,8,0,21
tp,5062.5,3187.5,11a52d37a,1.0,18,46.7627,46.0693,4,18,12,3,13,21,0,1,9,22,23,15,14,2,7,8,6,5,19,17,10,11,16,20,1,6
tp,5625.0,3843.75,13511f7bd,1.0,1,9.152000000000001,8.256,15,23,3,13,14,1,0,18,9,12,21,5,7,16,10,4,11,6,20,2,17,22,19,8,5,6
tp,5625.0,3843.75,13f64f898,1.0,1,36.3573,35.4613,1,14,21,3,13,4,12,5,7,6,15,19,0,2,11,9,16,8,18,22,17,23,10,20,0,12
tp,5531.25,3750.0,14d467153,1.0,8,4.496,0.3733,8,18,0,12,3,21,5,7,4,14,2,15,9,23,17,10,11,16,13,1,19,6,22,20,0,2
tp,843.75,93.75,1520a52ef,1.0,13,7.12,6.496,13,4,18,3,21,1,12,8,0,15,14,10,2,11,22,7,5,19,9,17,6,20,16,23,0,8
tp,2812.5,281.25,1545e29b3,1.0,19,1.6907,0.1387,19,11,20,16,3,18,9,5,1,10,23,17,7,13,14,15,12,6,21,4,22,0,2,8,0,21
tp,2812.5,1031.25,163e86660,1.0,3,58.8053,58.06399999999999,17,3,11,5,12,23,7,9,6,15,16,0,18,10,1,21,14,19,4,13,20,22,2,8,1,11
tp,4406.25,2812.5,16ccddf71,1.0,14,52.8,51.8773,14,1,7,4,21,8,3,0,13,2,5,12,19,10,11,17,9,22,23,20,15,6,18,16,0,7
tp,4406.25,2812.5,16ffcf223,1.0,14,17.92,16.9973,14,21,1,18,8,10,4,11,3,17,0,5,2,13,7,23,9,6,15,12,20,19,16,22,0,10
tp,4593.75,3093.75,178b835e3,4.0,16,23.0613,21.2267,20,16,7,11,17,15,3,10,14,6,1,9,5,19,23,13,0,21,4,2,22,12,18,8,1,16
tp,13687.5,10687.5,1856bb5c2,1.0,22,38.0587,36.4533,23,22,11,7,10,3,8,4,0,12,6,17,15,9,16,20,5,2,1,19,21,18,13,14,1,8
tp,10406.2,4781.25,18df43462,1.0,5,49.1893,46.8373,5,14,11,18,21,1,17,3,20,6,9,15,23,10,0,7,4,13,2,12,22,8,19,16,0,14
tp,3281.25,562.5,19442bf58,1.0,12,4.6293,1.4933,12,3,18,4,7,9,5,16,11,17,15,0,13,21,8,14,2,6,20,23,10,1,19,22,0,11
tp,5625.0,3843.75,1ba9ee79a,1.0,1,6.8427,5.9467,1,14,10,21,3,13,7,4,12,16,9,0,5,8,2,11,6,17,15,22,19,18,20,23,0,11
tp,3281.25,562.5,1ca8c8af6,1.0,12,3.8187,0.6827,0,12,18,3,9,8,23,4,2,1,7,5,15,14,21,17,13,19,6,22,16,10,20,11,1,0
tp,4406.25,562.5,1d6371ff5,1.0,6,42.6933,40.5493,6,0,3,11,8,5,14,9,15,10,1,7,22,16,4,12,2,20,23,21,18,13,19,17,0,1
tp,3281.25,562.5,1e05620be,1.0,12,41.5947,38.4587,12,3,8,5,18,9,0,4,2,21,7,6,23,17,19,16,11,15,13,14,1,22,10,20,0,6
tp,1125.0,93.75,1e469c124,1.0,15,31.4933,28.1493,2,15,3,20,14,17,10,7,1,11,12,5,19,9,0,13,6,22,16,4,21,23,18,8,1,14
tp,4593.75,3093.75,1fbc39373,4.0,16,36.2293,34.3947,16,3,12,1,17,7,21,11,10,2,13,6,0,22,15,19,9,4,18,20,23,5,14,8,0,12
tp,2812.5,1031.25,2322ec1d3,1.0,3,59.9947,59.2533,5,3,18,8,12,0,9,7,23,2,4,21,13,15,14,6,1,19,17,11,10,16,20,22,1,5
tp,5718.75,2343.75,23adb9473,1.0,20,54.943999999999996,51.504,7,20,15,11,3,10,17,16,19,12,23,5,22,0,9,14,2,6,1,18,4,21,13,8,1,13
tp,11437.5,4687.5,2bb539997,1.0,7,29.232,26.0907,7,3,9,23,15,17,20,5,0,11,22,12,6,10,2,19,1,4,14,16,18,21,13,8,0,8
tp,10406.2,4781.25,2c2127b9e,1.0,5,12.16,9.808,5,20,11,23,10,0,6,3,9,7,8,22,16,15,1,17,12,14,19,13,4,2,21,18,0,5
tp,3937.5,1312.5,2c97a8020,1.0,17,51.408,44.9547,17,7,20,11,9,3,15,10,23,19,16,12,5,1,4,2,6,14,18,0,22,21,13,8,0,19
tp,3281.25,562.5,2cd094d21,1.0,12,54.3467,51.2107,12,8,18,4,5,3,17,2,7,9,21,16,11,13,0,23,6,15,19,22,10,14,1,20,0,14
tp,1125.0,93.75,2d09eb065,1.0,15,10.352,7.007999999999999,19,17,11,3,7,15,9,1,10,13,12,16,23,2,14,6,4,22,8,21,20,18,5,0,5,23
tp,7500.0,5906.25,2e40b2294,1.0,0,58.0213,56.7307,0,3,5,12,18,23,11,7,10,17,9,14,15,16,1,6,20,21,4,13,22,19,2,8,0,0
tp,4218.75,2343.75,2ed5af143,1.0,4,59.648,57.792,4,21,18,3,1,13,0,14,12,15,11,8,9,6,7,22,16,2,17,10,5,23,19,20,0,6
tp,4593.75,3093.75,2f40810b2,4.0,16,47.792,45.9573,16,3,14,21,1,13,12,6,9,0,7,2,11,5,4,10,15,18,8,19,20,22,17,23,0,9
tp,6468.75,3750.0,305ff00d1,1.0,14,50.128,49.856,14,21,1,3,18,13,4,0,6,11,7,5,15,12,9,23,2,8,10,16,17,22,20,19,0,7
tp,843.75,93.75,30cd416ed,1.0,13,47.3013,46.6773,13,4,12,3,21,18,15,9,10,1,5,19,8,22,2,0,11,6,7,16,14,17,23,20,0,15
tp,3187.5,562.5,3296a3827,1.0,6,57.3493,55.328,6,11,7,9,17,3,2,10,20,15,16,5,23,19,12,0,1,8,4,22,14,21,18,13,0,15
tp,13687.5,10687.5,35a7c2277,1.0,22,17.936,16.3307,22,7,15,23,11,10,3,12,5,6,17,19,20,9,1,0,14,4,2,16,21,18,13,8,0,15
tp,2812.5,1031.25,368be0579,1.0,3,55.9733,55.232,14,1,7,9,3,0,16,10,17,12,5,21,15,20,13,2,23,6,11,22,19,18,4,8,4,5
tp,11283.4,7235.16,37b6d1db9,1.0,23,49.4817,43.3981,23,9,10,0,11,4,5,22,8,20,14,17,6,1,18,16,12,2,21,7,19,3,15,13,0,3
tp,10852.7,947.461,39c15e092,1.0,10,49.5746,47.1307,10,17,7,16,1,11,12,3,9,15,13,4,19,8,22,23,18,6,2,20,14,5,21,0,0,23
tp,5531.25,3750.0,3c443fa6e,1.0,8,58.4373,54.3147,8,21,4,13,3,12,14,18,1,16,0,11,5,6,9,2,10,7,15,19,22,17,23,20,0,10
tp,13687.5,10687.5,3d28b6a6b,1.0,22,49.0667,47.4613,22,12,4,18,8,3,21,13,5,7,23,15,14,9,2,0,10,6,17,19,16,1,11,20,0,15
tp,3281.25,562.5,3f5f4aa9a,1.0,12,26.72,23.584,23,9,18,0,12,14,1,2,3,7,15,4,8,17,5,13,19,21,10,6,20,22,16,11,4,3
tp,10852.7,947.461,3f88e7718,1.0,10,10.7392,8.2953,22,10,20,23,5,8,11,0,19,13,12,3,4,16,6,15,1,2,7,9,18,17,21,14,1,7
tp,2812.5,281.25,400b7210c,1.0,19,48.176,46.623999999999995,19,17,7,3,11,20,15,9,16,4,23,5,14,10,13,8,0,2,21,18,12,6,1,22,0,16
tp,3937.5,1312.5,400b7210c,1.0,17,42.3573,35.904,19,17,7,3,11,20,15,9,16,4,23,5,14,10,13,8,0,2,21,18,12,6,1,22,1,16
tp,6093.75,1312.5,408314767,1.0,20,54.7467,49.3653,20,3,8,11,17,4,0,9,16,22,10,23,19,14,1,7,13,21,15,5,18,12,6,2,0,6
tp,11627.9,6459.96,408fcd1dc,4.0,23,55.9775,48.0537,14,23,3,7,1,2,9,12,21,8,4,15,0,10,5,16,11,13,18,20,19,17,6,22,1,12
tp,3000.0,468.75,41829d963,1.0,2,2.432,0.6559999999999999,2,18,3,12,14,17,10,4,9,21,11,7,15,0,5,6,23,22,13,8,19,20,16,1,0,13
tp,5684.77,1808.79,420aeb3ea,1.0,11,58.8684,57.7306,11,7,17,6,15,10,23,12,9,4,19,5,3,1,20,16,18,14,0,22,2,21,13,8,0,18
tp,10406.2,4781.25,426c11508,1.0,5,24.464000000000002,22.112,12,5,9,3,18,17,0,23,4,11,8,7,13,19,2,6,14,15,20,1,21,16,10,22,1,6
tp,843.75,93.75,4373930a5,1.0,13,46.208,45.583999999999996,1,13,8,4,14,3,9,10,2,5,15,18,23,7,11,20,21,0,16,19,22,12,6,17,1,17
tp,11437.5,4687.5,438c12dbc,1.0,7,22.688000000000002,19.5467,7,15,14,3,1,2,13,12,5,0,16,10,9,11,21,17,20,4,19,23,8,18,6,22,0,9
tp,11283.4,7235.16,4621de448,1.0,23,27.208000000000002,21.1244,23,3,12,11,17,9,7,19,10,2,6,1,22,15,21,16,4,5,14,0,18,13,20,8,0,19
tp,5684.77,1808.79,473cac467,1.0,11,10.1645,9.0268,11,7,17,3,9,15,20,10,12,23,6,19,2,1,18,5,16,21,14,4,13,0,22,8,0,21
tp,6093.75,1312.5,4b4c2901c,1.0,20,51.9307,46.5493,20,3,10,8,11,4,14,1,0,9,23,22,16,7,5,17,6,21,15,19,13,18,12,2,0,8
