data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,12,5,3,7,6,10,13,9,15,11,20,22,17,8,16,2,14,0,21,19,1,18,4,0,18
tp,5531.25,3750.0,00b404881,1.0,8,4.1973,0.0747,8,21,12,22,4,18,1,3,5,23,0,9,13,20,6,14,10,15,11,7,16,17,2,19,0,10
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,1,0,3,13,7,23,18,2,6,14,10,9,15,16,5,20,21,19,12,8,22,17,11,4,0,1
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,11,6,7,10,23,1,22,12,20,5,2,19,17,13,0,15,3,8,16,18,9,14,4,21,2,14
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,18,22,8,12,3,1,4,5,21,23,10,9,16,20,7,15,2,6,11,17,14,19,13,0,0
tp,5684.77,1808.79,0295e3234,1.0,11,6.2984,5.1606,15,11,23,7,2,3,10,17,6,5,20,22,9,19,14,13,0,12,16,8,1,18,21,4,1,16
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,12,22,3,8,23,5,9,21,1,7,15,14,16,4,6,20,2,10,13,17,11,19,0,0
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,19,2,7,3,6,17,11,23,15,5,0,16,20,1,22,12,14,9,21,10,8,18,13,4,0,10
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,1,15,13,5,6,3,23,14,10,9,11,0,7,20,8,22,21,19,18,2,12,17,16,4,5,11
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,22,6,7,23,16,4,10,5,11,17,3,15,20,21,18,0,9,2,19,1,12,8,14,13,10,15
tp,11437.5,4687.5,090ae427d,1.0,7,29.28,26.1387,3,0,18,7,22,5,15,11,2,12,17,1,6,8,20,14,16,23,9,10,19,13,21,4,3,1
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,5,18,3,11,23,19,7,8,0,2,13,22,6,17,16,9,15,20,10,1,21,4,14,0,9
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,11,6,10,23,3,20,5,12,9,14,7,22,2,19,13,15,0,8,1,17,18,16,21,4,19,16
tp,3937.5,1406.25,0c936a1d4,4.0,17,50.8533,48.2453,17,15,6,11,7,23,10,22,14,3,18,5,13,19,20,12,2,1,0,21,4,9,8,16,0,18
tp,843.75,93.75,0cb4632d6,1.0,13,47.7707,47.1467,4,13,18,21,8,12,1,3,5,14,0,22,15,6,9,10,23,20,17,2,16,7,11,19,1,10
tp,3000.0,468.75,0e034f968,1.0,2,3.6693,1.8933,2,3,1,18,4,15,22,0,20,23,5,13,12,7,9,6,19,17,11,16,10,14,8,21,0,7
tp,3000.0,468.75,0e2e4ac19,1.0,2,46.336000000000006,44.56,2,23,3,12,22,15,10,20,6,18,4,5,7,1,19,0,13,11,17,16,8,9,14,21,0,15
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,3,12,18,5,23,9,20,14,2,15,17,0,1,22,7,8,19,6,4,11,21,13,16,10,0,11
