data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,14,17,10,6,9,3,1,13,19,7,0,5,4,15,23,11,12,22,20,21,2,18,8,16,1,10
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,22,18,0,12,3,5,23,1,15,8,4,13,9,21,7,6,2,17,14,20,11,10,19,16,2,2
tp,5062.5,3187.5,011f25080,1.0,18,6.3787,5.6853,18,0,4,21,3,14,13,15,9,5,6,17,2,12,1,11,19,16,22,8,20,23,10,7,0,1
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,19,3,1,0,17,7,9,12,23,8,4,11,15,5,13,22,6,18,20,14,10,2,21,0,4
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,6,9,3,11,10,0,15,12,19,7,14,23,2,20,22,5,18,13,1,4,21,16,8,0,6
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,11,17,7,3,15,10,23,14,20,19,6,9,0,5,22,12,2,1,13,18,21,4,16,8,2,12
tp,11627.9,6459.96,053aeb7bd,4.0,23,8.8758,0.9520000000000001,5,23,12,3,18,7,0,4,9,6,13,22,15,10,17,11,1,14,21,2,20,19,8,16,1,6
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,11,10,23,12,5,6,13,0,9,3,1,18,22,15,7,17,21,2,14,19,4,20,16,8,0,7
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,16,6,8,23,2,13,17,10,0,15,19,11,14,3,5,9,20,1,22,7,18,4,21,0,9
tp,8250.0,5906.25,06a0c48c9,1.0,0,58.016000000000005,57.2213,0,18,12,22,3,5,23,1,15,2,9,7,17,6,4,13,14,8,11,20,21,10,19,16,0,0
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,3,23,11,0,20,17,10,6,5,22,9,15,14,12,1,13,2,16,18,21,19,4,8,0,4
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,6,11,10,22,7,20,0,23,1,15,17,13,5,3,9,21,12,2,4,19,8,18,14,16,0,6
tp,4125.0,3281.25,0c2124550,1.0,21,19.3227,18.2293,21,8,4,18,1,13,3,14,0,22,7,9,5,11,12,23,2,15,17,20,10,6,19,16,0,8
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,18,1,12,0,3,14,9,4,13,22,5,23,15,21,7,2,17,6,11,8,20,10,19,16,0,3
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,7,3,15,11,17,23,20,0,14,5,9,6,10,22,13,1,12,2,18,16,19,21,4,8,2,7
tp,11437.5,4687.5,147b41b13,1.0,7,38.5547,35.4133,7,3,23,14,20,0,17,11,9,5,12,1,15,6,10,13,2,22,4,18,21,16,19,8,0,5
tp,843.75,93.75,14dc5a39e,1.0,13,51.1307,50.5067,1,13,0,4,17,19,8,14,3,6,22,20,15,18,16,10,21,9,12,2,23,11,7,5,1,2
tp,11627.9,6459.96,160add406,4.0,23,10.9772,3.0534,23,3,12,7,5,6,9,17,14,10,11,15,20,0,4,13,18,1,22,21,19,2,16,8,0,13
tp,4593.75,3093.75,178b835e3,4.0,16,23.0613,21.2267,20,16,7,3,15,14,23,0,17,1,9,11,13,5,12,21,6,10,22,8,4,18,19,2,1,7
tp,3281.25,562.5,19442bf58,1.0,12,4.6293,1.4933,12,3,18,4,0,15,21,9,5,13,23,2,14,6,22,16,7,8,10,1,11,17,20,19,0,4
tp,11437.5,4687.5,1a5fb3223,1.0,7,59.9307,56.7893,15,7,3,14,23,1,5,11,22,4,0,20,12,17,18,6,13,2,10,16,19,9,21,8,1,10
tp,11627.9,6459.96,1aa00dc63,4.0,23,49.1566,41.2328,12,3,23,7,9,18,5,0,11,15,14,17,6,2,13,20,1,10,21,22,4,19,16,8,2,7
tp,5531.25,3750.0,21c9f1ba3,1.0,8,15.9573,11.8347,8,18,4,0,21,1,22,3,13,12,15,14,9,5,23,17,2,20,7,11,10,6,19,16,0,3
tp,2812.5,281.25,22050fe3f,1.0,19,58.176,56.623999999999995,19,6,17,11,18,16,15,2,5,9,0,22,3,10,4,1,21,8,13,14,12,23,20,7,0,10
tp,13687.5,10687.5,22eaad9ca,1.0,22,54.0053,52.4,22,6,11,5,10,0,3,23,9,1,18,15,4,14,13,12,17,2,20,19,7,21,8,16,0,5
tp,5531.25,3750.0,25218b040,1.0,8,10.4053,6.2827,21,18,4,8,13,14,3,1,9,0,20,5,7,11,12,2,15,23,17,16,19,6,10,22,3,9
tp,11283.4,7235.16,2695a2878,1.0,23,51.4322,45.3486,23,7,5,12,11,0,6,3,9,10,20,22,17,15,19,13,4,1,14,18,2,21,16,8,0,5
tp,13687.5,10687.5,28d37d1de,1.0,22,37.44,35.8347,22,3,14,8,0,5,18,6,4,9,15,12,1,2,23,7,13,21,17,20,10,11,19,16,0,4
tp,10852.7,947.461,295f49a04,1.0,10,40.484,38.0401,10,0,5,22,23,8,7,15,16,19,11,13,1,20,17,21,6,9,18,4,3,2,12,14,0,1
tp,2812.5,281.25,29b82a129,1.0,19,50.4853,48.9333,19,6,10,11,7,23,17,0,15,22,9,5,13,14,16,4,12,18,20,1,2,21,3,8,0,7
tp,10406.2,4781.25,2a7ed55d4,1.0,5,9.6533,7.3013,5,4,7,8,13,16,0,20,3,19,11,17,23,10,18,6,21,22,1,15,2,9,14,12,0,6
tp,11283.4,7235.16,2a94d4b86,1.0,23,30.2324,24.1488,23,12,9,3,6,0,5,11,10,4,22,7,17,13,18,15,1,14,20,19,16,8,21,2,0,5
tp,2812.5,1031.25,2bcddf9a5,1.0,3,21.7173,20.976,5,23,7,12,20,6,3,11,4,10,14,2,0,17,15,9,13,22,19,1,18,21,16,8,6,12
tp,10406.2,4781.25,2bcddf9a5,1.0,5,18.8213,16.4693,5,23,7,12,20,6,3,11,4,10,14,2,0,17,15,9,13,22,19,1,18,21,16,8,0,12
tp,5684.77,1808.79,2cd09cfab,1.0,11,58.5317,57.3939,11,6,17,9,10,0,22,19,7,3,5,16,14,20,23,1,15,21,18,12,4,13,8,2,0,5
tp,4125.0,3281.25,2dacf9479,1.0,21,49.7813,48.688,8,21,18,1,0,4,22,9,17,7,3,12,15,13,5,2,14,11,20,23,10,6,19,16,1,4
tp,3000.0,468.75,2dc763e67,1.0,2,27.9253,26.1493,2,15,18,1,22,3,14,21,11,8,16,6,13,23,7,12,10,0,5,20,17,4,19,9,0,17
tp,843.75,93.75,2df1f109b,1.0,13,8.6507,8.0267,13,1,0,5,3,15,22,7,11,23,12,17,9,10,18,14,6,2,20,16,19,8,21,4,0,2
tp,7500.0,5906.25,2e40b2294,1.0,0,58.0213,56.7307,0,3,18,12,1,7,20,9,22,5,15,11,14,6,23,2,17,10,13,21,16,8,4,19,0,0
tp,13687.5,10687.5,2e7bc0749,1.0,22,25.5147,23.9093,22,11,10,3,7,5,0,1,6,20,15,16,23,14,2,12,13,17,18,9,4,19,21,8,0,6
tp,2812.5,1031.25,2eb098e76,1.0,3,29.296,28.5547,2,15,3,1,14,8,21,18,16,22,23,10,13,7,17,0,11,6,20,9,12,4,19,5,2,15
tp,3000.0,468.75,2eb098e76,1.0,2,26.7413,24.9653,2,15,3,1,14,8,21,18,16,22,23,10,13,7,17,0,11,6,20,9,12,4,19,5,0,15
