recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
0099c367b,17,4,51.4206,1464.26,55.1996,4565.04,tp,6,9,23,10,22,1,19,11,17,5,20,0,2,13,14,7,15,18,4,8,3,16,12,21,8,11
0209f7ab2,7,1,50.7573,4687.5,53.8987,11437.5,tp,11,20,19,7,23,6,17,10,3,0,5,2,15,8,22,16,18,9,1,12,4,13,14,21,3,9
0275e127d,11,1,11.9989,1808.79,13.1367,5684.77,tp,3,7,11,15,19,17,6,10,23,16,20,9,1,12,14,2,0,8,18,5,22,4,13,21,2,16
050d0ca85,3,1,49.92,1031.25,50.6613,2812.5,tp,23,22,15,6,14,1,9,10,19,17,11,5,20,0,7,8,3,13,16,12,18,2,4,21,16,13
053aeb7bd,23,4,9.8569,6459.96,17.7807,11627.9,tp,23,5,4,19,10,22,15,3,12,14,9,18,7,2,13,0,8,11,6,21,1,20,16,17,0,15
057802c25,11,1,4.2202,1808.79,5.358,5684.77,tp,11,6,23,10,5,22,9,17,20,19,4,2,16,14,3,1,13,0,18,8,7,15,12,21,0,17
067f49f8b,0,1,53.29600000000001,5906.25,54.0907,8250.0,tp,0,1,4,13,18,8,22,15,12,9,21,6,23,3,16,10,2,5,17,11,19,20,7,14,0,0
06a0c48c9,0,1,57.2213,5906.25,58.016000000000005,8250.0,tp,0,4,18,12,15,8,5,14,23,3,22,19,16,2,10,20,7,9,13,11,6,17,21,1,0,0
073e4d908,12,1,12.495999999999999,562.5,15.632,3281.25,tp,12,23,3,5,22,19,18,2,0,10,4,8,15,6,13,17,11,20,1,7,14,9,21,16,0,8
0a350d11c,19,1,11.5253,281.25,13.0773,2812.5,tp,19,10,6,5,22,23,9,3,20,11,17,1,15,14,0,18,4,2,8,7,16,13,12,21,0,14
