data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,3750.0,00b404881,1.0,8,4.1973,0.0747,8,21,4,5,12,13,22,1,18,16,14,3,0,19,23,6,10,20,9,11,17,15,7,2,0,12
tp,5062.5,3187.5,011f25080,1.0,18,6.3787,5.6853,4,18,21,13,1,0,12,8,3,14,20,16,11,9,6,22,19,17,10,5,15,23,2,7,1,5
tp,5684.77,1808.79,0295e3234,1.0,11,6.2984,5.1606,15,23,11,17,7,5,3,10,20,22,19,6,16,8,9,2,0,1,14,21,4,13,12,18,2,16
tp,4593.75,3093.75,0313e82cf,4.0,16,23.3067,21.471999999999998,16,1,3,4,12,13,20,0,21,11,17,15,7,18,22,14,8,9,19,23,10,6,2,5,0,7
tp,4406.25,562.5,0509303a5,1.0,6,25.8453,23.7013,6,11,10,7,0,22,17,4,2,12,5,14,20,23,18,21,9,1,8,13,19,3,16,15,0,4
tp,5625.0,3843.75,07f1227b0,1.0,1,33.8347,32.9387,14,21,13,23,7,10,2,22,18,8,4,20,3,12,16,19,5,6,11,0,17,15,1,9,22,19
tp,2812.5,1031.25,133001416,1.0,3,15.6213,14.88,3,11,20,6,17,23,19,5,9,15,22,16,10,2,7,12,1,14,8,13,4,18,21,0,0,23
tp,10852.7,947.461,1383208d3,1.0,10,52.9183,50.4744,10,23,3,5,17,19,1,15,11,6,2,7,4,9,20,22,0,14,16,8,12,21,13,18,0,16
tp,5625.0,3843.75,141675c80,1.0,1,55.5893,54.6933,1,21,3,13,4,14,8,18,19,16,22,20,5,11,9,2,12,7,0,23,10,6,15,17,0,18
tp,5625.0,3843.75,156b77dfe,1.0,1,38.256,37.36,0,9,3,21,1,12,18,2,19,5,22,6,20,4,23,11,13,8,10,17,16,15,7,14,4,0
tp,5062.5,3187.5,15d9e6d8b,1.0,18,37.3387,36.6453,4,18,13,21,12,3,1,0,8,9,14,16,22,5,23,6,20,19,15,10,11,17,2,7,1,7
tp,11627.9,6459.96,160add406,4.0,23,26.6043,18.6805,23,3,17,19,15,9,6,22,5,1,20,11,10,12,7,14,0,2,21,16,4,8,13,18,0,16
tp,3000.0,468.75,160b70831,1.0,2,3.7173,1.9413,12,2,3,22,7,20,23,16,19,11,9,5,1,14,17,6,13,18,15,21,0,4,8,10,1,20
tp,5625.0,3843.75,16fc37168,1.0,1,30.256,29.36,1,21,12,4,3,18,8,13,0,16,22,19,15,5,9,6,20,10,23,11,14,2,17,7,0,8
tp,4406.25,2812.5,16ffcf223,1.0,14,17.92,16.9973,14,21,18,3,7,4,23,10,2,1,22,5,20,19,13,0,8,6,11,12,9,16,17,15,0,15
tp,13687.5,10687.5,1702d35a0,1.0,22,29.8507,28.2453,22,15,1,6,10,14,19,8,4,5,23,11,20,0,12,17,21,13,16,3,7,2,18,9,0,13
tp,4218.75,2343.75,17ca62c97,1.0,4,34.7733,32.9173,4,12,21,13,18,8,3,9,16,14,22,20,23,5,1,11,17,0,19,10,6,15,7,2,0,17
tp,13687.5,10687.5,184322f0e,1.0,22,56.4053,54.8,22,1,2,19,11,13,20,0,3,5,14,10,6,8,12,7,23,16,21,4,17,18,9,15,0,7
tp,11437.5,4687.5,18e249f36,1.0,7,32.016,28.8747,5,15,3,20,7,23,22,1,19,6,16,10,11,17,9,12,13,2,14,8,21,18,4,0,4,23
tp,4593.75,3093.75,1a3993962,4.0,16,49.9787,48.144,16,0,7,11,1,17,20,18,4,13,2,15,12,14,3,6,22,8,10,21,23,19,9,5,0,1
tp,4593.75,3093.75,1ef3e2282,4.0,16,26.2933,24.4587,16,7,11,14,20,3,1,0,23,2,15,22,5,17,18,19,10,12,4,6,21,13,8,9,0,7
tp,13687.5,10687.5,1f0fe1c7e,1.0,22,31.9787,30.3733,22,3,19,15,9,17,5,23,6,7,1,11,20,10,14,8,12,16,13,2,21,4,0,18,0,22
tp,4218.75,2343.75,1fd650183,1.0,4,36.992,35.135999999999996,4,13,12,21,16,0,20,1,18,10,11,8,17,3,19,6,14,2,9,7,5,23,22,15,0,5
tp,843.75,93.75,1ffa43aae,1.0,13,30.3307,29.7067,13,18,4,8,21,0,12,14,2,22,19,5,1,10,20,3,16,23,15,6,11,9,7,17,0,5
tp,11627.9,6459.96,200656f13,4.0,23,43.0324,35.1086,23,7,11,3,15,20,5,19,17,10,22,6,9,4,16,0,21,2,14,12,8,13,18,1,0,15
tp,1125.0,93.75,20de9e491,1.0,15,57.808,54.464,7,15,5,22,14,11,23,3,16,20,10,1,19,17,8,21,13,12,6,4,9,2,18,0,1,23
tp,11283.4,7235.16,226ce47d9,1.0,23,43.0208,36.9371,17,9,23,3,5,7,15,19,22,11,16,6,10,20,1,12,14,2,13,8,4,21,18,0,2,23
tp,5531.25,3750.0,22b46c334,1.0,8,16.9013,12.7787,8,21,4,12,22,1,13,5,18,3,19,14,10,11,16,23,9,20,6,17,0,15,7,2,0,20
tp,11283.4,7235.16,23363116f,1.0,23,14.4834,8.3998,22,15,23,1,20,19,5,2,3,17,6,10,11,16,14,9,7,8,12,0,4,13,21,18,2,19
tp,8250.0,5906.25,251737ef0,1.0,0,36.7253,35.9307,0,18,8,4,3,5,13,9,12,23,10,21,16,14,19,7,1,22,20,15,11,6,17,2,0,0
tp,5625.0,3843.75,25de8315e,1.0,1,53.4347,52.5387,1,3,4,16,2,21,13,19,5,11,14,18,22,20,10,23,12,7,17,9,8,15,6,0,0,23
tp,2812.5,281.25,27b26fe5d,1.0,19,56.656000000000006,55.104,19,5,3,18,9,1,22,13,15,17,4,8,12,6,23,14,21,10,11,20,0,2,16,7,0,20
tp,3000.0,468.75,287bf77ec,1.0,2,13.9573,12.1813,9,2,6,22,17,11,12,5,23,3,19,8,21,1,7,13,14,18,20,10,4,15,0,16,1,22
tp,3000.0,468.75,287bf77ec,1.0,2,10.607999999999999,8.832,9,2,6,22,17,11,12,5,23,3,19,8,21,1,7,13,14,18,20,10,4,15,0,16,1,22
tp,2812.5,281.25,29b82a129,1.0,19,50.4853,48.9333,19,15,1,11,17,6,23,7,3,22,5,10,20,9,14,12,4,2,16,18,13,21,0,8,0,22
tp,5531.25,3750.0,2bf32cf03,1.0,8,25.1573,21.0347,12,3,4,22,8,21,5,13,14,18,23,20,16,1,19,11,17,7,9,2,15,6,0,10,4,22
tp,10406.2,4781.25,2c2127b9e,1.0,5,12.16,9.808,5,3,15,23,20,22,7,19,1,6,17,16,9,10,11,12,13,2,8,4,14,21,18,0,0,23
tp,5684.77,1808.79,2cd09cfab,1.0,11,58.5317,57.3939,11,6,16,17,15,1,20,22,3,10,2,19,9,7,23,14,4,5,12,0,21,8,13,18,0,19
tp,1125.0,93.75,2d09eb065,1.0,15,10.352,7.007999999999999,19,17,15,11,3,7,23,20,9,2,16,6,5,14,12,22,10,13,21,18,0,1,8,4,2,20
tp,4125.0,3281.25,2dacf9479,1.0,21,49.7813,48.688,4,8,21,13,18,12,1,5,3,14,22,10,0,9,16,19,11,23,6,20,15,17,7,2,2,12
tp,3000.0,468.75,2dc763e67,1.0,2,27.9253,26.1493,2,5,12,19,14,18,3,6,8,0,17,4,11,22,7,20,16,13,9,1,10,23,21,15,0,9
tp,843.75,93.75,2df1f109b,1.0,13,8.6507,8.0267,13,1,19,2,16,3,11,20,8,10,4,0,6,21,15,5,17,23,9,22,18,14,7,12,0,11
tp,7500.0,5906.25,2e40b2294,1.0,0,58.0213,56.7307,0,3,23,20,5,12,18,19,15,9,22,13,10,1,16,7,8,17,11,4,21,6,14,2,0,0
tp,4593.75,3093.75,2f40810b2,4.0,16,47.792,45.9573,16,3,1,13,21,4,14,12,9,8,11,23,20,0,5,18,17,15,22,19,7,2,10,6,0,13
tp,1125.0,93.75,3051fc9d0,1.0,15,41.4133,38.0693,22,15,20,17,19,3,7,6,5,9,16,11,10,23,14,1,13,2,8,12,4,18,21,0,1,23
tp,5718.75,2343.75,321c09a90,1.0,20,59.5733,56.1333,22,7,20,5,11,15,3,19,17,23,16,6,14,10,8,9,1,12,13,21,2,4,18,0,2,23
tp,5684.77,1808.79,3346f84ee,1.0,11,37.1926,36.0548,11,3,7,6,17,2,20,14,9,5,10,23,22,16,19,4,12,8,21,15,1,13,18,0,0,23
tp,4593.75,3093.75,33d0f2685,4.0,16,39.7707,37.936,16,7,17,15,3,22,11,23,5,19,20,10,14,1,0,6,2,9,13,12,4,18,8,21,0,14
tp,843.75,93.75,35b60a4a0,1.0,13,14.6987,14.0747,13,4,21,3,8,1,18,12,2,16,20,19,9,23,14,10,22,15,11,0,6,5,7,17,0,19
tp,2812.5,1031.25,368be0579,1.0,3,55.9733,55.232,1,7,14,11,20,22,23,16,9,21,15,17,3,10,19,5,12,6,13,2,8,18,4,0,12,23
tp,5684.77,1808.79,373f470c4,1.0,11,6.8847,5.7469,11,17,6,2,10,5,4,7,20,3,9,19,23,22,16,14,0,8,21,12,1,13,18,15,0,16
tp,11283.4,7235.16,37b6d1db9,1.0,23,49.4817,43.3981,23,4,10,0,5,21,9,20,11,2,22,6,14,18,17,13,8,19,16,12,3,7,15,1,0,3
