data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,17,9,6,19,3,20,22,23,14,5,11,15,0,10,7,1,2,12,16,13,18,8,21,4,0,12
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,11,20,7,5,18,6,19,0,17,22,23,15,10,16,9,1,3,8,21,13,14,4,2,12,2,7
tp,5684.77,1808.79,0275e127d,1.0,11,13.1367,11.9989,11,7,3,17,9,23,12,19,16,15,20,5,1,18,14,6,0,21,10,8,22,2,13,4,0,16
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,3,15,19,9,23,6,5,1,11,22,14,20,0,7,10,12,17,2,16,21,8,18,13,4,0,12
tp,11627.9,6459.96,053aeb7bd,4.0,23,17.7807,9.8569,23,5,19,4,3,12,22,8,21,18,9,7,13,16,10,0,6,2,17,11,20,15,14,1,0,15
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,11,3,6,10,12,17,23,15,22,9,5,19,7,14,0,20,1,2,16,8,21,13,18,4,0,14
tp,8250.0,5906.25,067f49f8b,1.0,0,54.0907,53.29600000000001,0,4,18,13,8,1,21,3,20,2,11,14,10,9,23,19,12,16,5,15,7,6,17,22,0,0
tp,8250.0,5906.25,06a0c48c9,1.0,0,58.016000000000005,57.2213,0,18,12,4,3,14,9,23,2,5,13,15,11,1,8,17,20,21,19,7,10,22,6,16,0,0
tp,3281.25,562.5,073e4d908,1.0,12,15.632,12.495999999999999,23,12,3,5,2,0,8,19,18,22,9,1,15,13,16,17,11,7,20,21,14,10,4,6,1,5
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,3,12,6,9,5,22,2,11,20,15,10,7,13,14,17,21,8,4,16,18,0,1,0,22
tp,1125.0,93.75,0e29d05ed,1.0,15,35.28,31.936,15,7,3,16,19,14,17,23,12,10,13,20,9,8,5,22,1,0,11,21,18,6,2,4,0,17
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,19,3,23,5,20,9,22,12,2,15,11,6,7,0,14,16,1,10,8,17,21,18,13,4,1,13
tp,843.75,93.75,0f8cadb4a,1.0,13,35.1147,34.4907,13,19,1,16,11,15,6,7,10,3,23,20,2,14,17,8,0,12,9,21,18,22,5,4,0,16
tp,5531.25,3750.0,12a12f0fa,1.0,8,35.6267,31.504,8,4,21,18,13,3,1,0,5,2,14,12,19,23,10,9,20,22,15,11,6,7,16,17,0,7
tp,4125.0,3281.25,1375a05d1,1.0,21,29.2427,28.1493,14,21,18,4,3,1,13,8,7,15,5,2,20,11,0,19,17,9,23,10,22,16,12,6,1,14
tp,5625.0,3843.75,13c678c1d,1.0,1,1.76,0.8640000000000001,1,4,3,13,21,14,16,18,0,15,20,9,8,2,22,23,7,12,5,6,19,10,11,17,0,8
tp,5684.77,1808.79,13de5cabb,1.0,11,58.4737,57.3359,11,19,9,5,20,6,22,23,3,15,17,10,7,12,2,1,16,0,14,13,18,8,21,4,0,17
tp,5531.25,3750.0,14d467153,1.0,8,4.496,0.3733,8,18,0,4,12,5,3,21,14,13,9,20,2,10,23,1,11,16,17,19,15,7,6,22,0,2
tp,8250.0,5906.25,157a50231,1.0,0,36.5813,35.7867,0,18,1,8,4,12,23,3,14,9,11,13,20,21,7,2,15,19,17,6,10,5,16,22,0,0
tp,11627.9,6459.96,160add406,4.0,23,10.9772,3.0534,23,3,19,9,15,6,5,11,22,12,0,17,20,10,7,14,1,16,18,2,8,21,13,4,0,10
tp,5531.25,2531.25,1679e323d,1.0,14,9.264,8.6773,7,3,23,14,12,11,9,15,19,5,17,22,16,1,10,6,18,8,20,0,21,13,2,4,3,19
tp,4406.25,2812.5,16ccddf71,1.0,14,52.8,51.8773,14,1,21,7,3,15,18,13,8,20,16,2,11,5,17,22,19,0,10,4,9,23,12,6,0,17
