recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,8,21,4,12,18,2,14,13,5,22,1,0,15,19,23,9,20,3,6,10,16,17,7,11,0,11
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,18,4,21,12,1,0,13,3,5,14,15,2,23,8,9,6,16,7,20,22,10,19,17,11,0,5
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,11,15,23,7,3,17,19,20,10,22,2,6,16,5,4,14,12,9,0,13,1,18,21,8,0,18
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,3,1,0,10,13,4,2,7,8,12,21,15,11,14,20,18,9,19,22,17,23,6,5,0,3
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,7,10,22,3,20,15,17,19,4,8,9,0,14,13,23,21,1,5,16,2,12,18,0,13
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,7,3,1,20,10,22,9,21,13,15,11,6,16,19,18,23,0,8,17,5,4,2,12,3,17
133001416,3,1,14.88,1031.25,15.6213,2812.5,tp,3,17,5,1,9,11,15,20,7,2,12,19,10,0,23,22,6,14,16,18,21,13,4,8,0,13
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,10,23,5,3,11,7,17,22,19,1,12,15,2,20,6,8,0,14,4,9,13,21,16,18,0,16
141675c80,1,1,54.6933,3843.75,55.5893,5625.0,tp,1,3,12,9,21,16,0,2,5,14,23,6,15,10,7,13,19,4,18,20,17,22,8,11,0,6
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,9,12,2,0,3,17,18,6,1,5,19,15,23,14,22,10,20,21,16,4,7,13,11,8,8,3
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5,tp,4,18,0,21,12,13,14,1,8,3,2,15,5,9,23,6,16,20,22,10,17,7,19,11,1,2
160add406,23,4,18.6805,6459.96,26.6043,11627.9,tp,23,3,15,5,2,20,17,22,1,12,10,11,4,14,19,9,7,16,0,18,6,21,13,8,0,18
160b70831,2,1,1.9413,468.75,3.7173,3000.0,tp,2,12,3,20,15,16,22,17,9,19,5,7,1,6,21,0,4,13,11,23,10,18,14,8,0,15
16fc37168,1,1,29.36,3843.75,30.256,5625.0,tp,12,1,3,0,2,18,21,16,4,13,5,9,6,7,15,10,8,17,19,23,14,20,22,11,1,3
16ffcf223,14,1,16.9973,2812.5,17.92,4406.25,tp,14,21,1,10,7,18,22,13,3,16,11,8,20,15,6,4,19,23,9,0,5,2,17,12,0,19
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5,tp,22,15,3,17,5,20,7,23,19,9,2,1,21,6,10,16,13,0,11,12,14,8,18,4,0,17
17ca62c97,4,1,32.9173,2343.75,34.7733,4218.75,tp,4,12,18,21,13,6,3,23,0,8,14,2,15,5,9,22,20,17,16,1,7,19,10,11,0,8
184322f0e,22,1,54.8,10687.5,56.4053,13687.5,tp,22,1,3,2,0,5,19,21,23,8,16,13,12,18,10,20,7,9,14,6,17,11,4,15,0,4
18e249f36,7,1,28.8747,4687.5,32.016,11437.5,tp,3,7,20,5,10,11,17,15,22,12,19,2,16,14,23,0,6,1,9,18,21,13,4,8,1,15
1a3993962,16,4,48.144,3093.75,49.9787,4593.75,tp,16,8,1,13,0,2,11,4,23,19,21,20,18,3,14,17,10,7,15,9,6,22,12,5,0,4
1ef3e2282,16,4,24.4587,3093.75,26.2933,4593.75,tp,16,7,1,3,14,2,11,15,5,20,0,23,19,22,13,9,4,10,8,21,18,6,17,12,0,10
1f0fe1c7e,22,1,30.3733,10687.5,31.9787,13687.5,tp,22,3,7,9,6,15,11,10,5,17,2,19,23,0,1,14,21,13,20,16,18,12,8,4,0,13
1fd650183,4,1,35.135999999999996,2343.75,36.992,4218.75,tp,4,1,3,0,18,21,13,2,14,6,9,16,12,5,23,17,15,20,8,10,22,7,19,11,0,3
1ffa43aae,13,1,29.7067,93.75,30.3307,843.75,tp,13,18,4,1,0,12,8,21,5,14,15,23,7,3,2,11,6,19,10,22,9,16,17,20,0,4
200656f13,23,4,35.1086,6459.96,43.0324,11627.9,tp,23,3,7,11,15,10,17,22,9,20,19,6,5,2,14,8,16,12,0,1,4,13,18,21,0,18
20de9e491,15,1,54.464,93.75,57.808,1125.0,tp,7,15,5,22,10,3,11,16,23,14,17,2,20,1,0,6,19,9,18,13,12,21,4,8,1,14
226ce47d9,23,1,36.9371,7235.16,43.0208,11283.4,tp,17,7,9,3,22,10,5,11,16,23,15,2,20,19,14,6,1,0,13,18,12,4,21,8,9,17
22b46c334,8,1,12.7787,3750.0,16.9013,5531.25,tp,21,8,12,16,4,1,2,22,13,5,3,23,14,18,0,19,15,20,10,9,6,17,7,11,1,14
