recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,21,8,22,12,4,1,14,2,18,0,5,13,3,9,23,16,11,19,7,20,6,15,17,10,1,9
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,4,18,21,3,0,12,1,14,13,2,8,9,23,22,6,16,5,20,15,11,7,17,19,10,1,4
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,23,15,11,7,10,3,17,20,22,6,9,19,5,14,16,0,4,12,18,8,1,2,21,13,2,15
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,1,3,21,4,7,11,19,12,23,0,17,15,6,2,5,20,9,8,14,13,18,10,22,0,10
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,7,10,20,22,17,3,23,9,19,15,0,16,5,13,14,1,4,12,8,18,2,21,0,12
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,7,10,21,20,0,17,2,16,15,11,8,23,12,13,19,18,5,22,6,3,1,9,4,21,5
133001416,3,1,14.88,1031.25,15.6213,2812.5,tp,3,20,5,23,7,17,11,22,9,12,0,6,18,19,1,15,16,4,14,10,2,21,8,13,0,10
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,10,23,5,3,22,11,7,20,17,4,15,12,19,9,1,2,14,6,21,16,0,18,8,13,0,20
141675c80,1,1,54.6933,3843.75,55.5893,5625.0,tp,1,21,3,8,14,13,4,0,16,18,2,12,23,7,9,5,19,22,17,15,6,20,11,10,0,7
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,1,0,2,3,12,18,9,5,7,8,15,23,21,4,6,22,19,14,20,11,17,16,13,10,0,1
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5,tp,4,18,3,21,12,0,14,1,13,20,2,9,23,17,8,22,16,7,6,11,5,15,19,10,1,5
160add406,23,4,18.6805,6459.96,26.6043,11627.9,tp,23,3,17,5,7,11,20,9,22,4,12,0,15,1,14,19,18,21,2,16,10,6,8,13,0,11
160b70831,2,1,1.9413,468.75,3.7173,3000.0,tp,2,12,3,22,9,5,7,23,16,19,17,6,18,0,15,21,1,11,20,14,4,8,10,13,0,13
16fc37168,1,1,29.36,3843.75,30.256,5625.0,tp,12,3,1,8,18,0,21,5,22,7,23,13,4,16,2,9,14,15,19,20,11,6,17,10,2,5
16ffcf223,14,1,16.9973,2812.5,17.92,4406.25,tp,14,21,18,7,0,20,12,4,10,2,17,1,3,8,23,16,13,22,11,6,19,15,5,9,0,4
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5,tp,22,15,3,17,11,10,7,9,23,6,19,5,12,4,18,2,20,21,16,8,0,13,14,1,0,20
17ca62c97,4,1,32.9173,2343.75,34.7733,4218.75,tp,4,12,21,18,13,8,0,3,22,23,2,14,6,20,1,9,11,16,7,5,19,15,17,10,0,6
184322f0e,22,1,54.8,10687.5,56.4053,13687.5,tp,1,22,0,2,13,8,5,3,19,15,16,12,23,18,7,9,21,11,14,6,10,17,4,20,1,2
18e249f36,7,1,28.8747,4687.5,32.016,11437.5,tp,5,7,3,23,20,11,22,16,15,21,12,17,18,4,14,1,19,0,9,6,10,2,8,13,1,17
1a3993962,16,4,48.144,3093.75,49.9787,4593.75,tp,16,1,3,12,7,11,17,19,18,15,23,0,8,2,5,14,21,4,9,10,20,22,6,13,0,11
1ef3e2282,16,4,24.4587,3093.75,26.2933,4593.75,tp,16,7,3,11,1,23,17,20,12,15,14,9,0,19,5,10,18,6,4,22,21,8,2,13,0,12
1f0fe1c7e,22,1,30.3733,10687.5,31.9787,13687.5,tp,22,3,17,15,11,7,10,9,23,20,6,19,16,12,5,18,14,0,1,21,4,2,8,13,0,17
1fd650183,4,1,35.135999999999996,2343.75,36.992,4218.75,tp,4,21,18,1,3,13,8,14,2,12,0,16,22,9,6,23,5,20,17,11,15,19,7,10,0,10
1ffa43aae,13,1,29.7067,93.75,30.3307,843.75,tp,13,18,4,21,0,3,1,8,12,22,2,14,9,15,19,5,23,17,20,16,6,10,7,11,0,4
200656f13,23,4,35.1086,6459.96,43.0324,11627.9,tp,23,11,3,7,10,17,20,15,9,19,22,6,4,16,14,13,8,5,12,2,0,21,18,1,0,20
20de9e491,15,1,54.464,93.75,57.808,1125.0,tp,15,5,7,11,3,23,20,14,17,22,0,12,16,2,10,6,8,1,4,19,9,21,13,18,0,10
226ce47d9,23,1,36.9371,7235.16,43.0208,11283.4,tp,17,23,9,7,11,3,5,10,22,20,19,16,6,1,15,14,12,4,0,18,2,8,21,13,1,18
22b46c334,8,1,12.7787,3750.0,16.9013,5531.25,tp,21,8,4,14,1,12,3,18,22,2,13,5,0,16,9,23,11,19,6,17,15,7,20,10,1,12
23363116f,23,1,8.3998,7235.16,14.4834,11283.4,tp,15,22,23,17,3,5,20,1,7,11,12,16,4,19,10,14,18,8,0,9,6,21,2,13,2,18
251737ef0,0,1,35.9307,5906.25,36.7253,8250.0,tp,0,12,3,18,1,23,7,2,22,5,9,8,21,20,14,19,6,4,15,11,16,13,17,10,0,0
25de8315e,1,1,52.5387,3843.75,53.4347,5625.0,tp,1,3,16,2,4,21,12,5,23,0,6,11,13,9,7,18,15,19,22,14,20,17,8,10,0,9
27b26fe5d,19,1,55.104,281.25,56.656000000000006,2812.5,tp,19,3,5,18,1,0,7,17,23,9,22,12,21,4,20,6,15,2,10,16,11,13,14,8,0,5
287bf77ec,2,1,12.1813,468.75,13.9573,3000.0,tp,2,9,17,3,6,22,11,5,19,15,7,0,20,16,12,1,10,8,23,18,21,14,4,13,0,11
287bf77ec,2,1,8.832,468.75,10.607999999999999,3000.0,tp,2,9,17,3,6,22,11,5,19,15,7,0,20,16,12,1,10,8,23,18,21,14,4,13,0,11
29b82a129,19,1,48.9333,281.25,50.4853,2812.5,tp,19,7,11,5,20,17,23,6,9,22,10,13,1,3,4,15,2,8,18,21,16,14,12,0,0,23
2bf32cf03,8,1,21.0347,3750.0,25.1573,5531.25,tp,12,8,3,22,18,0,21,16,5,2,7,23,9,19,4,13,1,15,14,20,11,17,6,10,1,5
2c2127b9e,5,1,9.808,4781.25,12.16,10406.2,tp,5,23,7,20,3,11,22,17,12,9,10,1,2,4,15,18,0,19,8,14,16,6,21,13,0,16
2cd09cfab,11,1,57.3939,1808.79,58.5317,5684.77,tp,11,20,10,9,7,17,22,6,23,3,19,5,15,4,16,0,12,8,14,1,18,2,21,13,0,15
2d09eb065,15,1,7.007999999999999,93.75,10.352,1125.0,tp,19,17,15,11,3,20,7,9,6,23,16,22,13,10,4,14,2,21,5,8,0,1,12,18,2,20
2dacf9479,21,1,48.688,3281.25,49.7813,4125.0,tp,21,8,4,12,18,14,1,3,22,2,13,0,9,16,23,11,5,6,17,20,19,15,7,10,0,11
2dc763e67,2,1,26.1493,468.75,27.9253,3000.0,tp,2,5,7,3,8,22,15,0,1,6,13,19,16,12,10,9,11,21,17,20,18,4,14,23,0,7
2df1f109b,13,1,8.0267,93.75,8.6507,843.75,tp,13,1,16,3,19,15,0,10,2,6,12,17,5,20,8,23,22,9,21,11,14,18,7,4,0,6
2e40b2294,0,1,56.7307,5906.25,58.0213,7500.0,tp,0,3,12,23,18,5,1,7,4,9,21,2,20,22,14,16,6,8,15,17,11,19,10,13,0,0
2f40810b2,16,4,45.9573,3093.75,47.792,4593.75,tp,1,3,16,4,12,21,23,7,15,2,0,9,18,14,6,11,20,17,5,19,22,13,8,10,2,10
3051fc9d0,15,1,38.0693,93.75,41.4133,1125.0,tp,22,15,20,17,7,3,11,5,23,19,6,10,9,14,0,16,2,12,8,18,21,4,1,13,1,14
321c09a90,20,1,56.1333,2343.75,59.5733,5718.75,tp,22,20,3,7,11,17,23,16,5,19,15,10,12,21,14,6,9,2,0,4,18,1,8,13,1,18
3346f84ee,11,1,36.0548,1808.79,37.1926,5684.77,tp,11,7,23,10,3,20,6,17,22,19,15,5,9,14,16,4,0,8,12,1,18,21,2,13,0,16
33d0f2685,16,4,37.936,3093.75,39.7707,4593.75,tp,7,16,3,11,20,23,17,19,15,5,22,1,14,12,0,10,9,6,4,18,8,21,2,13,1,14
35b60a4a0,13,1,14.0747,93.75,14.6987,843.75,tp,13,4,21,3,8,1,19,14,16,6,22,18,10,17,15,12,23,20,2,11,5,9,0,7,0,22
368be0579,3,1,55.232,1031.25,55.9733,2812.5,tp,7,14,1,20,17,11,3,16,10,15,9,23,0,22,6,19,5,12,18,4,8,21,2,13,6,12
373f470c4,11,1,5.7469,1808.79,6.8847,5684.77,tp,11,19,7,6,10,3,20,17,23,22,9,15,4,5,14,0,12,16,18,8,1,2,21,13,0,15
37b6d1db9,23,1,43.3981,7235.16,49.4817,11283.4,tp,23,5,4,22,20,10,12,19,15,6,11,2,9,14,17,1,21,3,18,0,13,8,16,7,0,19
3ca3a1b6a,21,1,21.3547,3281.25,22.448,4125.0,tp,21,8,4,14,2,18,1,12,22,0,13,3,11,9,16,23,5,20,6,17,7,19,15,10,0,9
3dc230571,21,1,19.9893,3281.25,21.0827,4125.0,tp,21,8,4,14,12,2,1,18,22,0,5,13,11,3,23,9,16,7,6,20,19,17,15,10,0,9
3ebc2aebe,15,1,27.024,93.75,30.368000000000002,1125.0,tp,1,3,18,0,7,23,20,15,14,8,21,11,5,12,17,9,4,6,22,2,16,13,19,10,7,3
3f48c15dc,10,1,39.0327,947.461,41.4766,10852.7,tp,10,11,9,5,23,22,17,6,19,20,1,7,12,3,18,15,4,2,16,0,8,21,14,13,0,19
3f5f4aa9a,12,1,23.584,562.5,26.72,3281.25,tp,12,0,18,23,14,3,1,7,20,4,21,22,9,2,8,5,15,17,11,16,19,6,13,10,0,1
3fa666880,22,1,55.5733,10687.5,57.1787,13687.5,tp,22,5,3,23,7,17,12,20,10,11,1,18,0,19,6,15,14,9,4,2,16,21,8,13,0,12
400b7210c,17,1,35.904,1312.5,42.3573,3937.5,tp,17,19,7,23,9,3,16,11,20,22,1,15,12,5,14,6,10,0,4,18,21,8,2,13,0,17
408314767,20,1,49.3653,1312.5,54.7467,6093.75,tp,20,3,17,16,7,19,11,14,15,5,10,23,22,12,9,18,6,21,0,4,2,1,8,13,0,18
41e6d9f63,16,4,0.9067,3093.75,2.7413,4593.75,tp,16,1,3,7,17,19,11,12,8,9,23,18,15,14,0,2,5,21,4,20,6,10,22,13,0,14
42ea7a091,18,1,34.9653,3187.5,35.6587,5062.5,tp,12,18,4,3,21,23,22,0,1,9,5,14,16,13,2,8,7,11,15,19,17,20,6,10,1,7
43b27b5ab,18,1,23.4987,3187.5,24.191999999999997,5062.5,tp,4,18,21,3,0,1,12,13,8,14,2,22,23,9,20,5,6,16,11,15,17,7,19,10,1,4
43d34d63c,2,1,9.9627,468.75,11.7387,3000.0,tp,15,2,7,22,3,11,5,0,17,9,19,23,1,6,14,8,20,12,21,18,10,16,4,13,1,7
447409a6b,0,1,25.872,5906.25,26.6667,8250.0,tp,0,18,12,3,14,4,8,23,1,21,7,20,22,16,2,9,5,19,11,6,15,17,10,13,0,0
459513f88,8,1,51.9413,3750.0,56.06399999999999,5531.25,tp,8,4,18,21,0,1,3,12,2,13,5,14,16,9,22,11,20,23,6,19,15,17,7,10,0,4
45eabd218,23,1,23.4464,7235.16,29.53,11283.4,tp,23,11,10,7,3,20,16,17,6,12,5,19,4,9,22,1,0,14,18,2,15,21,8,13,0,16
48fb5143f,20,1,24.4107,2343.75,27.8507,5718.75,tp,20,11,17,3,7,10,9,5,22,15,16,23,19,6,0,14,12,18,4,21,2,1,8,13,0,14
49b80ec61,16,4,24.2667,3093.75,26.1013,4593.75,tp,16,1,3,0,11,7,21,12,4,17,15,19,23,13,14,8,20,18,9,6,2,5,10,22,0,3
4afa51495,10,1,49.4991,947.461,51.943000000000005,10852.7,tp,10,22,7,11,23,5,3,9,17,20,19,15,6,12,0,4,1,16,2,14,8,21,18,13,0,14
4b4c2901c,20,1,46.5493,1312.5,51.9307,6093.75,tp,20,11,9,3,10,5,17,23,22,6,0,4,19,7,15,12,21,16,18,2,1,8,14,13,0,10
4bc00de61,23,1,23.1097,7235.16,29.1933,11283.4,tp,23,5,22,7,3,4,11,20,13,12,1,17,10,14,2,21,19,18,8,16,9,6,0,15,0,22
4c845907b,12,1,40.368,562.5,43.504,3281.25,tp,12,0,3,18,2,23,9,5,7,20,4,22,14,1,15,6,21,16,8,17,19,11,13,10,0,1
4df50c66e,17,1,4.4853,1312.5,10.9387,3937.5,tp,17,16,3,9,11,23,20,7,5,22,19,12,1,6,10,18,15,14,0,4,21,2,8,13,0,18
4e464ff6b,6,1,48.6613,562.5,50.8053,4406.25,tp,19,6,11,10,7,5,20,17,23,9,22,13,4,0,16,1,15,3,8,21,2,12,14,18,1,13
4e90ab2fb,4,1,53.0027,2343.75,54.8587,4218.75,tp,4,8,21,18,22,3,12,13,1,0,16,2,11,6,5,14,20,23,9,19,7,15,17,10,0,9
4ef096b89,23,4,12.4981,6459.96,20.4219,11627.9,tp,23,3,12,4,20,0,5,11,9,22,7,18,17,6,21,1,15,14,16,13,19,2,10,8,0,5
4fae9a4ea,13,1,28.7147,93.75,29.3387,843.75,tp,13,21,1,18,4,8,3,14,12,2,19,0,16,9,15,22,23,17,7,20,6,5,11,10,0,11
50f616a04,0,1,45.0453,5906.25,45.84,8250.0,tp,0,18,8,12,1,3,21,2,14,7,22,23,5,9,4,19,13,6,15,16,20,11,17,10,0,0
51319c540,10,1,5.0213,947.461,7.4652,10852.7,tp,10,23,15,17,11,7,3,12,19,22,5,20,2,4,9,16,6,21,1,14,8,0,18,13,0,21
5281fc845,16,4,7.6213,3093.75,9.456,4593.75,tp,16,1,3,7,15,11,17,0,12,23,6,9,4,21,20,14,19,5,18,8,2,22,13,10,0,7
53e4f09ab,8,1,19.8507,3750.0,23.9733,5531.25,tp,12,8,5,3,22,18,2,0,7,9,16,19,23,15,21,13,4,14,20,11,1,17,6,10,1,7
5407d8c89,8,1,23.9307,3750.0,28.0533,5531.25,tp,18,8,0,12,21,4,3,14,1,2,23,5,16,22,9,19,20,13,7,11,17,15,6,10,1,2
55648ef63,14,1,53.8773,2812.5,54.8,4406.25,tp,14,7,21,20,10,16,15,0,17,2,23,12,3,11,1,8,18,5,22,13,6,19,9,4,0,7
560ccf19c,0,1,15.392000000000001,5906.25,16.1867,8250.0,tp,18,12,1,0,8,3,21,4,14,13,9,2,22,23,5,7,16,15,17,20,19,6,11,10,3,3
5635d4cbe,21,1,24.112,3281.25,25.2053,4125.0,tp,14,21,8,1,7,17,4,20,2,22,10,18,16,0,23,5,12,11,13,19,9,3,6,15,1,13
5723a520c,12,1,10.1973,562.5,13.3333,3281.25,tp,12,22,3,23,18,0,11,7,5,17,19,1,4,16,21,15,9,6,2,20,8,14,10,13,0,5
57ff372f3,0,1,33.5467,5906.25,34.3413,8250.0,tp,0,12,1,3,18,7,8,21,22,13,2,9,23,16,5,15,20,14,4,6,19,11,17,10,0,0
5857d6f6d,1,1,17.2907,3843.75,18.1867,5625.0,tp,1,3,16,4,21,23,12,2,13,7,0,5,11,15,6,8,14,19,20,9,18,22,17,10,0,10
59a9eb657,23,4,48.4484,6459.96,56.3722,11627.9,tp,23,12,3,2,18,4,0,13,9,20,14,5,7,15,22,19,16,6,8,21,11,1,17,10,0,6
5ac6b1e85,6,1,50.0053,562.5,52.1493,4406.25,tp,6,3,1,19,23,5,0,18,11,17,9,10,12,16,20,7,22,2,15,4,8,14,21,13,0,6
5bfe1dec6,17,1,32.0747,1312.5,38.528,3937.5,tp,17,7,10,9,3,20,11,6,23,19,15,5,22,14,16,0,4,8,1,18,2,21,12,13,0,15
5cd1a3c29,12,1,42.7787,562.5,45.9147,3281.25,tp,12,18,3,7,2,0,22,23,9,14,15,5,21,4,11,8,20,19,17,16,6,1,13,10,0,5
5d61b5cce,8,1,45.2267,3750.0,49.3493,5531.25,tp,21,8,4,18,12,14,22,13,0,2,1,3,9,23,5,16,11,20,19,17,6,15,7,10,1,8
5f8eecc9e,23,4,51.0084,6459.96,58.9322,11627.9,tp,23,9,0,17,18,3,12,11,14,4,20,1,21,7,15,19,22,13,8,6,5,10,2,16,0,2
606f1e495,5,1,12.6613,4781.25,15.0133,10406.2,tp,10,19,5,11,23,3,7,17,9,22,20,1,12,15,2,0,6,4,18,21,16,14,13,8,2,15
6093f0100,15,1,2.2453,93.75,5.5893,1125.0,tp,12,15,3,23,18,5,22,7,9,0,20,17,16,13,14,2,11,8,19,6,4,21,1,10,1,9
60b260508,21,1,53.6053,3281.25,54.6987,4125.0,tp,21,8,4,14,18,12,2,1,22,3,0,13,23,11,5,9,16,6,20,19,17,7,15,10,0,10
617d4dbbd,12,1,0.672,562.5,3.8080000000000003,3281.25,tp,12,3,18,23,21,1,4,0,9,14,22,5,7,2,15,8,6,16,20,17,13,11,19,10,0,7
619a7af56,15,1,49.7813,93.75,53.1253,1125.0,tp,15,20,17,3,11,7,23,22,14,6,10,9,0,5,16,13,18,19,12,8,4,21,2,1,0,12
621dc03b6,3,1,17.7333,1031.25,18.4747,2812.5,tp,12,2,3,22,18,0,9,7,5,16,15,21,19,6,8,23,4,17,11,1,20,13,14,10,2,5
6346c01fa,18,1,15.0507,3187.5,15.744000000000002,5062.5,tp,18,12,3,0,4,23,1,21,14,5,8,9,22,2,7,13,15,16,17,20,6,19,11,10,0,3
697f7210b,8,1,2.9653,3750.0,7.087999999999999,5531.25,tp,4,8,12,18,21,3,0,22,14,1,2,9,13,23,7,16,5,15,6,11,20,17,19,10,1,6
69aacafc4,20,1,39.824,2343.75,43.263999999999996,5718.75,tp,20,7,3,5,11,10,23,22,17,9,16,15,19,6,4,12,14,18,0,21,2,1,8,13,0,18
