recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
006ab765f,23,1,39.9615,7235.16,46.0452,11283.4,tp,23,7,16,15,10,5,6,12,19,20,21,2,22,18,14,11,3,4,13,1,17,9,0,8,0,22
0201197ec,10,1,43.3575,947.461,45.8014,10852.7,tp,10,5,12,7,16,6,19,15,23,2,11,17,22,3,9,1,20,13,18,0,14,4,21,8,0,19
0268057eb,0,1,25.4987,5906.25,26.2933,8250.0,tp,0,18,1,12,3,23,21,2,8,9,15,13,14,4,16,7,22,11,5,6,10,19,20,17,0,0
0297d886e,13,1,57.808,93.75,58.431999999999995,843.75,tp,13,1,6,19,10,23,16,17,8,21,15,5,7,11,9,4,3,22,14,2,20,18,0,12,0,22
03b96f209,16,4,30.9333,3093.75,32.768,4593.75,tp,16,19,23,13,7,3,10,17,11,21,6,15,12,1,5,22,14,2,4,9,18,20,8,0,0,23
03d77fede,0,1,44.4107,5906.25,45.2053,8250.0,tp,18,0,12,3,23,15,14,7,4,9,8,1,22,2,19,5,16,11,21,13,10,20,17,6,1,1
043356ff8,18,1,0.1227,3187.5,0.816,5062.5,tp,18,13,0,12,23,4,8,3,9,1,21,2,19,15,14,17,10,7,6,22,5,16,20,11,0,2
04d6b1fc1,17,4,4.7307,1406.25,7.3387,3937.5,tp,17,6,9,3,11,15,20,18,14,1,4,21,13,7,12,23,19,22,2,16,0,5,8,10,0,20
05f8c0f2f,4,1,26.5867,2343.75,28.4427,4218.75,tp,18,21,12,4,3,8,13,2,0,14,1,23,15,9,20,16,6,22,17,7,11,5,19,10,3,8
06c44d203,3,1,1.28,1031.25,2.0213,2812.5,tp,22,6,7,23,17,10,5,15,1,16,19,3,9,2,21,20,18,11,4,0,12,14,13,8,11,19
078788674,15,1,41.36,93.75,44.70399999999999,1125.0,tp,15,3,8,21,1,12,14,7,2,6,22,18,13,11,23,9,16,5,19,17,10,0,20,4,0,21
07d1687e0,8,1,0.064,3750.0,4.1867,5531.25,tp,8,0,18,15,4,16,13,23,3,1,21,12,5,7,22,9,2,14,17,6,19,11,20,10,0,1
07dcf40f7,10,1,27.237,947.461,29.6809,10852.7,tp,10,23,17,6,5,3,15,7,1,19,16,21,14,2,9,22,0,20,11,13,12,4,18,8,0,16
08db743d0,16,4,38.3787,3093.75,40.2133,4593.75,tp,16,1,3,7,13,10,12,14,2,11,19,6,15,22,0,23,18,5,17,21,8,9,4,20,0,14
090ae427d,7,1,26.1387,4687.5,29.28,11437.5,tp,7,0,5,14,6,22,10,18,20,11,3,1,16,12,15,17,19,8,21,2,9,23,4,13,0,1
09315d9bf,22,1,49.696000000000005,10687.5,51.3013,13687.5,tp,22,5,19,6,23,12,9,15,7,0,16,14,4,18,21,11,3,10,13,2,1,20,17,8,0,9
0b3ef9c4e,6,1,44.3733,562.5,46.5173,4406.25,tp,6,11,5,10,7,20,17,22,3,19,0,15,14,9,23,2,16,12,1,4,13,21,18,8,0,10
0c2124550,21,1,18.2293,3281.25,19.3227,4125.0,tp,21,8,4,5,6,16,1,13,14,3,18,12,11,0,19,9,2,17,15,22,20,23,10,7,0,13
0c48ed342,17,1,50.032,1312.5,56.4853,3937.5,tp,11,7,17,10,3,20,6,23,15,12,9,16,0,5,19,2,14,18,4,1,13,22,21,8,2,12
0c936a1d4,17,4,48.2453,1406.25,50.8533,3937.5,tp,17,6,15,7,3,22,0,9,10,5,23,20,2,13,11,12,18,21,19,14,1,8,4,16,0,6
0cb4632d6,13,1,47.1467,93.75,47.7707,843.75,tp,13,18,4,3,21,12,23,17,15,10,19,6,1,0,9,14,8,2,5,7,20,22,16,11,0,13
0e799da44,18,1,24.6027,3187.5,25.296,5062.5,tp,4,18,21,8,1,3,14,12,13,16,11,17,23,0,6,22,9,20,15,2,19,5,7,10,1,13
103db6411,20,1,22.3573,1312.5,27.7387,6093.75,tp,20,11,17,5,3,6,14,22,9,12,15,18,7,19,2,13,16,10,23,4,1,21,0,8,0,22
11bafff5d,23,1,22.6278,7235.16,28.7115,11283.4,tp,10,23,0,7,22,6,17,19,1,5,11,2,15,16,13,3,9,14,20,21,18,12,8,4,1,2
11c2c02e5,15,1,17.6587,93.75,21.0027,1125.0,tp,15,7,10,3,17,22,20,11,23,6,12,19,9,5,16,14,2,1,18,13,0,8,4,21,0,20
11c2c02e5,15,1,14.8427,93.75,18.1867,1125.0,tp,15,7,10,3,17,22,20,11,23,6,12,19,9,5,16,14,2,1,18,13,0,8,4,21,0,20
1263c23c8,17,1,38.9013,1312.5,45.3547,3937.5,tp,17,15,3,23,9,2,18,13,22,4,0,7,14,6,12,1,20,10,21,19,16,8,5,11,0,10
13511f7bd,1,1,8.256,3843.75,9.152000000000001,5625.0,tp,15,1,23,3,6,0,13,7,9,22,12,14,2,21,11,16,19,8,5,18,10,4,17,20,1,5
13f64f898,1,1,35.4613,3843.75,36.3573,5625.0,tp,1,3,13,2,7,15,14,16,19,5,23,21,17,12,22,11,18,6,9,0,20,8,10,4,0,19
