recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-5.558879852294922,-4.128210067749023,-3.626955986022949,-5.532494068145752,-10.399703025817871,-7.682901382446289,-4.602733612060547,-4.729169845581055,-8.598246574401855,-7.324909210205078,-7.619245529174805,-7.410280704498291,1.00811767578125,-9.18597412109375,-7.850774765014648,-7.937869071960449,-6.414371490478516,-9.794793128967285,-4.330072402954102,-7.14829158782959,-8.008611679077148,-7.676353454589844,-5.299674987792969,-4.9348835945129395
003bc2cb2,-4.164271354675293,-3.9510653018951416,-7.173165321350098,-6.102325916290283,-4.940103530883789,-2.8078222274780273,-3.474404811859131,-2.4617021083831787,-4.610405445098877,-5.09800386428833,-4.310493469238281,-4.828157424926758,-4.911349296569824,-3.6618926525115967,-5.614117622375488,-5.669685363769531,5.186842918395996,-5.161471366882324,-4.829935073852539,-5.507601737976074,-4.420537948608398,-3.2416019439697266,-5.108064651489258,-3.613093852996826
0061c037e,-4.9757843017578125,-4.528450965881348,-6.1614155769348145,-2.648949146270752,-9.224126815795898,-5.216869354248047,-7.007741451263428,0.024548709392547607,-11.30213451385498,-9.02605152130127,-7.240301132202148,-4.3452277183532715,-3.8622400760650635,-9.174763679504395,-7.595810890197754,-5.186197757720947,-5.009173393249512,-5.995547294616699,-5.885143280029297,-7.986261367797852,-1.743866205215454,-7.665657043457031,-6.364402770996094,-2.8345680236816406
010eb14d3,4.127325534820557,-8.175010681152344,-12.646445274353027,-14.489988327026367,-8.445760726928711,-9.323359489440918,-7.642426490783691,-6.925985813140869,-11.06085205078125,-8.754807472229004,-10.652155876159668,-10.974996566772461,-6.347370624542236,-7.060860633850098,-12.540863037109375,-15.247066497802734,-8.617755889892578,-11.842353820800781,-0.06899607181549072,-12.618891716003418,-7.605996608734131,-7.268738269805908,-8.181285858154297,-7.242585182189941
011318064,-7.305036544799805,-4.4753570556640625,-3.3448338508605957,-4.626298904418945,-9.815024375915527,-5.773490905761719,-2.7859973907470703,-3.082592010498047,-8.680817604064941,-6.758687973022461,-6.769630432128906,-3.1775970458984375,-7.509400367736816,-11.733156204223633,0.9167908430099487,0.9953956604003906,-5.847965717315674,-4.174095630645752,-2.8102831840515137,-5.876969814300537,-4.849143981933594,-7.014991283416748,-6.005171775817871,-4.8633270263671875
01307e693,-5.438119888305664,-5.535539627075195,-7.812925815582275,-0.031709909439086914,-7.850975036621094,-5.1586456298828125,-1.976839542388916,1.9800701141357422,-10.271219253540039,-6.749011039733887,-6.486379623413086,-1.820298194885254,-3.829141616821289,-8.578824043273926,-3.3491148948669434,3.4111974239349365,-4.682595252990723,-3.5470759868621826,-3.8326752185821533,-4.749628067016602,-3.8113303184509277,-7.275914192199707,-7.411550521850586,-4.547857284545898
013bd8b85,-5.099676132202148,-7.009609222412109,-8.602746963500977,-3.8662309646606445,-4.992367744445801,-3.396200180053711,-3.735987901687622,-2.2609903812408447,-6.180850982666016,-4.326991558074951,-3.5751593112945557,-6.409064292907715,4.152368068695068,-3.1549785137176514,-2.9534752368927,-4.8499040603637695,-4.8319854736328125,-6.031768798828125,-1.8966082334518433,-4.9416937828063965,-3.686859130859375,-3.6327219009399414,-6.8538360595703125,-0.9615938663482666
01812f522,-4.580439567565918,-4.960678577423096,-6.560452461242676,-0.5080371499061584,-9.328511238098145,-5.979063034057617,-3.771000623703003,-2.256542921066284,-9.49032211303711,-1.8899328708648682,-5.811933517456055,-0.5450716614723206,-3.6473045349121094,-7.934993743896484,-5.380042552947998,-3.706831932067871,-3.04805850982666,3.2221219539642334,-5.509598731994629,-6.698724746704102,1.5551085472106934,-7.108266830444336,-7.269189834594727,-2.6375226974487305
019db5220,-2.9648971557617188,-4.394723892211914,-3.860825300216675,-1.2714769840240479,-3.188728094100952,0.7131837010383606,-2.808722972869873,-2.457505702972412,-4.6658935546875,-3.986635684967041,-4.645378112792969,-5.5281982421875,-0.9633800983428955,-4.210655689239502,-3.2803783416748047,-4.145843029022217,-3.569474220275879,-5.181133270263672,-3.140115737915039,-4.279118061065674,-4.177039623260498,-4.396345615386963,0.14391577243804932,4.541233539581299
01bd97dd6,-4.646623134613037,-5.911004543304443,-5.90264892578125,-0.27215516567230225,-6.973824501037598,-5.089293956756592,-3.106490135192871,-3.3523366451263428,-8.713741302490234,-6.249381065368652,-6.922211647033691,-6.979000091552734,2.89157772064209,-8.68062686920166,-6.74420166015625,-6.505727291107178,-6.857417106628418,-9.66718864440918,-3.7941412925720215,-7.265119552612305,-4.9752421379089355,-6.265841484069824,-7.029508590698242,-1.6760038137435913
