data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,2531.25,003bec244,1.0,14,45.1307,44.544,7,14,23,11,1,3,10,5,0,20,15,9,16,6,19,22,12,17,8,2,18,13,4,21,1,8
tp,10852.7,947.461,009b760e6,1.0,10,52.5293,50.0854,6,10,9,5,21,11,23,19,17,4,22,3,18,2,14,20,12,0,13,1,7,8,16,15,1,17
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,0,8,18,23,12,4,9,1,2,7,3,5,17,10,14,21,15,6,13,19,16,22,20,11,0,0
tp,1125.0,93.75,015113cad,1.0,15,53.3973,50.0533,6,17,15,3,1,16,5,10,11,20,22,7,23,19,13,14,9,18,2,0,4,8,12,21,2,19
tp,4406.25,562.5,01b41f92b,1.0,6,46.38399999999999,44.24,6,10,9,11,5,3,22,17,1,23,2,4,20,16,18,21,19,14,13,15,7,0,12,8,0,21
tp,4593.75,3093.75,03b96f209,4.0,16,51.4667,49.632,16,19,3,17,1,0,10,7,9,11,20,6,2,15,13,21,14,4,23,5,12,18,22,8,0,5
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,11,7,17,23,3,10,15,9,16,19,20,6,14,1,5,0,22,2,18,13,12,4,8,21,1,15
tp,3000.0,468.75,05b9c974c,1.0,2,33.76,31.984,2,23,9,6,3,22,12,5,10,20,0,14,19,7,1,16,18,17,8,11,4,15,21,13,0,10
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,18,8,21,4,0,3,23,16,14,2,9,15,13,5,19,11,1,22,10,7,6,20,17,0,5
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,3,18,14,9,2,23,5,0,7,8,4,15,21,11,13,19,1,16,22,17,6,10,20,0,8
tp,5718.75,843.75,0ab6aa734,1.0,9,53.04,49.4773,9,1,3,21,7,17,13,12,14,4,16,18,0,23,8,22,11,10,15,2,5,19,6,20,0,12
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,11,9,10,6,14,5,23,20,3,17,19,7,15,16,12,22,18,2,1,0,8,4,13,21,9,19
