data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,11,6,5,7,3,10,15,0,9,14,12,19,2,4,22,18,16,17,1,20,21,13,8,0,8
tp,10852.7,947.461,0201197ec,1.0,10,45.8014,43.3575,10,12,5,11,20,23,16,3,7,9,14,8,22,0,6,21,4,1,2,15,19,13,18,17,0,13
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,18,1,3,4,9,23,12,21,14,8,13,16,15,7,2,11,19,20,10,5,6,22,17,0,0
tp,843.75,93.75,0297d886e,1.0,13,58.431999999999995,57.808,13,1,19,17,15,22,11,10,12,0,3,9,20,16,23,2,7,6,8,14,5,18,4,21,0,9
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,19,23,3,17,13,15,9,0,7,12,5,11,1,6,22,14,21,4,18,10,20,8,2,0,8
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,3,12,4,23,9,14,1,16,15,21,13,2,7,11,8,20,19,5,10,6,17,22,0,0
tp,5062.5,3187.5,043356ff8,1.0,18,0.816,0.1227,18,12,4,0,3,21,1,13,8,14,9,23,11,16,15,5,7,20,10,2,19,6,22,17,0,3
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,6,11,9,3,14,7,10,19,18,23,15,20,8,1,4,21,12,16,5,22,2,13,0,0,23
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,4,18,3,21,0,12,1,8,13,9,16,23,14,11,7,15,20,10,19,5,2,22,6,17,0,4
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,22,6,7,23,10,20,16,5,11,9,14,17,19,4,1,12,21,0,2,13,8,15,3,18,22,17
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,15,3,9,1,21,6,7,11,17,14,12,18,5,10,23,16,19,20,4,13,2,8,22,0,0,23
tp,5531.25,3750.0,07d1687e0,1.0,8,4.1867,0.064,0,8,18,1,4,3,9,21,16,12,13,23,19,20,5,2,14,10,7,15,22,11,6,17,1,0
tp,10852.7,947.461,07dcf40f7,1.0,10,29.6809,27.237,10,9,3,11,6,23,16,5,17,7,8,1,21,2,14,12,19,20,15,4,0,18,22,13,0,20
tp,4593.75,3093.75,08db743d0,4.0,16,40.2133,38.3787,16,1,3,9,12,11,7,18,8,15,6,0,10,14,23,5,21,20,17,13,19,22,2,4,0,11
tp,11437.5,4687.5,090ae427d,1.0,7,29.28,26.1387,0,7,5,1,3,2,14,18,10,22,23,16,9,6,20,11,19,12,15,21,17,4,8,13,1,0
tp,13687.5,10687.5,09315d9bf,1.0,22,51.3013,49.696000000000005,22,19,23,11,9,5,10,6,7,14,17,3,0,15,1,12,4,20,16,21,2,18,13,8,0,12
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,11,6,7,5,10,22,3,9,23,14,16,2,15,17,1,18,0,20,19,4,21,8,12,13,1,16
tp,4125.0,3281.25,0c2124550,1.0,21,19.3227,18.2293,21,8,4,18,1,16,14,13,0,3,23,10,9,6,11,5,12,19,2,7,22,20,15,17,0,8
tp,3937.5,1312.5,0c48ed342,1.0,17,56.4853,50.032,11,17,7,3,23,9,6,20,14,19,15,10,4,18,5,1,16,22,21,0,12,8,13,2,1,19
tp,3937.5,1406.25,0c936a1d4,4.0,17,50.8533,48.2453,15,17,3,7,11,23,6,0,5,9,10,14,22,18,19,4,1,20,8,16,2,21,12,13,1,7
tp,843.75,93.75,0cb4632d6,1.0,13,47.7707,47.1467,13,4,18,21,0,1,8,3,14,12,10,9,11,15,23,6,16,5,19,7,20,22,2,17,0,4
tp,5062.5,3187.5,0e799da44,1.0,18,25.296,24.6027,21,18,4,8,14,0,1,3,13,19,12,23,11,16,9,5,15,6,7,10,22,2,20,17,1,5
tp,6093.75,1312.5,103db6411,1.0,20,27.7387,22.3573,20,11,3,17,5,23,14,10,9,7,22,6,12,13,1,0,16,8,15,21,18,19,2,4,0,15
tp,11283.4,7235.16,11bafff5d,1.0,23,28.7115,22.6278,10,23,11,17,7,9,6,5,0,3,20,14,16,19,8,22,2,1,15,21,18,4,13,12,1,8
tp,1125.0,93.75,11c2c02e5,1.0,15,21.0027,17.6587,15,7,3,11,23,17,5,20,10,6,14,9,22,19,1,16,18,12,4,21,2,0,13,8,0,21
tp,1125.0,93.75,11c2c02e5,1.0,15,18.1867,14.8427,15,7,3,11,23,17,5,20,10,6,14,9,22,19,1,16,18,12,4,21,2,0,13,8,0,21
tp,3937.5,1312.5,1263c23c8,1.0,17,45.3547,38.9013,15,3,17,9,23,18,7,6,14,20,4,11,22,10,1,19,21,12,5,13,16,8,2,0,2,23
