recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
007f87ba2,12,1,39.135999999999996,562.5,42.272,3281.25,tp,20,11,19,17,6,7,10,15,2,22,16,9,14,5,23,13,0,1,8,21,3,4,12,18
0151b7d20,1,1,46.032,3843.75,46.928000000000004,5625.0,tp,17,18,11,15,20,8,6,22,2,23,19,10,7,5,0,12,21,14,9,4,13,3,16,1
02b9a8ab9,12,1,33.9093,562.5,37.0453,3281.25,tp,20,11,19,17,6,10,7,22,9,15,23,2,5,14,16,0,13,1,8,21,4,3,18,12
04975ecd8,19,1,54.38399999999999,281.25,55.93600000000001,2812.5,tp,21,6,2,11,18,0,10,13,8,20,12,4,15,22,9,1,17,16,14,23,7,3,5,19
053aeb7bd,23,4,0.9520000000000001,6459.96,8.8758,11627.9,tp,17,13,2,19,15,21,20,11,6,8,18,16,4,14,7,22,9,10,1,0,12,5,3,23
055088446,14,1,58.992,3750.0,59.263999999999996,6468.75,tp,11,10,12,20,0,22,16,19,17,23,18,5,9,15,13,6,2,7,3,1,4,8,21,14
055d22517,10,1,47.5835,947.461,50.0274,10852.7,tp,18,21,13,8,15,12,4,2,17,22,11,0,16,20,6,1,14,10,19,9,7,23,3,5
09a946316,23,1,50.4744,7235.16,56.558,11283.4,tp,18,21,2,16,8,13,20,11,1,12,15,14,17,0,6,3,19,7,9,4,10,22,5,23
0a9cdd8a5,7,1,22.2827,4687.5,25.424,11437.5,tp,18,13,21,8,4,19,0,2,1,12,6,17,16,9,15,11,10,20,22,5,14,3,7,23
0b2fa3f80,12,1,3.0133,562.5,6.1493,3281.25,tp,20,11,19,6,10,17,9,22,16,23,4,0,2,21,18,7,14,1,13,5,8,3,12,15
0d25045a9,1,1,47.2693,3843.75,48.1653,5625.0,tp,18,11,20,15,6,17,19,22,8,10,23,7,2,5,0,12,21,4,9,14,13,3,16,1
0fc62dd3c,18,1,9.6427,3187.5,10.335999999999999,5062.5,tp,19,11,20,16,22,10,17,7,6,2,15,14,21,5,13,8,23,3,4,9,12,1,18,0
100e4ddc9,2,1,1.2853,468.75,3.0613,3000.0,tp,11,19,10,6,17,13,4,16,20,7,0,21,23,18,8,5,1,22,12,15,9,14,3,2
119b154cc,15,1,3.7813,93.75,7.1253,1125.0,tp,18,8,21,19,4,0,10,22,2,12,13,6,5,16,20,11,1,9,17,14,23,3,7,15
147b41b13,7,1,35.4133,4687.5,38.5547,11437.5,tp,18,13,8,21,4,6,22,19,0,2,10,5,17,12,9,15,11,1,20,23,14,16,7,3
14f6cbe5c,3,1,53.6,1031.25,54.3413,2812.5,tp,18,6,0,4,21,2,13,8,9,1,22,12,10,5,11,14,17,20,23,3,19,16,15,7
1535d0c9b,9,1,4.6507,843.75,8.2133,5718.75,tp,18,8,21,19,4,0,2,22,11,12,10,1,16,5,13,14,20,23,7,6,3,9,17,15
16553d5cd,23,4,28.7405,6459.96,36.6643,11627.9,tp,13,17,2,19,15,21,10,8,6,11,22,20,18,16,5,4,9,14,0,7,1,12,3,23
178b835e3,16,4,21.2267,3093.75,23.0613,4593.75,tp,18,13,2,0,21,8,4,5,1,22,6,12,10,19,9,14,23,16,17,11,3,15,7,20
178b835e3,16,4,4.256,3093.75,6.0907,4593.75,tp,18,13,2,0,21,8,4,5,1,22,6,12,10,19,9,14,23,16,17,11,3,15,7,20
1aa00dc63,12,1,19.7867,562.5,22.9227,3281.25,tp,10,19,17,6,11,2,13,21,8,18,22,20,5,0,9,4,15,14,16,1,7,12,3,23
1aef4f8ff,14,1,47.152,2531.25,47.7387,5531.25,tp,11,20,10,19,17,16,9,15,23,5,22,7,6,12,0,13,2,1,3,18,4,8,14,21
1bd29a4bb,10,1,42.7886,947.461,45.2325,10852.7,tp,18,21,8,12,2,0,13,4,1,14,15,9,16,22,3,23,5,19,17,7,20,6,10,11
1e469c124,15,1,28.1493,93.75,31.4933,1125.0,tp,19,11,10,4,21,16,18,8,23,1,6,5,17,12,0,14,13,22,20,9,7,3,15,2
1f2260885,11,1,7.0531,1808.79,8.1908,5684.77,tp,18,2,0,13,21,1,5,8,12,4,22,14,9,15,16,19,23,3,10,17,20,6,7,11
2026bced7,12,1,49.8987,562.5,53.0347,3281.25,tp,20,11,17,19,6,7,9,15,10,14,2,16,23,22,13,5,0,1,21,4,3,8,18,12
20be88a43,6,1,12.9653,562.5,14.9867,3187.5,tp,21,2,8,13,12,22,18,15,5,14,19,1,4,16,9,0,23,3,10,17,7,20,11,6
22da462f9,1,1,8.816,3843.75,9.712,5625.0,tp,11,20,10,19,17,22,5,15,23,2,6,0,7,12,18,16,8,9,13,3,4,21,14,1
2393b59e0,23,1,31.4688,7235.16,37.5525,11283.4,tp,18,21,8,4,0,12,19,16,20,6,22,17,13,1,11,2,9,5,14,7,3,23,15,10
247aeccaf,9,1,19.7227,843.75,23.2853,5718.75,tp,18,21,13,8,4,2,15,19,12,22,16,0,1,20,14,5,11,7,23,17,3,6,9,10
25218b040,8,1,6.2827,3750.0,10.4053,5531.25,tp,11,20,10,17,7,19,9,23,2,16,15,22,5,6,12,0,3,1,13,18,14,4,8,21
25c229018,6,1,6.5013,562.5,8.6453,4406.25,tp,15,2,21,13,8,18,12,22,4,1,0,14,19,7,17,16,20,23,10,9,11,5,3,6
266e8b635,6,1,42.8427,562.5,44.9867,4406.25,tp,2,21,5,8,22,13,12,14,15,16,19,1,18,0,3,9,23,4,20,17,7,10,11,6
275a0fc0c,15,1,35.4667,93.75,38.8107,1125.0,tp,18,19,0,6,22,21,8,9,4,10,5,2,17,13,1,11,12,20,23,14,16,3,7,15
27c146a88,17,4,26.7733,1312.5,29.3067,7406.25,tp,18,0,6,2,13,9,4,22,21,8,5,19,10,12,17,1,14,23,20,11,3,15,7,16
27c78408d,19,1,14.128,281.25,15.68,2812.5,tp,21,0,2,18,6,22,12,8,11,4,15,10,13,20,9,1,17,5,23,16,14,7,3,19
28d37d1de,22,1,35.8347,10687.5,37.44,13687.5,tp,18,13,21,8,16,4,12,2,15,19,0,1,17,7,9,14,10,20,23,11,5,3,6,22
295f49a04,10,1,38.0401,947.461,40.484,10852.7,tp,21,4,0,1,18,13,12,16,8,9,6,19,22,20,11,17,2,15,23,5,3,14,7,10
2a1bb0557,14,1,3.696,3750.0,3.968,6468.75,tp,11,20,12,10,0,22,23,18,16,19,15,17,5,2,9,13,6,7,3,1,4,8,21,14
2a94d4b86,23,1,24.1488,7235.16,30.2324,11283.4,tp,13,2,19,0,22,21,15,8,18,5,12,1,4,10,11,14,6,17,20,16,9,7,3,23
2ef429016,4,1,38.7787,2343.75,40.6347,4218.75,tp,11,20,19,7,10,5,22,16,2,17,6,23,15,14,9,13,8,0,3,1,21,12,4,18
2f594b20f,15,1,40.0427,93.75,43.3867,1125.0,tp,18,8,19,21,0,22,4,16,12,2,1,20,23,10,5,9,13,17,11,7,14,3,6,15
