recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
007f87ba2,12,1,39.135999999999996,562.5,42.272,3281.25,tp,4,3,21,18,12,1,8,13,0,6,5,14,9,11,7,15,19,2,20,23,16,10,17,22,4,8
0151b7d20,1,1,46.032,3843.75,46.928000000000004,5625.0,tp,1,5,3,7,16,4,21,0,18,14,9,12,19,13,20,11,23,17,10,2,8,6,22,15,0,7
02b9a8ab9,12,1,33.9093,562.5,37.0453,3281.25,tp,12,18,4,3,13,1,0,21,23,8,5,16,9,15,20,6,10,19,11,14,7,2,17,22,0,6
04975ecd8,19,1,54.38399999999999,281.25,55.93600000000001,2812.5,tp,19,7,23,3,20,17,6,11,14,2,1,15,4,9,5,12,16,22,21,10,0,18,8,13,0,20
053aeb7bd,23,4,0.9520000000000001,6459.96,8.8758,11627.9,tp,23,12,18,3,5,0,4,7,8,14,13,10,21,9,1,22,15,20,6,19,16,17,2,11,0,5
055088446,14,1,58.992,3750.0,59.263999999999996,6468.75,tp,21,14,8,18,4,13,6,1,7,20,10,15,19,9,3,11,2,0,12,17,16,23,5,22,1,17
055d22517,10,1,47.5835,947.461,50.0274,10852.7,tp,3,23,5,19,6,9,20,11,7,14,21,10,18,1,15,16,2,12,4,0,22,17,8,13,11,19
09a946316,23,1,50.4744,7235.16,56.558,11283.4,tp,23,5,7,20,22,11,9,10,17,15,3,6,1,19,4,16,2,12,21,18,0,14,13,8,0,20
0a9cdd8a5,7,1,22.2827,4687.5,25.424,11437.5,tp,20,7,23,3,14,11,15,10,17,19,22,12,6,1,9,16,5,0,4,21,18,2,8,13,1,17
0b2fa3f80,12,1,3.0133,562.5,6.1493,3281.25,tp,15,8,12,3,18,21,13,0,1,14,19,22,4,7,23,16,20,17,5,11,2,9,6,10,2,7
