recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
00b404881,8,1,0.0747,3750.0,4.1973,5531.25,tp,21,8,4,14,18,13,3,12,1,5,19,23,22,10,9,0,7,2,16,11,15,6,17,20,1,15
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,4,21,18,13,8,0,3,12,9,14,1,10,5,23,6,22,7,19,2,15,17,16,20,11,2,5
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,tp,15,11,23,10,7,6,17,20,3,14,5,22,9,16,13,19,2,1,4,0,12,18,8,21,1,19
0313e82cf,16,4,21.471999999999998,3093.75,23.3067,4593.75,tp,16,1,3,13,12,8,15,7,17,14,0,10,19,2,5,20,22,6,11,21,9,4,18,23,0,10
0509303a5,6,1,23.7013,562.5,25.8453,4406.25,tp,6,11,10,7,17,20,9,14,15,1,0,4,3,18,13,2,16,23,12,8,5,19,22,21,0,10
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,21,7,3,8,9,11,4,23,1,10,15,17,18,22,13,5,6,19,2,16,20,12,0,9,23
133001416,3,1,14.88,1031.25,15.6213,2812.5,tp,20,3,17,5,7,11,16,0,6,9,23,10,1,15,12,22,2,14,18,8,19,4,13,21,1,7
1383208d3,10,1,50.4744,947.461,52.9183,10852.7,tp,23,10,5,20,7,3,11,16,22,19,17,4,15,14,2,9,8,12,1,0,13,6,18,21,1,19
141675c80,1,1,54.6933,3843.75,55.5893,5625.0,tp,21,14,8,4,3,1,13,18,5,0,9,12,23,16,7,2,22,10,19,6,15,11,17,20,5,9
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,1,3,2,15,0,5,13,7,8,14,17,23,9,16,6,19,18,20,10,11,4,22,12,21,0,4
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5,tp,4,18,21,13,8,3,0,9,12,14,1,6,10,23,5,22,7,19,17,2,15,16,20,11,1,6
160add406,23,4,18.6805,6459.96,26.6043,11627.9,tp,23,5,3,16,20,7,10,17,22,11,1,14,4,6,15,0,9,2,12,19,8,18,21,13,0,15
160b70831,2,1,1.9413,468.75,3.7173,3000.0,tp,2,12,3,16,18,0,19,5,8,7,9,1,14,6,4,17,22,10,23,20,15,11,21,13,0,5
16fc37168,1,1,29.36,3843.75,30.256,5625.0,tp,0,18,3,8,1,12,5,4,13,21,14,16,2,9,7,23,22,10,19,15,6,17,20,11,4,0
16ffcf223,14,1,16.9973,2812.5,17.92,4406.25,tp,14,21,7,3,1,4,9,8,23,11,10,15,13,22,18,2,17,5,19,6,20,16,12,0,0,23
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5,tp,22,23,5,3,10,15,4,20,7,16,14,17,1,8,12,2,13,21,19,11,9,0,18,6,0,21
17ca62c97,4,1,32.9173,2343.75,34.7733,4218.75,tp,4,18,21,13,8,0,3,9,12,14,6,1,10,5,23,22,17,19,2,7,15,20,16,11,0,5
