data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,3281.25,562.5,007f87ba2,1.0,12,42.272,39.135999999999996,18,4,3,12,21,1,13,5,0,8,23,10,14,22,16,11,2,7,19,9,20,15,17,6,3,8
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,1,3,18,0,16,4,13,12,21,5,22,10,23,20,19,8,9,11,7,2,15,17,14,6,0,3
tp,3281.25,562.5,02b9a8ab9,1.0,12,37.0453,33.9093,3,12,18,4,0,1,13,21,5,16,23,8,22,7,11,2,9,20,14,15,19,10,17,6,1,4
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,7,19,15,11,2,23,3,20,9,1,14,10,17,22,6,12,16,0,5,8,4,21,13,18,1,17
tp,11627.9,6459.96,053aeb7bd,4.0,23,8.8758,0.9520000000000001,23,5,12,18,3,0,7,2,9,13,19,8,20,22,4,1,10,16,15,17,11,21,6,14,0,5
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,14,21,8,1,3,16,5,7,13,18,2,23,11,15,19,12,4,20,0,22,10,9,6,17,0,18
tp,10852.7,947.461,055d22517,1.0,10,50.0274,47.5835,3,23,10,7,17,12,18,19,22,6,11,20,5,0,2,14,15,9,1,16,21,8,13,4,2,13
tp,11283.4,7235.16,09a946316,1.0,23,56.558,50.4744,23,7,4,5,10,13,22,20,2,11,6,15,17,3,1,18,0,19,12,9,8,21,14,16,0,16
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,23,20,11,15,22,3,10,17,5,14,19,9,16,12,1,2,0,6,21,18,8,13,4,0,17
tp,3281.25,562.5,0b2fa3f80,1.0,12,6.1493,3.0133,12,8,3,15,5,21,18,0,14,7,20,23,2,19,13,9,1,22,16,11,17,10,4,6,0,7
tp,5625.0,3843.75,0d25045a9,1.0,1,48.1653,47.2693,1,3,14,23,20,22,2,10,19,7,9,6,0,11,5,16,12,13,18,21,15,17,4,8,0,12
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,12,1,0,18,3,23,5,16,9,8,4,7,15,14,13,21,22,11,20,17,19,2,10,6,3,2
tp,3000.0,468.75,100e4ddc9,1.0,2,3.0613,1.2853,2,3,15,5,17,22,16,20,7,1,11,0,4,19,6,23,21,9,8,10,14,13,18,12,0,11
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,7,15,17,11,23,3,20,14,10,22,16,9,19,0,5,12,6,1,8,18,2,21,13,4,1,13
tp,11437.5,4687.5,147b41b13,1.0,7,38.5547,35.4133,7,3,11,23,20,17,14,15,12,16,10,19,22,5,0,1,8,9,2,21,18,6,13,4,0,14
tp,2812.5,1031.25,14f6cbe5c,1.0,3,54.3413,53.6,7,20,3,15,16,17,14,11,23,22,1,19,0,12,8,10,9,18,21,2,5,4,6,13,2,12
tp,5718.75,843.75,1535d0c9b,1.0,9,8.2133,4.6507,9,23,17,15,3,22,5,10,20,19,0,7,11,6,14,18,13,12,2,21,16,8,1,4,0,10
tp,11627.9,6459.96,16553d5cd,4.0,23,36.6643,28.7405,23,18,12,3,5,13,4,2,0,1,7,20,19,14,17,10,9,8,15,22,21,6,11,16,0,8
tp,4593.75,3093.75,178b835e3,4.0,16,23.0613,21.2267,20,15,7,3,16,17,4,14,8,0,12,5,23,21,6,19,11,9,18,13,1,2,10,22,4,9
tp,4593.75,3093.75,178b835e3,4.0,16,6.0907,4.256,20,15,7,3,16,17,4,14,8,0,12,5,23,21,6,19,11,9,18,13,1,2,10,22,4,9
tp,3281.25,562.5,1aa00dc63,1.0,12,22.9227,19.7867,23,3,12,7,16,14,21,1,18,9,8,5,0,20,4,11,22,13,2,15,19,17,10,6,2,12
tp,5531.25,2531.25,1aef4f8ff,1.0,14,47.7387,47.152,14,21,8,3,1,7,19,16,18,0,15,5,23,20,2,9,22,12,11,4,13,10,17,6,0,9
tp,10852.7,947.461,1bd29a4bb,1.0,10,45.2325,42.7886,11,10,7,17,20,3,23,6,22,15,21,19,8,13,9,5,0,2,18,4,12,14,1,16,1,16
