data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,5,21,14,1,6,18,4,10,9,8,15,23,7,13,20,3,17,19,12,22,16,11,0,2,16,22
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,0,22,18,8,12,3,23,1,16,15,9,5,4,13,2,21,7,6,19,14,10,17,20,11,0,0
tp,4593.75,3093.75,0313e82cf,4.0,16,23.3067,21.471999999999998,16,1,3,13,12,15,6,0,10,18,7,2,4,21,22,8,11,17,5,23,9,19,14,20,0,7
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,6,9,3,10,11,5,7,23,20,15,19,12,14,22,1,21,16,8,0,18,13,2,4,0,19
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,17,15,7,11,23,3,6,20,19,14,9,10,16,5,22,8,0,12,4,21,1,18,13,2,2,16
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,6,10,23,5,11,3,12,9,7,19,16,17,22,1,20,15,18,0,14,21,2,4,8,13,4,17
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,18,3,8,23,21,5,6,4,13,15,9,16,22,2,0,7,10,1,17,19,14,20,11,0,15
tp,8250.0,5906.25,06a0c48c9,1.0,0,58.016000000000005,57.2213,18,0,12,22,3,4,23,5,1,15,8,2,14,7,9,16,13,21,10,19,6,17,20,11,1,1
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,3,17,15,5,23,16,6,20,14,22,11,12,10,1,19,9,18,8,21,0,13,2,4,0,20
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,6,11,7,17,5,10,23,3,9,8,15,19,1,20,22,12,16,0,14,21,13,2,18,4,0,17
tp,5062.5,3187.5,0e799da44,1.0,18,25.296,24.6027,18,4,21,14,5,8,0,13,1,3,12,9,22,23,7,19,15,6,10,16,2,20,17,11,0,6
tp,6093.75,1312.5,103db6411,1.0,20,27.7387,22.3573,20,5,3,6,11,17,7,23,10,9,14,15,16,12,1,8,22,21,19,4,0,18,13,2,0,20
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,17,7,15,11,3,6,23,10,14,20,1,5,9,16,19,22,13,12,8,21,0,18,4,2,2,20
tp,11437.5,4687.5,147b41b13,1.0,7,38.5547,35.4133,7,3,14,16,23,1,15,5,10,17,6,12,20,21,11,22,8,0,9,13,18,19,4,2,0,17
tp,843.75,93.75,14dc5a39e,1.0,13,51.1307,50.5067,1,13,21,14,3,4,16,17,8,15,0,23,9,6,22,7,20,18,10,19,2,5,12,11,1,10
tp,4593.75,3093.75,158c5acb6,4.0,16,20.6773,18.8427,1,16,3,13,0,21,2,19,14,15,22,6,7,8,5,12,10,18,11,4,23,9,20,17,1,4
tp,5062.5,3187.5,15d9e6d8b,1.0,18,37.3387,36.6453,18,4,8,21,12,0,14,2,3,13,9,1,22,15,5,16,23,19,17,6,7,10,20,11,0,5
tp,11627.9,6459.96,160add406,4.0,23,10.9772,3.0534,23,3,6,12,9,5,10,17,18,16,1,7,20,14,4,15,22,21,11,19,0,8,2,13,0,20
tp,11627.9,6459.96,16553d5cd,4.0,23,36.6643,28.7405,23,12,3,18,5,15,7,4,14,6,21,1,0,22,9,16,10,8,20,13,17,19,2,11,0,12
tp,4593.75,3093.75,178b835e3,4.0,16,23.0613,21.2267,20,16,7,15,17,3,14,11,1,23,6,10,9,8,5,22,19,12,21,0,13,18,4,2,1,19
tp,4593.75,3093.75,17ca96791,4.0,16,15.4667,13.632,1,16,13,3,7,15,0,21,22,10,14,2,8,23,12,6,17,5,9,19,4,11,18,20,1,6
tp,13687.5,10687.5,184322f0e,1.0,22,56.4053,54.8,22,1,3,2,13,12,16,15,0,8,5,23,14,21,6,7,18,9,19,10,20,4,11,17,0,8
tp,13687.5,10687.5,1856bb5c2,1.0,22,38.0587,36.4533,23,22,11,19,5,6,3,9,17,7,10,12,4,20,1,16,13,8,15,14,21,2,0,18,1,22
tp,3281.25,562.5,19442bf58,1.0,12,4.6293,1.4933,12,3,8,4,18,23,5,13,15,21,7,16,19,1,2,6,22,20,0,9,17,14,10,11,0,18
tp,11437.5,4687.5,1a5fb3223,1.0,7,59.9307,56.7893,15,7,23,14,3,13,6,1,12,17,22,4,5,2,20,18,8,0,21,10,11,19,16,9,1,17
tp,11627.9,6459.96,1aa00dc63,4.0,23,49.1566,41.2328,12,3,23,7,0,16,18,1,13,9,5,15,10,14,17,6,22,21,20,8,19,4,2,11,2,4
tp,1125.0,93.75,1e469c124,1.0,15,31.4933,28.1493,15,2,3,13,22,18,20,7,12,19,5,14,16,8,4,0,6,21,11,10,1,23,17,9,0,15
tp,5062.5,3187.5,1fb41e1c4,1.0,18,14.5653,13.872,18,12,0,3,2,4,22,23,14,21,8,5,9,1,13,15,19,6,7,10,16,20,17,11,0,2
tp,4593.75,3093.75,1fbc39373,4.0,16,36.2293,34.3947,16,1,3,7,17,18,13,15,12,4,5,22,14,0,2,10,6,8,23,11,21,19,9,20,0,13
tp,5531.25,3750.0,21c9f1ba3,1.0,8,15.9573,11.8347,8,4,18,21,13,0,16,12,1,22,5,3,14,10,15,23,9,7,6,19,2,17,11,20,0,5
tp,5531.25,3750.0,25218b040,1.0,8,10.4053,6.2827,21,8,4,18,14,13,1,19,12,23,6,22,9,17,16,5,0,2,10,20,3,15,7,11,1,16
tp,7406.25,1312.5,27c146a88,4.0,17,29.3067,26.7733,7,15,3,5,16,17,23,6,22,14,19,10,11,12,20,18,1,8,9,21,0,13,4,2,5,20
tp,10852.7,947.461,295f49a04,1.0,10,40.484,38.0401,10,5,23,12,7,8,1,15,22,13,3,0,16,4,6,19,18,17,11,20,21,2,9,14,0,11
tp,10406.2,4781.25,2a7ed55d4,1.0,5,9.6533,7.3013,5,23,3,15,8,20,6,10,12,1,16,7,21,22,0,4,17,13,9,14,19,18,2,11,0,14
tp,2812.5,1031.25,2bcddf9a5,1.0,3,21.7173,20.976,5,23,2,3,6,12,10,7,19,15,20,9,14,8,16,0,18,22,17,1,11,21,4,13,3,15
tp,10406.2,4781.25,2bcddf9a5,1.0,5,18.8213,16.4693,5,23,2,3,6,12,10,7,19,15,20,9,14,8,16,0,18,22,17,1,11,21,4,13,0,15
tp,5684.77,1808.79,2cd09cfab,1.0,11,58.5317,57.3939,11,6,17,7,5,3,10,20,16,23,9,19,15,1,12,22,8,14,21,0,13,18,4,2,0,19
tp,2812.5,281.25,2d09eb065,1.0,19,47.1147,45.5627,17,19,15,3,11,7,9,6,20,14,23,13,8,16,2,21,22,0,4,1,5,12,10,18,1,17
tp,1125.0,93.75,2d09eb065,1.0,15,10.352,7.007999999999999,17,19,15,3,11,7,9,6,20,14,23,13,8,16,2,21,22,0,4,1,5,12,10,18,2,17
tp,4125.0,3281.25,2dacf9479,1.0,21,49.7813,48.688,8,21,1,4,13,0,22,14,16,23,5,18,19,20,6,12,10,9,15,17,3,2,7,11,1,5
tp,3000.0,468.75,2dc763e67,1.0,2,27.9253,26.1493,2,15,3,5,22,18,8,16,14,7,4,21,10,12,1,20,23,19,13,11,17,0,6,9,0,21
tp,843.75,93.75,2df1f109b,1.0,13,8.6507,8.0267,13,1,16,3,5,15,10,22,14,12,2,19,11,7,8,0,6,23,17,9,21,20,18,4,0,15
tp,7500.0,5906.25,2e40b2294,1.0,0,58.0213,56.7307,0,3,12,23,18,5,6,1,7,22,9,15,2,14,8,20,10,19,16,21,13,4,11,17,0,0
tp,11627.9,6459.96,2e698aba5,4.0,23,11.9467,4.0229,23,12,3,5,6,10,9,15,7,18,1,4,14,16,20,22,17,0,21,19,2,8,13,11,0,17
tp,2812.5,1031.25,2eb098e76,1.0,3,29.296,28.5547,2,15,3,22,13,1,8,23,5,16,4,21,19,14,6,0,18,20,7,12,17,10,11,9,2,15
tp,3000.0,468.75,2eb098e76,1.0,2,26.7413,24.9653,2,15,3,22,13,1,8,23,5,16,4,21,19,14,6,0,18,20,7,12,17,10,11,9,0,15
tp,1125.0,93.75,2f594b20f,1.0,15,43.3867,40.0427,15,3,7,14,13,23,20,18,5,6,12,21,22,17,11,4,1,19,9,2,8,16,0,10,0,22
tp,1125.0,93.75,2febbdfc5,1.0,15,18.8053,15.4613,15,7,16,3,17,5,22,23,14,6,13,1,8,20,10,12,11,19,18,4,2,21,0,9,0,22
tp,1125.0,93.75,2ffaa6c02,1.0,15,56.6613,53.3173,17,15,11,6,7,3,19,20,14,23,9,16,8,22,1,21,13,4,5,12,10,18,0,2,1,22
tp,5625.0,3843.75,304141997,1.0,1,40.9653,40.0693,1,13,16,21,14,3,0,4,7,15,6,17,8,20,10,23,12,22,9,5,2,19,18,11,0,6
tp,2812.5,281.25,306f98294,1.0,19,11.8453,10.2933,16,19,1,3,13,12,21,6,14,2,11,15,8,18,4,5,10,23,7,22,0,9,20,17,1,20
tp,843.75,93.75,30cd416ed,1.0,13,47.3013,46.6773,13,4,21,18,3,1,8,12,15,9,16,23,10,17,22,14,19,0,2,6,7,5,20,11,0,17
tp,5718.75,2343.75,321c09a90,1.0,20,59.5733,56.1333,22,20,7,5,23,15,3,16,11,12,10,17,6,8,1,0,14,19,13,21,18,9,4,2,1,15
tp,5684.77,1808.79,3346f84ee,1.0,11,37.1926,36.0548,11,7,6,17,3,15,23,20,19,14,10,9,5,16,8,12,1,21,22,0,13,18,4,2,0,19
tp,11627.9,6459.96,34340b225,4.0,23,23.7888,15.865,23,5,12,3,18,7,8,4,15,0,13,14,22,10,1,19,16,21,2,6,17,20,9,11,0,9
tp,8250.0,5906.25,349095631,1.0,0,29.2267,28.432,0,9,18,12,3,22,1,8,17,2,13,15,4,19,21,7,5,23,16,10,14,6,20,11,0,0
tp,843.75,93.75,352056163,1.0,13,33.4827,32.8587,13,21,1,18,4,14,3,12,8,9,23,0,22,15,5,10,7,16,6,19,17,2,20,11,0,11
tp,5062.5,3187.5,356b93991,1.0,18,8.16,7.4667,18,4,8,12,3,21,0,13,2,1,5,14,16,22,7,9,10,6,23,15,19,17,20,11,0,6
tp,2812.5,1031.25,368be0579,1.0,3,55.9733,55.232,7,14,23,3,9,1,17,22,20,15,16,10,6,12,0,21,18,5,11,13,8,19,4,2,3,14
tp,11283.4,7235.16,37b6d1db9,1.0,23,49.4817,43.3981,23,5,12,10,6,4,1,15,3,7,16,17,13,22,20,14,18,21,11,8,0,2,9,19,0,20
tp,3000.0,468.75,3a1293df5,1.0,2,32.8213,31.0453,22,2,15,3,8,16,4,13,0,23,10,1,20,5,18,21,19,12,14,11,17,7,6,9,1,8
tp,10406.2,4781.25,3ac6f246a,1.0,5,6.6507,4.2987,5,10,23,3,6,11,7,16,12,18,17,8,19,20,14,9,15,21,4,22,1,0,13,2,0,21
tp,5684.77,1808.79,3bb222791,1.0,11,2.293,1.1552,7,11,23,20,6,17,5,10,3,14,9,15,19,22,16,18,21,8,12,0,1,4,13,2,1,19
tp,5531.25,3750.0,3c443fa6e,1.0,8,58.4373,54.3147,8,21,4,18,1,14,13,22,12,5,23,9,16,0,3,15,6,20,10,17,19,7,2,11,0,13
tp,3937.5,1312.5,3c621e663,1.0,17,9.2587,2.8053,17,9,3,15,19,20,14,7,0,8,21,13,4,5,16,1,11,22,18,6,10,23,12,2,0,8
tp,4125.0,3281.25,3ca3a1b6a,1.0,21,22.448,21.3547,8,21,4,13,14,18,0,23,1,12,22,6,9,5,16,19,2,17,10,20,15,3,7,11,1,6
tp,13687.5,10687.5,3d28b6a6b,1.0,22,49.0667,47.4613,22,8,21,12,4,18,5,13,3,23,1,0,7,16,15,14,9,10,6,19,17,20,2,11,0,11
tp,4125.0,3281.25,3dc230571,1.0,21,21.0827,19.9893,21,8,4,13,14,23,18,12,0,1,22,6,19,5,16,2,9,17,10,20,3,15,7,11,0,8
tp,2812.5,281.25,400b7210c,1.0,19,48.176,46.623999999999995,17,7,19,3,20,15,9,23,11,14,16,6,10,1,13,8,12,21,5,22,4,0,2,18,2,21
tp,6093.75,1312.5,408314767,1.0,20,54.7467,49.3653,20,17,3,16,1,7,9,13,14,2,8,21,4,23,0,10,19,11,6,15,22,5,12,18,0,14
tp,3000.0,468.75,41829d963,1.0,2,6.0693,4.2933,2,18,3,14,12,4,5,22,10,7,15,16,8,1,19,0,23,20,21,17,13,9,11,6,0,15
tp,843.75,93.75,419259ac2,1.0,13,55.12,54.496,13,21,14,15,3,12,4,5,19,8,22,1,18,23,16,7,17,9,2,10,6,20,11,0,0,23
tp,11283.4,7235.16,4621de448,1.0,23,27.208000000000002,21.1244,23,3,2,5,18,6,12,9,15,17,7,10,1,21,16,14,19,22,20,0,4,8,13,11,0,19
tp,3281.25,562.5,471bb3a84,1.0,12,31.1733,28.0373,12,18,3,23,2,6,5,15,9,8,21,7,10,13,16,22,4,20,19,17,14,1,11,0,0,23
tp,5684.77,1808.79,473cac467,1.0,11,10.1645,9.0268,7,11,15,17,3,14,20,6,23,9,10,19,5,12,21,18,16,8,1,22,4,0,13,2,1,21
tp,4406.25,2812.5,47f2eb3b8,1.0,14,9.4933,8.5707,14,21,1,4,18,8,13,23,16,0,20,10,7,5,22,12,17,3,9,2,6,19,15,11,0,9
tp,5625.0,3843.75,48b7f6cde,1.0,1,13.2107,12.3147,1,21,4,14,13,8,18,3,16,9,17,15,22,0,23,7,20,6,10,2,19,12,5,11,0,13
tp,4593.75,3093.75,49b80ec61,4.0,16,26.1013,24.2667,1,16,3,13,21,7,2,0,15,14,10,22,6,4,5,12,19,18,8,11,23,9,17,20,1,7
tp,5250.0,1125.0,4a0ca83ec,1.0,9,23.6373,20.831999999999997,9,3,17,7,15,6,5,23,14,12,11,20,19,18,21,22,1,10,2,8,13,16,0,4,0,22
tp,10852.7,947.461,4afa51495,1.0,10,51.943000000000005,49.4991,10,7,23,5,3,1,6,15,9,17,22,14,12,16,20,11,19,0,18,21,13,8,4,2,0,17
tp,4218.75,2343.75,4b406a1bc,1.0,4,12.6187,10.7627,4,21,1,18,3,13,8,0,9,14,22,12,23,6,16,20,17,15,2,10,19,7,5,11,0,7
tp,4406.25,562.5,4bb31c8c1,1.0,6,47.3653,45.2213,6,5,21,3,14,23,10,15,12,1,20,9,7,18,8,4,16,0,19,13,22,17,11,2,0,17
tp,5062.5,3187.5,4bb6b8a81,1.0,18,37.0987,36.4053,14,18,21,7,4,20,3,1,2,12,15,5,0,16,23,22,11,9,13,17,6,19,8,10,1,12
tp,10406.2,4781.25,4c010ec47,1.0,5,37.5573,35.2053,5,6,10,23,3,12,9,20,11,7,15,18,17,19,22,1,14,16,2,4,21,8,0,13,0,22
tp,3281.25,562.5,4c845907b,1.0,12,43.504,40.368,18,0,12,3,22,4,23,14,8,2,5,1,9,15,21,13,16,7,6,10,19,20,17,11,2,1
tp,5625.0,3843.75,4e2898673,1.0,1,11.2853,10.3893,1,21,16,8,3,14,13,4,20,12,23,15,10,5,6,7,19,17,0,9,18,22,2,11,0,18
tp,11627.9,6459.96,4ef096b89,4.0,23,20.4219,12.4981,23,3,12,6,5,9,18,14,15,1,7,17,13,16,4,11,10,2,22,20,21,8,0,19,0,22
tp,8250.0,5906.25,50f616a04,1.0,0,45.84,45.0453,0,8,18,10,22,2,5,20,11,13,6,19,7,12,17,1,23,3,21,4,15,14,9,16,0,0
tp,10852.7,947.461,51319c540,1.0,10,7.4652,5.0213,10,23,6,5,15,3,12,13,22,1,8,7,2,4,21,0,16,14,17,11,9,20,19,18,0,15
tp,2812.5,1031.25,5280a7fe9,1.0,3,47.2213,46.48,1,21,3,14,18,13,4,8,12,15,16,0,9,22,23,5,6,2,7,17,19,10,20,11,2,11
