data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,12,5,3,10,6,11,20,16,9,13,7,2,15,17,19,0,14,21,22,18,1,8,4,0,16
tp,5531.25,3750.0,00b404881,1.0,8,4.1973,0.0747,21,8,12,14,5,18,0,1,3,4,13,20,7,10,16,23,2,22,15,17,6,11,19,9,1,6
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,1,13,9,3,12,16,18,0,15,20,17,6,11,7,23,22,8,5,10,19,2,14,21,4,0,7
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,11,20,7,10,23,17,6,22,0,5,3,19,2,16,18,12,8,9,15,1,14,21,13,4,2,8
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,18,8,1,3,22,12,23,10,15,9,5,2,7,16,11,21,4,13,14,6,20,17,19,0,0
tp,5684.77,1808.79,0295e3234,1.0,11,6.2984,5.1606,15,23,11,17,3,7,20,0,2,6,10,22,18,12,9,14,5,8,21,16,13,19,1,4,2,7
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,22,12,23,5,8,3,10,7,11,9,21,4,14,16,2,15,1,17,13,6,20,19,0,0
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,13,1,15,3,6,23,10,9,11,20,5,16,12,7,22,17,14,19,21,2,0,8,18,4,3,20
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,22,6,10,23,7,17,5,20,19,3,11,15,0,16,12,9,4,2,13,21,8,18,14,1,9,12
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,15,3,7,14,23,8,17,6,2,11,5,9,10,13,16,21,12,18,20,0,1,22,19,4,0,19
tp,11437.5,4687.5,090ae427d,1.0,7,29.28,26.1387,7,0,22,3,5,18,14,15,9,11,17,1,23,16,19,8,12,2,6,10,20,13,21,4,0,1
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,3,0,23,5,11,18,8,17,7,15,9,10,2,20,1,13,6,16,21,14,22,19,4,0,2
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,5,10,3,6,11,17,12,20,18,0,4,9,13,15,22,1,8,7,2,21,14,16,0,11
tp,843.75,93.75,0cb4632d6,1.0,13,47.7707,47.1467,13,4,8,18,21,1,0,12,10,15,2,3,6,17,22,14,5,23,16,9,11,7,20,19,0,6
tp,3000.0,468.75,0e034f968,1.0,2,3.6693,1.8933,2,3,15,5,18,4,13,17,9,1,14,19,23,8,16,0,22,7,11,21,6,20,12,10,0,15
tp,3000.0,468.75,0e2e4ac19,1.0,2,46.336000000000006,44.56,2,3,23,5,15,4,22,11,16,13,19,17,18,6,7,9,20,10,8,0,21,14,12,1,0,19
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,3,23,5,0,7,12,15,11,14,9,18,20,6,10,2,17,21,8,22,1,13,16,19,4,0,3
tp,5062.5,3187.5,10dae79ed,1.0,18,30.8853,30.191999999999997,18,0,12,3,4,1,21,5,10,14,16,17,2,22,15,8,13,9,11,23,7,6,20,19,0,1
tp,11283.4,7235.16,11bafff5d,1.0,23,28.7115,22.6278,23,10,5,9,11,7,3,6,0,20,15,22,17,12,2,18,16,14,19,21,13,8,1,4,0,8
tp,1125.0,93.75,11c2c02e5,1.0,15,18.1867,14.8427,15,7,11,5,2,10,22,23,13,3,17,6,14,20,9,8,0,16,19,12,1,21,18,4,0,16
tp,5531.25,3750.0,12a12f0fa,1.0,8,35.6267,31.504,8,4,18,20,11,21,12,17,19,0,9,1,7,13,22,16,23,3,10,14,2,5,6,15,0,9
