data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,17,9,6,5,23,20,14,11,2,21,10,3,19,13,1,0,7,8,18,22,15,16,12,4,0,15
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,22,0,18,12,5,23,3,8,11,7,17,20,1,10,6,9,15,2,16,21,19,14,13,4,1,1
tp,4593.75,3093.75,0313e82cf,4.0,16,23.3067,21.471999999999998,16,1,3,9,12,7,17,0,18,20,10,11,23,2,5,6,21,8,15,22,14,4,13,19,0,7
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,9,6,5,11,10,3,23,20,18,14,7,21,2,19,12,16,13,22,0,8,15,1,4,0,19
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,7,23,17,11,15,3,20,19,14,6,9,10,0,16,2,12,5,22,13,18,1,8,21,4,0,12
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,11,5,23,10,20,6,17,9,18,7,12,22,21,3,19,2,0,15,14,16,13,8,1,4,0,16
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,23,22,5,18,14,3,10,16,13,4,11,8,7,6,1,15,2,0,20,17,9,19,21,0,18
tp,8250.0,5906.25,06a0c48c9,1.0,0,58.016000000000005,57.2213,0,1,18,8,7,14,22,5,12,3,2,16,23,19,9,4,15,13,17,6,11,10,21,20,0,0
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,23,3,20,11,5,14,17,15,9,12,22,10,16,0,6,19,2,1,8,18,4,21,13,0,14
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,6,11,10,7,20,23,0,22,21,5,2,17,18,3,14,12,1,9,4,8,19,13,16,15,0,6
tp,5062.5,3187.5,0e799da44,1.0,18,25.296,24.6027,18,21,4,14,8,3,1,13,12,0,11,5,6,2,23,9,15,7,19,22,16,20,17,10,0,9
tp,6093.75,1312.5,103db6411,1.0,20,27.7387,22.3573,20,5,10,11,17,9,23,3,6,4,22,16,14,13,12,7,2,1,21,19,0,18,15,8,0,20
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,7,15,23,14,3,20,17,11,2,10,5,19,13,0,16,12,21,9,22,6,18,1,8,4,1,13
tp,11437.5,4687.5,147b41b13,1.0,7,38.5547,35.4133,7,3,23,20,16,11,17,14,15,12,5,1,10,9,19,6,0,22,2,13,8,21,18,4,0,16
tp,843.75,93.75,14dc5a39e,1.0,13,51.1307,50.5067,13,1,4,21,16,18,14,3,9,20,0,19,2,6,17,12,23,8,15,7,22,10,11,5,0,10
tp,4593.75,3093.75,158c5acb6,4.0,16,20.6773,18.8427,16,1,4,7,10,18,0,12,21,3,23,6,22,2,11,9,20,5,13,8,15,14,19,17,0,6
tp,5062.5,3187.5,15d9e6d8b,1.0,18,37.3387,36.6453,18,4,21,3,8,12,1,0,13,22,2,11,17,23,6,15,5,14,20,19,16,9,7,10,0,7
tp,11627.9,6459.96,160add406,4.0,23,10.9772,3.0534,23,5,3,12,7,9,20,14,11,6,22,1,18,16,17,21,10,13,0,15,4,8,2,19,0,18
tp,11627.9,6459.96,16553d5cd,4.0,23,36.6643,28.7405,23,12,5,18,3,7,22,15,11,20,9,6,10,0,21,16,1,14,13,4,17,8,19,2,0,13
tp,4593.75,3093.75,178b835e3,4.0,16,23.0613,21.2267,20,16,15,7,3,14,17,23,10,12,2,11,0,5,21,22,9,1,19,8,13,6,18,4,1,12
tp,4593.75,3093.75,17ca96791,4.0,16,15.4667,13.632,16,1,7,3,4,10,20,18,12,17,15,0,2,23,13,11,22,9,6,14,5,21,8,19,0,11
tp,13687.5,10687.5,184322f0e,1.0,22,56.4053,54.8,1,22,3,2,18,12,16,23,5,6,7,15,0,13,9,20,14,11,10,21,19,8,17,4,1,12
tp,13687.5,10687.5,1856bb5c2,1.0,22,38.0587,36.4533,23,11,6,22,5,4,17,9,10,20,7,21,16,0,12,18,3,14,1,13,19,15,8,2,3,13
tp,3281.25,562.5,19442bf58,1.0,12,4.6293,1.4933,12,3,18,9,5,23,21,22,14,8,0,2,7,16,15,1,11,13,10,6,17,4,20,19,0,10
tp,11437.5,4687.5,1a5fb3223,1.0,7,59.9307,56.7893,15,7,14,23,12,3,20,2,21,1,10,17,19,5,22,13,11,9,6,4,16,0,18,8,1,21
tp,11627.9,6459.96,1aa00dc63,4.0,23,49.1566,41.2328,12,23,3,5,9,18,7,22,1,14,15,10,11,0,16,20,6,17,2,8,13,19,21,4,1,13
tp,1125.0,93.75,1e469c124,1.0,15,31.4933,28.1493,15,2,12,5,7,16,20,3,13,19,23,14,22,8,1,17,10,11,6,21,9,0,18,4,0,21
tp,5062.5,3187.5,1fb41e1c4,1.0,18,14.5653,13.872,18,12,0,3,1,5,9,21,23,2,13,14,8,11,6,7,16,20,22,17,15,19,10,4,0,2
tp,4593.75,3093.75,1fbc39373,4.0,16,36.2293,34.3947,16,3,7,12,4,9,10,1,2,0,8,18,5,15,17,21,22,23,11,6,20,13,14,19,0,9
tp,5531.25,3750.0,21c9f1ba3,1.0,8,15.9573,11.8347,8,21,23,1,10,16,0,4,12,6,22,18,5,19,3,13,17,20,7,14,15,9,2,11,0,6
tp,5531.25,3750.0,25218b040,1.0,8,10.4053,6.2827,8,21,0,12,18,1,23,3,22,2,14,9,5,4,16,19,6,17,11,15,7,13,10,20,0,2
