data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,2531.25,003bec244,1.0,14,45.1307,44.544,7,23,3,20,11,14,1,22,17,16,0,15,5,12,10,9,2,4,6,18,19,13,21,8,5,10
tp,5684.77,1808.79,0275e127d,1.0,11,13.1367,11.9989,11,0,7,3,17,18,5,20,9,23,6,1,2,10,19,12,16,22,15,14,13,4,21,8,0,1
tp,3281.25,562.5,02b9a8ab9,1.0,12,37.0453,33.9093,12,3,18,9,2,4,16,8,0,21,22,1,23,5,19,10,14,17,6,13,20,7,11,15,0,8
tp,4593.75,3093.75,03b96f209,4.0,16,51.4667,49.632,16,19,3,23,7,1,17,15,20,9,14,12,2,13,22,5,8,4,6,18,0,10,21,11,0,20
tp,5062.5,3187.5,043356ff8,1.0,18,0.816,0.1227,18,13,4,21,0,12,8,3,5,14,15,9,22,2,7,16,10,17,11,1,19,23,6,20,0,4
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,14,21,1,3,8,18,20,7,9,4,16,11,15,17,0,5,13,6,2,23,22,19,10,12,0,14
tp,3000.0,468.75,05b9c974c,1.0,2,33.76,31.984,2,3,9,23,12,6,5,18,22,10,11,20,7,1,19,14,17,16,4,15,0,8,21,13,0,20
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,4,18,21,8,14,0,3,12,13,9,1,7,17,15,19,16,5,20,23,22,6,11,2,10,0,5
tp,10852.7,947.461,07dcf40f7,1.0,10,29.6809,27.237,10,6,11,23,5,8,3,20,16,19,1,17,12,7,9,13,2,0,21,22,18,4,15,14,0,17
tp,13687.5,10687.5,09315d9bf,1.0,22,51.3013,49.696000000000005,22,5,23,11,6,19,10,20,12,1,3,14,4,15,17,7,2,8,18,16,13,9,0,21,0,22
tp,11283.4,7235.16,09a946316,1.0,23,56.558,50.4744,23,5,7,22,11,10,4,15,12,6,3,20,8,2,1,21,16,18,19,17,13,14,0,9,0,22
tp,5718.75,843.75,0ab6aa734,1.0,9,53.04,49.4773,9,3,1,16,18,14,0,17,21,23,12,15,4,7,2,19,5,6,13,10,8,20,11,22,0,6
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,5,23,11,20,6,10,12,1,14,7,22,17,4,19,2,18,3,9,0,15,16,13,21,8,11,18
