recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
006ab765f,23,1,39.9615,7235.16,46.0452,11283.4,tp,23,10,11,6,5,12,9,7,3,15,22,0,4,20,13,16,8,2,17,1,19,18,14,21,0,11
009b760e6,10,1,50.0854,947.461,52.5293,10852.7,tp,10,23,6,5,21,13,11,3,0,2,12,22,9,4,20,19,16,14,1,15,7,8,17,18,0,8
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,tp,4,18,21,0,3,8,14,13,1,12,11,17,15,2,9,20,22,19,10,16,7,23,5,6,1,3
0209f7ab2,7,1,50.7573,4687.5,53.8987,11437.5,tp,11,7,23,6,20,16,22,10,9,15,3,5,0,19,13,17,1,12,2,14,4,8,18,21,1,12
03b96f209,16,4,30.9333,3093.75,32.768,4593.75,tp,19,16,3,23,15,12,14,22,7,17,9,6,21,13,2,8,20,0,18,10,1,5,4,11,1,17
03b96f209,16,4,49.632,3093.75,51.4667,4593.75,tp,19,16,3,23,15,12,14,22,7,17,9,6,21,13,2,8,20,0,18,10,1,5,4,11,1,17
050d0ca85,3,1,49.92,1031.25,50.6613,2812.5,tp,15,23,6,1,3,10,11,9,12,5,0,16,22,13,17,19,7,4,2,14,20,18,8,21,4,10
057802c25,11,1,4.2202,1808.79,5.358,5684.77,tp,11,23,10,6,5,12,3,9,0,22,7,1,13,19,2,4,20,16,18,17,15,8,14,21,0,8
05b9c974c,2,1,31.984,468.75,33.76,3000.0,tp,2,23,7,9,10,11,16,22,6,15,3,5,20,19,0,17,1,4,12,8,14,18,13,21,0,14
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,tp,14,6,7,17,20,8,21,1,22,23,15,4,10,13,0,11,5,18,16,2,19,9,3,12,7,14
0a350d11c,19,1,11.5253,281.25,13.0773,2812.5,tp,19,12,11,23,3,6,10,9,5,18,0,17,1,22,7,15,21,20,8,13,2,14,16,4,0,10
0b3ef9c4e,6,1,44.3733,562.5,46.5173,4406.25,tp,6,11,7,10,22,17,5,23,9,16,20,13,3,15,0,1,12,4,19,8,2,14,21,18,0,14
0c448e77c,17,4,36.2638,1464.26,40.0428,4565.04,tp,23,10,9,11,6,5,7,12,0,22,20,3,16,15,2,17,14,19,4,18,1,8,13,21,15,8
0cb4632d6,13,1,47.1467,93.75,47.7707,843.75,tp,13,4,18,21,3,8,15,14,0,12,9,1,10,17,19,7,11,20,6,22,23,16,5,2,0,8
0d25045a9,1,1,47.2693,3843.75,48.1653,5625.0,tp,1,9,3,0,11,13,20,5,7,6,23,8,4,18,2,10,22,19,15,14,17,16,12,21,0,3
0e034f968,2,1,1.8933,468.75,3.6693,3000.0,tp,2,3,1,16,0,9,15,7,6,20,22,11,5,4,17,10,18,13,23,19,21,12,8,14,0,4
0e29d05ed,15,1,31.936,93.75,35.28,1125.0,tp,15,7,3,23,16,10,22,20,11,9,17,0,6,14,19,5,12,4,2,13,1,8,18,21,0,11
0f99800b7,11,1,27.416999999999998,1808.79,28.5547,5684.77,tp,7,15,11,3,6,16,9,23,0,14,12,18,22,10,13,20,19,17,5,8,1,4,2,21,2,8
119b154cc,15,1,3.7813,93.75,7.1253,1125.0,tp,7,17,15,16,10,3,14,11,22,0,20,23,6,19,9,5,8,1,13,4,18,2,12,21,2,9
11a52d37a,18,1,46.0693,3187.5,46.7627,5062.5,tp,4,12,3,18,0,13,1,8,21,5,9,14,15,7,23,22,19,16,17,11,2,10,20,6,3,4
12a12f0fa,8,1,31.504,3750.0,35.6267,5531.25,tp,8,18,4,3,0,14,20,21,12,1,9,2,13,15,11,5,23,10,19,16,22,7,17,6,0,4
12ec1d4cb,9,1,24.112,1125.0,26.9173,5250.0,tp,9,17,6,11,3,20,23,10,1,4,7,8,0,2,14,18,16,5,19,22,12,15,13,21,0,12
147b41b13,7,1,35.4133,4687.5,38.5547,11437.5,tp,7,3,16,10,23,14,1,11,9,17,22,5,15,0,8,20,4,2,13,19,12,18,6,21,0,13
1520a52ef,13,1,6.496,93.75,7.12,843.75,tp,13,3,18,1,21,0,4,8,12,14,9,7,15,17,10,19,20,22,11,6,16,2,23,5,0,5
156b77dfe,1,1,37.36,3843.75,38.256,5625.0,tp,0,18,12,1,9,3,15,11,13,7,23,2,16,19,10,5,22,17,14,20,8,6,4,21,3,0
