data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,10852.7,947.461,009b760e6,1.0,10,52.5293,50.0854,10,6,23,5,22,17,9,13,2,19,16,1,21,11,3,8,18,0,7,12,14,20,4,15,0,17
tp,4406.25,562.5,01b41f92b,1.0,6,46.38399999999999,44.24,6,17,5,23,22,15,19,3,9,10,16,0,7,2,13,21,14,11,18,1,20,12,8,4,0,11
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,18,8,3,1,4,12,22,2,16,15,9,23,13,6,10,17,19,5,21,14,20,11,7,0,0
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,22,12,3,23,8,16,9,10,1,5,4,6,13,2,17,14,15,20,11,19,7,21,0,0
tp,5062.5,3187.5,043356ff8,1.0,18,0.816,0.1227,18,13,12,0,4,1,5,3,14,23,20,6,15,16,8,10,2,22,19,17,9,11,7,21,0,3
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,19,7,3,15,17,23,5,10,16,6,2,22,11,1,0,12,9,8,13,20,21,4,14,18,0,14
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,15,11,17,20,7,23,19,3,10,6,14,16,9,22,18,12,5,8,2,4,1,13,0,21,4,22
tp,3000.0,468.75,05b9c974c,1.0,2,33.76,31.984,2,23,6,3,9,7,12,15,5,19,22,17,13,1,16,0,14,8,10,20,18,4,11,21,0,15
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,15,3,13,12,7,14,1,23,5,6,16,18,21,4,9,2,17,22,11,0,8,20,10,19,0,19
tp,5625.0,3843.75,07f1227b0,1.0,1,33.8347,32.9387,14,3,1,7,15,20,13,4,2,21,11,16,18,12,5,17,23,6,10,0,8,22,19,9,2,19
tp,4565.04,1464.26,0c448e77c,4.0,17,40.0428,36.2638,6,17,11,10,9,23,5,19,7,20,22,3,18,15,2,14,16,12,0,4,1,8,13,21,1,18
tp,3937.5,1312.5,0c48ed342,1.0,17,56.4853,50.032,17,7,11,19,20,23,6,15,10,9,3,16,14,5,22,1,8,12,4,18,2,21,13,0,0,23
tp,3000.0,468.75,0e2e4ac19,1.0,2,46.336000000000006,44.56,2,3,0,22,23,13,6,9,19,12,7,1,18,5,15,14,20,10,17,4,8,16,11,21,0,2
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,3,9,23,5,15,1,6,10,0,17,12,19,7,20,14,8,2,16,4,22,11,18,21,13,0,8
tp,5684.77,1808.79,0f99800b7,1.0,11,28.5547,27.416999999999998,7,15,11,23,3,6,12,10,14,9,16,20,17,8,5,1,22,19,0,18,13,4,2,21,2,18
tp,5062.5,3187.5,0fc62dd3c,1.0,18,10.335999999999999,9.6427,1,0,12,3,18,9,8,15,13,23,14,10,4,22,16,6,20,2,5,17,21,19,11,7,4,1
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,15,7,3,23,11,10,19,14,6,17,5,8,16,22,12,20,9,1,4,0,2,18,13,21,0,19
tp,5684.77,1808.79,13de5cabb,1.0,11,58.4737,57.3359,6,11,5,19,17,10,23,22,18,9,7,16,20,0,15,4,14,2,3,1,12,8,13,21,1,13
tp,5625.0,3843.75,13f64f898,1.0,1,36.3573,35.4613,1,4,13,3,12,21,8,5,18,16,14,15,0,7,6,2,11,19,22,10,9,23,20,17,0,12
tp,843.75,93.75,14948ff80,1.0,13,45.1253,44.5013,13,1,16,3,4,9,21,0,10,12,20,23,7,14,8,15,19,6,18,11,17,2,5,22,0,7
tp,2812.5,281.25,1545e29b3,1.0,19,1.6907,0.1387,3,19,5,6,23,15,12,1,9,10,0,18,14,22,17,7,16,11,20,4,8,2,13,21,1,10
tp,11627.9,6459.96,160add406,4.0,23,26.6043,18.6805,23,3,1,6,5,10,17,9,16,22,0,12,4,7,8,11,18,14,15,20,19,2,13,21,0,10
tp,11627.9,6459.96,160add406,4.0,23,10.9772,3.0534,23,3,1,6,5,10,17,9,16,22,0,12,4,7,8,11,18,14,15,20,19,2,13,21,0,10
tp,3000.0,468.75,160b70831,1.0,2,3.7173,1.9413,2,12,3,1,6,13,18,23,15,5,22,10,0,19,7,9,16,14,17,4,11,20,8,21,0,12
tp,4406.25,2812.5,16ccddf71,1.0,14,52.8,51.8773,14,7,15,3,1,0,2,21,20,8,10,6,16,5,4,11,23,22,12,19,18,17,13,9,0,5
tp,4218.75,2343.75,17ca62c97,1.0,4,34.7733,32.9173,4,18,13,21,8,12,2,14,0,3,16,20,17,1,23,6,22,9,15,7,11,5,19,10,0,8
tp,5531.25,3750.0,18c47b7f2,1.0,8,36.6667,32.544000000000004,8,21,12,4,13,14,18,1,5,3,19,11,7,23,9,2,6,15,20,0,22,16,17,10,0,19
tp,11627.9,6459.96,1aa00dc63,4.0,23,49.1566,41.2328,12,23,3,13,1,7,8,18,0,16,5,4,15,14,10,9,22,6,2,11,20,17,21,19,1,8
tp,5625.0,3843.75,1ba9ee79a,1.0,1,6.8427,5.9467,1,14,12,4,18,0,13,8,21,3,23,15,10,16,2,7,6,5,22,19,9,20,11,17,0,5
tp,13687.5,10687.5,1bc8c196e,1.0,22,6.2027,4.5973,22,1,2,3,21,13,8,12,19,0,15,7,23,16,4,9,5,6,14,18,20,17,11,10,0,9
tp,3281.25,562.5,1ca8c8af6,1.0,12,3.8187,0.6827,12,0,1,23,9,18,3,8,15,14,10,6,22,13,20,2,5,16,17,4,7,11,19,21,0,1
tp,11437.5,4687.5,1eb2a9113,1.0,7,31.6107,28.4693,15,3,10,5,7,8,12,13,16,11,23,14,9,22,18,0,4,19,17,6,1,20,2,21,4,15
