data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,5531.25,2531.25,003bec244,1.0,14,45.1307,44.544,7,23,11,3,14,22,1,15,10,20,5,21,16,12,18,17,2,6,9,0,19,4,8,13,4,19
tp,3281.25,562.5,007f87ba2,1.0,12,42.272,39.135999999999996,12,18,4,3,21,8,5,1,23,2,13,9,7,22,10,15,0,11,16,17,20,6,14,19,0,16
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,17,6,19,10,9,11,20,5,14,7,22,18,4,0,2,12,23,21,1,15,13,16,8,3,0,13
tp,4593.75,3093.75,0313e82cf,4.0,16,23.3067,21.471999999999998,16,3,1,12,7,15,20,5,2,6,11,21,23,22,9,17,10,4,13,18,14,19,0,8,0,22
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,23,15,3,6,1,10,5,11,9,22,17,21,20,19,2,12,7,16,14,0,18,13,4,8,2,19
tp,6468.75,3750.0,055088446,1.0,14,59.263999999999996,58.992,14,21,7,1,18,3,22,8,15,5,9,11,2,4,23,10,16,13,12,19,20,0,17,6,0,21
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,4,18,21,13,3,12,8,23,2,15,10,22,1,9,0,5,16,14,17,7,20,6,11,19,0,14
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,3,18,7,11,23,5,2,1,9,22,16,17,0,10,20,14,15,8,6,21,13,19,4,0,13
tp,3281.25,562.5,0b2fa3f80,1.0,12,6.1493,3.0133,15,12,3,8,18,0,22,1,16,5,2,7,21,9,13,23,14,17,4,10,11,20,6,19,1,5
tp,4125.0,3281.25,0c2124550,1.0,21,19.3227,18.2293,4,21,8,3,13,1,12,14,23,18,22,5,10,9,15,7,16,2,17,0,20,11,19,6,1,19
tp,1125.0,93.75,11c2c02e5,1.0,15,18.1867,14.8427,15,7,22,20,10,11,23,3,6,19,16,17,5,14,9,1,0,4,2,13,21,12,18,8,0,16
tp,5625.0,3843.75,13511f7bd,1.0,1,9.152000000000001,8.256,15,1,14,23,6,3,0,10,9,21,7,11,13,19,2,17,20,18,16,5,22,4,12,8,1,6
tp,10852.7,947.461,1383208d3,1.0,10,52.9183,50.4744,23,10,5,11,22,20,7,19,3,17,6,16,4,0,2,12,18,14,21,15,13,1,9,8,1,13
tp,5625.0,3843.75,141675c80,1.0,1,55.5893,54.6933,1,21,14,9,23,13,3,16,0,11,4,18,19,20,15,2,17,6,22,12,10,8,5,7,0,8
tp,843.75,93.75,1520a52ef,1.0,13,7.12,6.496,13,18,4,0,12,3,16,15,1,7,22,8,21,2,10,5,6,23,20,11,17,19,9,14,0,3
tp,5625.0,3843.75,156b77dfe,1.0,1,38.256,37.36,1,3,23,6,16,11,2,0,5,9,20,19,15,12,21,13,22,4,18,8,10,7,14,17,0,7
tp,2812.5,1031.25,163e86660,1.0,3,58.8053,58.06399999999999,3,5,6,23,10,12,16,0,18,7,20,19,17,11,2,9,15,1,21,22,4,14,13,8,0,7
tp,13687.5,10687.5,184322f0e,1.0,22,56.4053,54.8,22,1,3,23,5,8,20,11,0,6,4,18,10,16,17,7,21,13,2,15,12,19,9,14,0,8
tp,4406.25,562.5,19dfeda02,1.0,6,18.2133,16.0693,6,7,2,22,10,11,23,5,16,3,17,20,19,15,9,14,1,13,4,0,12,18,21,8,0,19
tp,4593.75,3093.75,1a3993962,4.0,16,49.9787,48.144,16,6,0,17,5,23,19,13,8,4,22,18,10,12,2,20,15,21,14,1,7,3,9,11,0,2
tp,10852.7,947.461,1bd29a4bb,1.0,10,45.2325,42.7886,10,7,11,23,20,19,14,17,4,22,21,6,13,3,5,2,0,1,16,15,18,12,8,9,0,16
tp,4406.25,562.5,1c46aa776,1.0,6,32.8747,30.7307,6,23,11,10,5,12,2,7,20,22,19,3,16,4,17,18,8,13,0,9,21,14,15,1,0,18
tp,4125.0,3281.25,1d76cb226,1.0,21,50.8053,49.711999999999996,8,21,13,3,23,4,5,22,0,16,18,1,15,12,9,14,7,17,10,2,20,19,11,6,1,8
tp,1125.0,93.75,1d949c49d,1.0,15,36.9867,33.6427,7,15,21,3,12,9,23,10,1,22,18,14,17,5,13,0,4,20,2,16,8,6,11,19,1,15
tp,4406.25,562.5,1e0e340e1,1.0,6,46.1973,44.0533,6,3,11,10,5,17,7,18,22,2,20,23,9,19,14,1,12,21,15,16,0,4,13,8,0,20
tp,5062.5,3187.5,1fb41e1c4,1.0,18,14.5653,13.872,18,12,0,3,13,9,1,21,22,2,10,14,5,16,15,4,23,17,7,11,20,6,8,19,0,2
tp,4593.75,3093.75,1fbc39373,4.0,16,36.2293,34.3947,16,3,15,17,0,7,10,22,12,2,18,6,23,1,20,5,14,19,4,9,8,11,13,21,0,4
tp,11283.4,7235.16,226ce47d9,1.0,23,43.0208,36.9371,17,23,9,7,3,6,20,10,11,15,22,16,14,19,5,2,21,12,4,1,0,18,13,8,1,20
tp,843.75,93.75,22a2faf44,1.0,13,19.855999999999998,19.232,13,12,18,21,3,15,4,1,16,9,14,23,2,6,10,5,7,22,8,17,20,11,0,19,0,22
tp,11283.4,7235.16,23363116f,1.0,23,14.4834,8.3998,23,22,3,8,0,10,6,1,9,5,18,17,14,2,16,4,11,12,21,15,19,7,20,13,0,4
tp,8250.0,5906.25,251737ef0,1.0,0,36.7253,35.9307,0,1,6,20,10,11,4,9,3,19,8,14,22,23,13,7,15,21,5,16,12,2,17,18,0,0
tp,5625.0,3843.75,25de8315e,1.0,1,53.4347,52.5387,1,3,7,21,5,23,16,13,11,20,22,12,2,9,4,10,17,6,15,18,14,0,19,8,0,21
tp,3000.0,468.75,287bf77ec,1.0,2,13.9573,12.1813,2,9,6,12,22,15,17,13,3,10,18,14,5,4,1,16,21,19,0,11,23,7,20,8,0,18
tp,3000.0,468.75,287bf77ec,1.0,2,10.607999999999999,8.832,2,9,6,12,22,15,17,13,3,10,18,14,5,4,1,16,21,19,0,11,23,7,20,8,0,18
tp,13687.5,10687.5,28d37d1de,1.0,22,37.44,35.8347,22,14,10,3,7,0,11,23,17,5,18,6,15,20,16,1,12,21,4,19,8,2,9,13,0,5
tp,6468.75,3750.0,2a1bb0557,1.0,14,3.968,3.696,14,21,1,7,3,4,5,18,8,22,23,9,15,11,2,13,10,16,12,19,20,17,0,6,0,22
tp,10406.2,4781.25,2a69408f6,1.0,5,43.728,41.376000000000005,5,6,10,11,17,22,23,19,21,4,20,14,9,13,3,18,16,0,2,12,8,7,1,15,0,17
tp,5531.25,3750.0,2bf32cf03,1.0,8,25.1573,21.0347,8,12,3,22,1,9,21,7,15,4,16,18,23,0,20,17,5,11,2,10,19,14,13,6,0,13
tp,4125.0,3281.25,2c6ba715f,1.0,21,44.7893,43.696000000000005,21,3,4,1,18,13,9,14,23,12,7,5,22,8,15,10,17,2,16,11,20,6,0,19,0,22
tp,3000.0,468.75,2dc763e67,1.0,2,17.5467,15.7707,2,22,15,3,6,1,20,7,11,16,4,17,12,5,14,19,10,13,0,18,9,23,21,8,0,18
tp,7500.0,5906.25,2e40b2294,1.0,0,58.0213,56.7307,0,6,3,12,23,10,5,11,1,2,20,7,18,16,19,22,9,15,4,17,21,14,13,8,0,0
