data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,12,6,3,5,10,0,11,8,2,4,14,9,17,18,15,16,19,20,13,22,1,21,7,0,6
tp,4406.25,562.5,01b41f92b,1.0,6,46.38399999999999,44.24,6,11,4,10,12,23,9,14,1,5,8,22,0,2,18,3,21,16,17,20,7,15,19,13,0,12
tp,5684.77,1808.79,0275e127d,1.0,11,13.1367,11.9989,11,0,7,3,6,1,2,17,10,16,9,20,15,12,14,22,23,8,5,18,13,21,19,4,0,1
tp,5684.77,1808.79,0295e3234,1.0,11,6.2984,5.1606,23,11,15,7,3,6,10,17,20,5,9,16,22,0,14,1,2,8,13,19,12,21,18,4,1,13
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,19,23,12,7,4,17,22,3,2,9,10,0,1,6,8,14,15,21,13,11,5,20,18,0,12
tp,4406.25,562.5,0509303a5,1.0,6,25.8453,23.7013,6,11,17,10,3,9,14,15,4,7,20,23,8,2,1,12,22,18,0,21,16,5,13,19,0,18
tp,11627.9,6459.96,053aeb7bd,4.0,23,17.7807,9.8569,23,8,5,12,3,22,18,0,7,4,9,21,10,17,13,2,6,14,15,20,11,16,1,19,0,7
tp,10852.7,947.461,055d22517,1.0,10,50.0274,47.5835,10,6,3,5,23,11,12,9,17,14,7,20,0,15,2,8,22,18,13,16,1,21,19,4,0,12
tp,8250.0,5906.25,067f49f8b,1.0,0,54.0907,53.29600000000001,0,1,8,7,14,9,19,11,2,6,22,4,3,10,16,18,15,5,21,20,17,13,23,12,0,0
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,19,23,3,6,0,14,16,11,2,4,20,10,7,21,1,8,18,15,22,17,9,5,13,0,5
tp,13687.5,10687.5,09315d9bf,1.0,22,51.3013,49.696000000000005,22,23,5,10,6,12,3,11,14,9,19,0,7,15,1,2,13,17,18,20,16,8,21,4,0,11
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,19,3,21,6,14,16,11,4,2,23,1,20,8,7,22,18,0,17,10,9,15,5,13,0,17
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,5,10,6,3,18,12,17,13,2,9,11,1,4,0,14,16,20,22,7,21,8,15,0,15
