data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,12,23,5,10,6,3,9,11,2,18,4,15,1,20,7,13,16,14,0,19,22,17,21,8,1,18
tp,3281.25,562.5,007f87ba2,1.0,12,42.272,39.135999999999996,3,12,21,1,8,13,4,18,2,0,6,5,23,15,7,16,22,14,11,20,9,19,10,17,1,9
tp,5531.25,3750.0,00b404881,1.0,8,4.1973,0.0747,21,8,12,4,3,14,16,1,22,13,9,18,2,23,11,7,6,15,0,10,17,19,5,20,1,18
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,1,0,19,20,16,2,6,22,3,13,7,21,8,17,5,18,4,10,14,11,23,12,15,9,0,1
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,19,17,3,2,1,23,7,12,9,15,14,6,10,13,5,20,21,11,22,8,0,18,4,0,21
tp,5062.5,3187.5,043356ff8,1.0,18,0.816,0.1227,18,4,0,21,12,22,9,14,1,8,3,5,15,13,23,7,10,11,17,6,2,16,20,19,0,2
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,17,7,11,23,15,14,3,19,20,6,16,2,4,10,22,1,9,18,0,12,5,13,21,8,1,18
tp,4218.75,2343.75,05f8c0f2f,1.0,4,28.4427,26.5867,18,4,21,12,3,13,0,15,22,14,1,9,5,8,23,6,7,10,16,17,11,2,20,19,1,6
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,23,22,8,18,5,6,21,0,9,19,2,10,13,4,20,11,16,14,3,17,15,1,7,0,8
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,6,22,7,10,23,11,20,2,15,17,16,3,5,19,21,13,8,18,9,14,1,0,12,4,11,21
tp,4593.75,3093.75,08db743d0,4.0,16,40.2133,38.3787,16,1,11,10,7,20,2,5,8,3,15,6,12,19,13,22,23,9,21,17,18,0,14,4,0,21
tp,11437.5,4687.5,090ae427d,1.0,7,29.28,26.1387,22,3,18,0,5,7,17,2,11,20,15,14,6,16,10,1,4,23,12,19,21,9,8,13,5,3
tp,11283.4,7235.16,09a946316,1.0,23,56.558,50.4744,23,5,12,10,11,15,7,20,4,17,16,13,6,1,9,3,22,21,2,14,19,8,18,0,0,23
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,3,5,10,12,6,2,18,21,1,9,4,11,8,20,14,15,22,17,13,7,16,0,0,23
tp,3000.0,468.75,0e034f968,1.0,2,3.6693,1.8933,2,3,15,5,7,1,13,22,17,21,20,19,9,16,23,11,10,8,0,4,18,12,6,14,0,18
tp,8250.0,5906.25,0ea8ea68a,1.0,0,4.5973,3.8027,18,0,3,5,14,7,22,4,10,1,23,12,6,15,20,9,11,21,2,13,17,16,8,19,1,1
tp,2812.5,1031.25,0eb2079ea,1.0,3,6.3307,5.5893,3,2,23,7,15,6,5,17,18,20,11,10,0,14,12,16,1,4,22,9,21,13,19,8,0,12
tp,1125.0,93.75,11c2c02e5,1.0,15,21.0027,17.6587,15,7,3,17,11,22,23,2,10,6,14,20,16,0,9,12,13,4,5,19,1,18,21,8,0,13
tp,5250.0,1125.0,12ec1d4cb,1.0,9,26.9173,24.112,9,23,6,2,1,3,17,14,8,10,13,18,11,15,21,5,20,7,16,22,12,19,0,4,0,22
tp,2812.5,1031.25,133001416,1.0,3,15.6213,14.88,3,5,10,11,20,18,12,23,14,9,15,0,7,2,6,16,17,1,22,4,21,13,19,8,0,11
tp,5062.5,3187.5,1504619b7,1.0,18,45.2053,44.512,2,12,3,9,0,1,7,18,23,16,22,4,11,5,6,15,21,10,8,20,14,13,17,19,7,4
tp,11627.9,6459.96,160add406,4.0,23,26.6043,18.6805,23,3,12,5,10,6,4,20,15,9,7,11,18,1,14,16,17,22,2,0,19,21,13,8,0,19
tp,4406.25,2812.5,16ccddf71,1.0,14,52.8,51.8773,14,21,1,8,7,4,18,16,11,3,10,13,22,6,17,12,19,2,0,5,15,9,23,20,0,18
tp,13687.5,10687.5,1702d35a0,1.0,22,29.8507,28.2453,22,6,10,9,13,14,11,15,17,5,7,3,23,16,4,20,18,21,1,0,12,19,8,2,0,19
tp,3281.25,562.5,1aa00dc63,1.0,12,22.9227,19.7867,23,3,7,12,15,1,18,16,4,9,0,13,17,2,14,10,6,5,11,21,20,22,19,8,3,10
tp,4125.0,3281.25,1d76cb226,1.0,21,50.8053,49.711999999999996,8,21,13,4,14,1,10,9,3,22,15,12,18,23,11,0,7,2,5,17,16,6,19,20,1,15
tp,4593.75,3093.75,1fbc39373,4.0,16,36.2293,34.3947,16,1,21,2,8,12,14,17,9,3,13,11,10,20,5,19,15,6,7,22,23,18,4,0,0,23
tp,4218.75,2343.75,1fd650183,1.0,4,36.992,35.135999999999996,4,17,18,21,16,13,7,20,11,2,1,19,15,6,3,0,23,10,8,22,14,9,12,5,0,15
tp,4218.75,2343.75,20801bb7d,1.0,4,3.7653,1.9093,4,18,21,0,8,12,22,15,11,1,14,23,13,9,10,16,7,3,17,5,6,2,20,19,0,3
