data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,4565.04,1464.26,0099c367b,4.0,17,55.1996,51.4206,14,6,17,9,7,0,3,10,20,5,23,15,8,4,21,1,19,11,22,18,13,12,2,16,2,5
tp,8250.0,5906.25,00d442df7,1.0,0,20.16,19.3653,22,0,18,3,12,8,7,16,10,9,1,6,15,23,5,19,4,13,20,21,11,17,14,2,1,1
tp,4593.75,3093.75,0313e82cf,4.0,16,23.3067,21.471999999999998,16,3,12,1,7,15,21,2,20,17,9,8,18,4,13,6,22,10,0,5,14,23,11,19,0,18
tp,3937.5,1406.25,04d6b1fc1,4.0,17,7.3387,4.7307,17,6,7,3,11,15,10,14,9,13,19,23,5,20,2,18,8,22,0,21,1,4,16,12,0,18
tp,11437.5,4687.5,04e70a8e3,1.0,7,26.736,23.5947,7,15,3,23,11,6,19,14,10,17,20,22,16,9,5,12,8,13,1,18,0,21,4,2,0,20
tp,5684.77,1808.79,057802c25,1.0,11,5.358,4.2202,23,11,5,6,10,3,9,7,20,15,19,17,12,1,22,4,0,16,14,8,21,18,13,2,1,16
tp,3281.25,562.5,068f1b8e2,1.0,12,26.0,22.864,12,2,4,23,14,10,0,18,22,8,6,9,19,16,20,15,5,3,11,13,7,17,21,1,0,6
tp,8250.0,5906.25,06a0c48c9,1.0,0,58.016000000000005,57.2213,0,12,18,3,4,22,1,7,8,16,9,21,5,15,6,13,19,23,14,10,20,17,11,2,0,0
tp,11437.5,4687.5,0a9cdd8a5,1.0,7,25.424,22.2827,7,3,20,15,23,17,16,5,6,11,10,22,14,12,19,9,8,1,13,18,21,0,4,2,0,21
tp,4406.25,562.5,0b3ef9c4e,1.0,6,46.5173,44.3733,6,11,10,5,23,20,22,7,9,3,17,1,19,0,15,8,21,18,16,2,12,13,4,14,0,13
tp,5062.5,3187.5,0e799da44,1.0,18,25.296,24.6027,21,4,18,14,8,13,9,0,5,16,1,3,10,20,11,6,19,23,7,12,17,22,15,2,2,7
tp,6093.75,1312.5,103db6411,1.0,20,27.7387,22.3573,20,5,3,6,11,7,17,9,23,10,2,14,16,4,19,15,0,22,21,13,18,8,1,12,0,16
tp,1125.0,93.75,119b154cc,1.0,15,7.1253,3.7813,7,15,17,23,3,11,14,20,19,22,16,10,5,1,8,6,9,12,13,18,21,4,0,2,1,22
