data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,11283.4,7235.16,006ab765f,1.0,23,46.0452,39.9615,23,5,11,3,7,10,6,22,12,0,1,2,17,9,14,16,20,13,15,8,18,19,21,4,0,9
tp,5531.25,3750.0,00b404881,1.0,8,4.1973,0.0747,8,21,22,1,12,4,13,3,18,14,0,2,16,5,9,10,7,23,15,6,11,20,17,19,0,10
tp,5625.0,3843.75,0151b7d20,1.0,1,46.928000000000004,46.032,0,13,1,3,5,7,14,12,16,9,18,22,10,8,11,2,21,23,6,20,17,15,19,4,2,0
tp,11437.5,4687.5,0209f7ab2,1.0,7,53.8987,50.7573,11,20,7,6,5,17,23,10,21,16,15,2,3,22,14,18,19,13,4,12,1,8,0,9,2,22
tp,8250.0,5906.25,0268057eb,1.0,0,26.2933,25.4987,0,1,18,22,6,2,13,4,8,11,3,21,9,20,16,5,10,14,12,23,7,17,15,19,0,0
tp,5684.77,1808.79,0295e3234,1.0,11,6.2984,5.1606,15,23,11,17,3,7,6,10,2,13,20,5,18,16,9,1,22,14,0,19,8,4,12,21,2,18
tp,8250.0,5906.25,03d77fede,1.0,0,45.2053,44.4107,0,18,12,1,3,22,21,11,14,8,9,2,17,7,13,5,6,20,23,19,4,16,10,15,0,0
tp,2812.5,1031.25,050d0ca85,1.0,3,50.6613,49.92,3,15,1,23,14,6,5,7,9,13,0,16,12,2,17,11,10,21,22,20,18,8,19,4,0,10
tp,2812.5,1031.25,06c44d203,1.0,3,2.0213,1.28,22,6,7,23,11,10,5,3,20,17,19,14,4,2,15,9,8,16,21,0,1,12,13,18,7,19
tp,1125.0,93.75,078788674,1.0,15,44.70399999999999,41.36,15,3,7,14,1,13,16,2,23,17,11,9,6,5,21,12,18,0,20,22,8,10,19,4,0,17
tp,11437.5,4687.5,090ae427d,1.0,7,29.28,26.1387,7,22,14,0,5,3,16,18,17,15,11,2,1,8,19,12,10,21,20,9,23,13,6,4,0,3
tp,3281.25,562.5,0968aea09,1.0,12,8.9067,5.7707,12,3,18,16,2,5,8,0,14,17,21,22,20,6,15,7,1,11,9,23,13,10,4,19,0,7
tp,2812.5,281.25,0a350d11c,1.0,19,13.0773,11.5253,19,23,5,3,6,12,10,7,1,11,18,22,17,14,0,9,21,4,16,2,15,13,20,8,0,14
tp,843.75,93.75,0cb4632d6,1.0,13,47.7707,47.1467,4,13,18,21,3,0,8,14,12,1,16,9,22,11,5,23,2,20,10,6,15,7,17,19,1,5
