data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
tp,10852.7,947.461,0201197ec,1.0,10,45.8014,43.3575,10,5,23,3,7,16,12,6,11,22,8,1,20,17,4,14,0,13,15,2,19,21,9,18,0,16
tp,843.75,93.75,0297d886e,1.0,13,58.431999999999995,57.808,13,1,20,18,11,15,4,16,14,3,10,12,5,9,6,17,19,21,7,2,0,22,23,8,0,20
tp,4593.75,3093.75,03b96f209,4.0,16,32.768,30.9333,16,7,23,19,4,12,3,1,17,8,13,11,5,2,15,21,18,20,22,0,10,9,6,14,0,19
tp,2812.5,281.25,04975ecd8,1.0,19,55.93600000000001,54.38399999999999,19,7,3,11,5,2,23,17,10,15,0,1,12,9,14,6,16,20,22,18,4,13,8,21,0,10
tp,11627.9,6459.96,053aeb7bd,4.0,23,8.8758,0.9520000000000001,23,5,3,12,7,9,10,4,15,11,6,13,0,2,22,21,20,1,14,16,17,18,8,19,0,12
tp,10852.7,947.461,055d22517,1.0,10,50.0274,47.5835,10,3,5,23,12,7,6,22,11,14,9,15,19,20,2,0,16,13,18,17,1,4,21,8,0,15
tp,8250.0,5906.25,067f49f8b,1.0,0,54.0907,53.29600000000001,0,1,3,8,9,5,13,23,19,7,18,2,14,4,21,6,12,22,15,16,10,17,11,20,0,0
tp,3281.25,562.5,073e4d908,1.0,12,15.632,12.495999999999999,12,23,3,18,5,0,22,9,4,13,7,10,2,16,6,1,15,8,21,11,20,14,17,19,0,5
tp,5531.25,3750.0,07d1687e0,1.0,8,4.1867,0.064,8,0,18,21,22,9,3,1,12,4,5,17,13,14,2,23,16,19,7,6,10,15,20,11,0,1
tp,4593.75,3093.75,08db743d0,4.0,16,40.2133,38.3787,16,1,3,7,9,21,11,17,23,14,13,19,12,15,5,20,4,22,2,10,18,6,8,0,0,23
tp,3281.25,562.5,0b2fa3f80,1.0,12,6.1493,3.0133,3,8,15,0,12,18,13,4,9,2,21,1,5,6,23,22,14,19,17,7,16,10,11,20,4,3
tp,5684.77,1808.79,0f99800b7,1.0,11,28.5547,27.416999999999998,7,15,3,14,11,2,23,17,19,10,5,22,18,6,16,12,9,20,1,4,0,21,8,13,4,20
tp,3000.0,468.75,100e4ddc9,1.0,2,3.0613,1.2853,2,3,13,15,12,4,18,19,5,17,9,6,7,1,20,22,11,14,23,10,8,21,16,0,0,23
tp,5062.5,3187.5,11a52d37a,1.0,18,46.7627,46.0693,18,4,12,3,21,0,8,22,13,9,14,1,2,23,19,5,17,7,16,15,6,10,20,11,0,5
tp,1125.0,93.75,11c2c02e5,1.0,15,21.0027,17.6587,15,7,6,10,3,17,11,5,23,2,14,22,20,19,16,12,9,1,18,0,13,21,4,8,0,19
tp,5625.0,3843.75,13511f7bd,1.0,1,9.152000000000001,8.256,1,15,13,0,3,6,2,23,19,4,5,16,17,14,9,12,18,7,11,21,10,20,22,8,0,3
tp,4125.0,3281.25,1375a05d1,1.0,21,29.2427,28.1493,14,21,18,8,1,3,5,17,4,15,19,2,13,7,9,16,23,12,22,6,11,0,20,10,1,21
tp,5684.77,1808.79,13de5cabb,1.0,11,58.4737,57.3359,11,6,3,10,5,23,13,9,20,19,17,1,7,12,16,0,22,15,4,14,21,18,2,8,0,15
tp,5718.75,843.75,1535d0c9b,1.0,9,8.2133,4.6507,9,15,3,6,5,14,7,23,17,11,13,20,10,12,0,19,2,22,1,16,18,4,21,8,0,14
